번호,종목코드,종목명,시장구분,증권구분,주식종류,상장일,폐지일,폐지사유,정리매매기간_시작일,정리매매기간_종료일,업종,액면가,상장주식수,이전상장후_종목코드,이전상장후_종목명
"418","02480012","유성티엔에스 8R","KOSDAQ","신주인수권증서","보통주","2012/10/08","2012/10/15",,,,,"0","4856808",,
"419","02480014","유성티엔에스9R","KOSDAQ","신주인수권증서","보통주","2014/06/24","2014/07/01",,,,,"0","6567780",,
"420","00120014","유진투자증권24R","KOSPI","신주인수권증서","보통주","2014/08/29","2014/09/05",,,,,"0","31087201",,
"421","2630501C","유틸렉스 29R","KOSDAQ","신주인수권증서","보통주","2022/06/15","2022/06/22",,,,,"0","6991798",,
"422","04496014","이-글 벳5R","KOSDAQ","신주인수권증서","보통주","2014/10/14","2014/10/21",,,,,"0","3598497",,
"423","06023015","이그잭스 33R","KOSDAQ","신주인수권증서","보통주","2015/09/15","2015/09/22",,,,,"0","8999099",,
"424","06023016","이그잭스 34R","KOSDAQ","신주인수권증서","보통주","2016/11/25","2016/12/02",,,,,"0","12998272",,
"425","2157901A","이노인스트루먼트 7R","KOSDAQ","신주인수권증서","보통주","2020/03/18","2020/03/25",,,,,"0","19997198",,
"426","08839013","이녹스 10R","KOSDAQ","신주인수권증서","보통주","2013/08/02","2013/08/09",,,,,"0","988048",,
"427","05421016","이랜텍 7R","KOSDAQ","신주인수권증서","보통주","2016/06/02","2016/06/10",,,,,"0","3996136",,
"428","06544018","이루온 10R","KOSDAQ","신주인수권증서","보통주","2018/08/27","2018/09/03",,,,,"0","11996822",,
"429","06544016","이루온 9R","KOSDAQ","신주인수권증서","보통주","2016/09/23","2016/09/30",,,,,"0","3696559",,
"430","08689015","이수앱지스 20R","KOSDAQ","신주인수권증서","보통주","2015/07/10","2015/07/17",,,,,"0","4135944",,
"431","08689017","이수앱지스 21R","KOSDAQ","신주인수권증서","보통주","2017/11/07","2017/11/14",,,,,"0","4935208",,
"432","0076601B","이수페타시스 5R","KOSPI","신주인수권증서","보통주","2021/10/13","2021/10/20",,,,,"0","17575605",,
"433","0059501A","이수화학 21R","KOSPI","신주인수권증서","보통주","2020/07/13","2020/07/20",,,,,"0","7793485",,
"434","09419016","이엘케이 13R","KOSDAQ","신주인수권증서","보통주","2016/06/03","2016/06/13",,,,,"0","12156282",,
"435","09419017","이엘케이 16R","KOSDAQ","신주인수권증서","보통주","2017/05/29","2017/06/05",,,,,"0","34995241",,
"436","07919015","이엠따블유 12R","KOSDAQ","신주인수권증서","보통주","2015/09/17","2015/09/24",,,,,"0","8498644",,
"437","07919013","이엠따블유9R","KOSDAQ","신주인수권증서","보통주","2013/10/11","2013/10/18",,,,,"0","1398823",,
"438","09519017","이엠코리아 11R","KOSDAQ","신주인수권증서","보통주","2017/11/29","2017/12/06",,,,,"0","9627298",,
"439","0911201C","이엠텍 25R","KOSDAQ","신주인수권증서","보통주","2022/06/24","2022/07/01",,,,,"0","1236849",,
"440","2940901B","이오플로우 14R","KOSDAQ","신주인수권증서","보통주","2021/12/21","2021/12/28",,,,,"0","2984797",,
"441","09604015","이트론 18R","KOSDAQ","신주인수권증서","보통주","2015/07/13","2015/07/20",,,,,"0","43997388",,
"442","09604014","이트론13R","KOSDAQ","신주인수권증서","보통주","2014/05/13","2014/05/20",,,,,"0","19888656",,
"443","00184014","이화공영6R","KOSDAQ","신주인수권증서","보통주","2014/06/02","2014/06/11",,,,,"0","2150866",,
"444","02481013","이화전기 28R","KOSDAQ","신주인수권증서","보통주","2013/06/10","2013/06/17",,,,,"0","27990794",,
"445","02481014","이화전기 30R","KOSDAQ","신주인수권증서","보통주","2015/01/06","2015/01/13",,,,,"0","44990233",,
"446","0332301A","인성정보 21R","KOSDAQ","신주인수권증서","보통주","2020/12/28","2021/01/06",,,,,"0","8316762",,
"447","05137013","인터플렉스 4R","KOSDAQ","신주인수권증서","보통주","2013/09/26","2013/10/03",,,,,"0","2393767",,
"448","05137016","인터플렉스 5R","KOSDAQ","신주인수권증서","보통주","2016/11/08","2016/11/15",,,,,"0","4695758",,
"449","05137017","인터플렉스 6R","KOSDAQ","신주인수권증서","보통주","2017/11/23","2017/11/30",,,,,"0","2245119",,
"450","1893001B","인텔리안테크 12R","KOSDAQ","신주인수권증서","보통주","2021/07/08","2021/07/15",,,,,"0","1508237",,
"451","04102017","인프라웨어 12R","KOSDAQ","신주인수권증서","보통주","2017/04/05","2017/04/12",,,,,"0","12994616",,
"452","04102010","인프라웨어 8R","KOSDAQ","신주인수권증서","보통주","2010/02/12","2010/02/20",,,,,"0","1900793",,
"453","05845018","일야 7R","KOSDAQ","신주인수권증서","보통주","2018/10/18","2018/10/25",,,,,"0","6116768",,
"454","08100019","일진다이아몬드 5R","KOSPI","신주인수권증서","보통주","2019/07/17","2019/07/24",,,,,"0","2333891",,
"455","0207601B","일진디스플 19R","KOSPI","신주인수권증서","보통주","2021/01/25","2021/02/01",,,,,"0","4917362",,
"456","0207601C","일진디스플레이 20R","KOSPI","신주인수권증서","보통주","2022/02/11","2022/02/21",,,,,"0","13627320",,
"457","02015017","일진머티리얼즈 5R","KOSPI","신주인수권증서","보통주","2017/08/11","2017/08/21",,,,,"0","5430214",,
"458","04955017","잉크테크 10R","KOSDAQ","신주인수권증서","보통주","2017/11/28","2017/12/05",,,,,"0","5697879",,
"459","2216101A","자안 8R","KOSDAQ","신주인수권증서","보통주","2020/11/20","2020/11/27",,,,,"0","139994414",,
"460","04391015","자연과환경 28R","KOSDAQ","신주인수권증서","보통주","2015/07/21","2015/07/28",,,,,"0","7995757",,
"461","04391017","자연과환경 31R","KOSDAQ","신주인수권증서","보통주","2017/05/26","2017/06/02",,,,,"0","9591502",,
"462","04391019","자연과환경 32R","KOSDAQ","신주인수권증서","보통주","2019/07/19","2019/07/26",,,,,"0","19189903",,
"463","0439101B","자연과환경 34R","KOSDAQ","신주인수권증서","보통주","2021/12/21","2021/12/28",,,,,"0","19479628",,
"464","03286013","자원 44R","KOSDAQ","신주인수권증서","보통주","2013/09/02","2013/09/09",,,,,"0","18329815",,
"465","04684012","자유투어 11R","KOSDAQ","신주인수권증서","보통주","2012/08/17","2012/08/24",,,,,"0","21737137",,
"466","2892201B","자이언트스텝 11R","KOSDAQ","신주인수권증서","보통주","2021/11/24","2021/12/01",,,,,"0","1154837",,
"467","3174001B","자이에스앤디 3R","KOSPI","신주인수권증서","보통주","2021/04/09","2021/04/16",,,,,"0","9589512",,
"468","04963018","재영솔루텍 13R","KOSDAQ","신주인수권증서","보통주","2018/11/29","2018/12/06",,,,,"0","24990971",,
"469","1100201A","전진바이오팜 22R","KOSDAQ","신주인수권증서","보통주","2020/11/05","2020/11/12",,,,,"0","1245159",,
"470","2081401A","정다운 10R","KOSDAQ","신주인수권증서","보통주","2020/09/22","2020/09/29",,,,,"0","10796923",,
"471","0957001C","제넥신 149R","KOSDAQ","신주인수권증서","보통주","2022/12/15","2022/12/22",,,,,"0","5750084",,
"472","03310014","제룡전기14R","KOSDAQ","신주인수권증서","보통주","2014/10/07","2014/10/15",,,,,"0","3747079",,
"473","09669016","제이스테판 9R","KOSDAQ","신주인수권증서","보통주","2016/11/25","2016/12/02",,,,,"0","78594920",,
"474","13795015","제이씨케미칼 3R","KOSDAQ","신주인수권증서","보통주","2015/11/23","2015/11/30",,,,,"0","5701953",,
"475","3489501C","제이알글로벌리츠 4R","KOSPI","신주인수권증서","보통주","2022/06/28","2022/07/05",,,,,"0","31766270",,
"476","12688016","제이엔케이히터 3R","KOSDAQ","신주인수권증서","보통주","2016/07/12","2016/07/19",,,,,"0","3498906",,
"477","0256201B","제이준코스메틱 92R","KOSPI","신주인수권증서","보통주","2021/07/08","2021/07/15",,,,,"0","18489671",,
"478","03642018","제이콘텐트리 25R","KOSDAQ","신주인수권증서","보통주","2018/08/22","2018/08/29",,,,,"0","29991028",,
"479","03642015","제이콘텐트리24R","KOSDAQ","신주인수권증서","보통주","2015/07/08","2015/07/15",,,,,"0","42994191",,
"480","05267015","제일바이오 5R","KOSDAQ","신주인수권증서","보통주","2015/08/13","2015/08/21",,,,,"0","5261714",,
"481","02344015","제일제강 9R","KOSDAQ","신주인수권증서","보통주","2015/07/14","2015/07/21",,,,,"0","7999350",,
"482","02344014","제일제강8R","KOSDAQ","신주인수권증서","보통주","2014/03/21","2014/03/28",,,,,"0","3831045",,
"483","00622018","제주은행 27R","KOSPI","신주인수권증서","보통주","2018/10/19","2018/10/26",,,,,"0","7997826",,
"484","0895901A","제주항공 13R","KOSPI","신주인수권증서","보통주","2020/07/22","2020/07/29",,,,,"0","9693746",,
"485","0895901B","제주항공 15R","KOSPI","신주인수권증서","보통주","2021/09/30","2021/10/08",,,,,"0","8976417",,
"486","0895901C","제주항공 16R","KOSPI","신주인수권증서","보통주","2022/10/18","2022/10/25",,,,,"0","21747204",,
"487","2290001D","젠큐릭스 25R","KOSDAQ","신주인수권증서","보통주","2023/03/28","2023/04/04",,,,,"0","6470246",,
"488","0184701B","조일알미늄 14R","KOSPI","신주인수권증서","보통주","2021/11/24","2021/12/01",,,,,"0","15973988",,
"489","0333401A","좋은사람들 8R","KOSDAQ","신주인수권증서","보통주","2020/01/15","2020/03/13",,,,,"0","19987519",,
"490","03693012","주성엔지니어링 52R","KOSDAQ","신주인수권증서","보통주","2012/12/03","2012/12/10",,,,,"0","6584532",,
"491","03693014","주성엔지니어링53R","KOSDAQ","신주인수권증서","보통주","2014/06/19","2014/06/26",,,,,"0","6982574",,
"492","04438017","주연테크 9R","KOSPI","신주인수권증서","보통주","2017/11/28","2017/12/05",,,,,"0","27996767",,
"493","07202018","중앙백신 4R","KOSDAQ","신주인수권증서","보통주","2018/06/26","2018/07/03",,,,,"0","880281",,
"494","11457015","지스마트글로벌 10R","KOSDAQ","신주인수권증서","보통주","2015/10/05","2015/10/13",,,,,"0","1495049",,
"495","00125016","지에스글로벌 43R","KOSPI","신주인수권증서","보통주","2016/05/17","2016/05/24",,,,,"0","53997319",,
"496","20484019","지엘팜텍 11R","KOSDAQ","신주인수권증서","보통주","2019/12/24","2020/01/03",,,,,"0","8894354",,
"497","01829016","지엠피 18R","KOSDAQ","신주인수권증서","보통주","2016/07/29","2016/08/05",,,,,"0","13838775",,
"498","01058016","지코 11R","KOSPI","신주인수권증서","보통주","2016/10/07","2016/10/14",,,,,"0","11197886",,
"499","03689012","진성티이씨 7R","KOSDAQ","신주인수권증서","보통주","2012/06/22","2012/06/29",,,,,"0","1998798",,
"500","00378013","진양산업 32R","KOSPI","신주인수권증서","보통주","2013/04/22","2013/04/29",,,,,"0","2999503",,
"501","0516301C","진양화학 6R","KOSPI","신주인수권증서","보통주","2022/07/21","2022/07/28",,,,,"0","3797973",,
"502","2724501A","진에어 4R","KOSPI","신주인수권증서","보통주","2020/10/08","2020/10/16",,,,,"0","11988571",,
"503","2724501B","진에어 5R","KOSPI","신주인수권증서","보통주","2021/10/18","2021/10/25",,,,,"0","5735939",,
"504","01100017","진원생명과학 33R","KOSPI","신주인수권증서","보통주","2017/10/25","2017/11/01",,,,,"0","4979352",,
"505","01100019","진원생명과학 36R","KOSPI","신주인수권증서","보통주","2019/12/30","2020/01/08",,,,,"0","10991926",,
"506","0110001A","진원생명과학 39R","KOSPI","신주인수권증서","보통주","2020/06/08","2020/06/15",,,,,"0","11472430",,
"507","0110001B","진원생명과학 49R","KOSPI","신주인수권증서","보통주","2021/10/28","2021/11/04",,,,,"0","5679322",,
"508","01100014","진원생명과학18R","KOSPI","신주인수권증서","보통주","2014/09/22","2014/09/29",,,,,"0","18810245",,
"509","HKG04487","차이나하오란 5R","KOSDAQ","신주인수권증서","보통주","2017/07/24","2017/07/31",,,,,"0","39996979",,
"510","HKG04024","차이나하오란3R","KOSDAQ","신주인수권증서","보통주","2014/09/25","2014/10/02",,,,,"0","13999238",,
"511","0663601B","체리부로 6R","KOSDAQ","신주인수권증서","보통주","2021/08/23","2021/08/30",,,,,"0","18996045",,
"512","03325015","체시스 7R","KOSPI","신주인수권증서","보통주","2015/11/11","2015/11/18",,,,,"0","5926037",,
"513","0332501A","체시스 8R","KOSPI","신주인수권증서","보통주","2020/12/24","2021/01/05",,,,,"0","6394151",,
"514","0478201A","초록뱀 43R","KOSDAQ","신주인수권증서","보통주","2020/07/17","2020/07/24",,,,,"0","35566025",,
"515","01692017","카스 17R","KOSDAQ","신주인수권증서","보통주","2017/09/26","2017/10/11",,,,,"0","4768794",,
"516","2846201C","카이노스메드 42R","KOSDAQ","신주인수권증서","보통주","2022/08/12","2022/08/22",,,,,"0","5594048",,
"517","07834015","컴투스 12R","KOSDAQ","신주인수권증서","보통주","2015/07/15","2015/07/22",,,,,"0","1595895",,
"518","00854010","케이비물산31R","KOSPI","신주인수권증서","보통주","2011/03/28","2011/04/04",,,,,"0","12496221",,
"519","1196501C","케이씨코트렐 8R","KOSPI","신주인수권증서","보통주","2022/12/02","2022/12/09",,,,,"0","16475538",,
"520","02588016","케이씨피드 8R","KOSDAQ","신주인수권증서","보통주","2016/07/07","2016/07/14",,,,,"0","3166820",,
"521","00746012","케이아이씨 13R","KOSPI","신주인수권증서","보통주","2012/05/10","2012/05/17",,,,,"0","12996320",,
"522","1053301A","케이엔더블유 6R","KOSDAQ","신주인수권증서","보통주","2020/08/25","2020/09/01",,,,,"0","4599344",,
"523","03250018","케이엠더블유 4R","KOSDAQ","신주인수권증서","보통주","2018/11/21","2018/11/28",,,,,"0","2163006",,
"524","2254301A","케이엠제약 6R","KOSDAQ","신주인수권증서","보통주","2020/11/04","2020/11/11",,,,,"0","6493195",,
"525","10907016","케이지피20R","KOSPI","신주인수권증서","보통주","2016/10/19","2016/10/26",,,,,"0","27996650",,
"526","09486013","코닉글로리 12R","KOSDAQ","신주인수권증서","보통주","2013/03/07","2013/03/14",,,,,"0","6478533",,
"527","09486014","코닉글로리14R","KOSDAQ","신주인수권증서","보통주","2014/07/17","2014/07/24",,,,,"0","15198313",,
"528","3571201C","코람코에너지리츠 3R","KOSPI","신주인수권증서","보통주","2022/04/01","2022/04/08",,,,,"0","18910367",,
"529","07865016","코렌 12R","KOSDAQ","신주인수권증서","보통주","2016/10/21","2016/10/28",,,,,"0","2997382",,
"530","0786501A","코렌 17R","KOSDAQ","신주인수권증서","보통주","2020/10/14","2020/10/21",,,,,"0","24295626",,
"531","00781013","코리아써키트 18R","KOSPI","신주인수권증서","보통주","2013/05/10","2013/05/20",,,,,"0","4684750",,
"532","19282016","코스맥스 2R","KOSPI","신주인수권증서","보통주","2016/11/29","2016/12/06",,,,,"0","832068",,
"533","1928201B","코스맥스3R","KOSPI","신주인수권증서","보통주","2021/06/03","2021/06/10",,,,,"0","1026715",,
"534","00507019","코스모신소재 35R","KOSPI","신주인수권증서","보통주","2019/10/07","2019/10/15",,,,,"0","7590502",,
"535","00542019","코스모화학 27R","KOSPI","신주인수권증서","보통주","2019/11/18","2019/11/25",,,,,"0","7988771",,
"536","0054201C","코스모화학 29R","KOSPI","신주인수권증서","보통주","2022/05/25","2022/06/02",,,,,"0","2694852",,
"537","04887012","코아로직14R","KOSDAQ","신주인수권증서","보통주","2012/09/19","2012/09/26",,,,,"0","4998862",,
"538","0030701C","코오롱글로벌 42PR","KOSPI","신주인수권증서","보통주","2022/11/16","2022/11/23",,,,,"0","715102",,
"539","10294016","코오롱생명과학 11R","KOSDAQ","신주인수권증서","보통주","2016/05/20","2016/05/27",,,,,"0","865134",,
"540","13849016","코오롱플라스틱 3R","KOSPI","신주인수권증서","보통주","2016/05/24","2016/05/31",,,,,"0","7197542",,
"541","1218501C","코이즈 13R","KOSDAQ","신주인수권증서","보통주","2022/05/06","2022/05/13",,,,,"0","2990469",,
"542","1218502C","코이즈 14R","KOSDAQ","신주인수권증서","보통주","2022/12/02","2022/12/09",,,,,"0","10990122",,
"543","12185019","코이즈 9R","KOSDAQ","신주인수권증서","보통주","2019/07/18","2019/07/25",,,,,"0","3499088",,
"544","05233015","코텍 12R","KOSDAQ","신주인수권증서","보통주","2015/10/08","2015/10/16",,,,,"0","2592948",,
"545","03182018","콤텍시스템 6R","KOSPI","신주인수권증서","보통주","2018/02/22","2018/03/02",,,,,"0","12796294",,
"546","03182019","콤텍시스템 7R","KOSPI","신주인수권증서","보통주","2019/09/23","2019/09/30",,,,,"0","15994447",,
"547","0318201B","콤텍시스템 8R","KOSPI","신주인수권증서","보통주","2021/07/28","2021/08/04",,,,,"0","42549778",,
"548","06028018","큐렉소 14R","KOSDAQ","신주인수권증서","보통주","2018/01/30","2018/02/06",,,,,"0","4432858",,
"549","04035013","큐로컴 34R","KOSDAQ","신주인수권증서","보통주","2013/08/16","2013/08/23",,,,,"0","9892152",,
"550","04359018","크로바하이텍 7R","KOSDAQ","신주인수권증서","보통주","2018/08/23","2018/08/30",,,,,"0","10297250",,
"551","11412017","크루셜텍 13R","KOSDAQ","신주인수권증서","보통주","2017/05/17","2017/05/24",,,,,"0","10489793",,
"552","11412027","크루셜텍 15R","KOSDAQ","신주인수권증서","보통주","2017/12/15","2017/12/22",,,,,"0","32989509",,
"553","11412018","크루셜텍 17R","KOSDAQ","신주인수권증서","보통주","2018/11/23","2018/11/30",,,,,"0","19987400",,
"554","08379018","크리스탈 46R","KOSDAQ","신주인수권증서","보통주","2018/06/07","2018/06/15",,,,,"0","2556129",,
"555","06713010","클루넷 35R","KOSDAQ","신주인수권증서","보통주","2010/12/14","2010/12/21",,,,,"0","12996526",,
"556","07252015","태양기전 4R","KOSDAQ","신주인수권증서","보통주","2015/11/23","2015/11/30",,,,,"0","12498997",,
"557","00798013","태평양물산 12R","KOSPI","신주인수권증서","보통주","2013/10/18","2013/10/28",,,,,"0","6317257",,
"558","09561016","테스 9R","KOSDAQ","신주인수권증서","보통주","2016/03/21","2016/03/28",,,,,"0","1571690",,
"559","2144201B","토니모리 5R","KOSPI","신주인수권증서","보통주","2021/12/01","2021/12/08",,,,,"0","5494625",,
"560","02615018","특수건설 7R","KOSDAQ","신주인수권증서","보통주","2018/09/21","2018/10/04",,,,,"0","4997548",,
"561","0261501B","특수건설9R","KOSDAQ","신주인수권증서","보통주","2021/07/23","2021/07/30",,,,,"0","1481575",,
"562","0918101A","티웨이항공 19R","KOSPI","신주인수권증서","보통주","2020/07/10","2020/07/17",,,,,"0","19989966",,
"563","0918102A","티웨이항공 19R","KOSPI","신주인수권증서","보통주","2020/10/21","2020/10/28",,,,,"0","35989141",,
"564","0918101C","티웨이항공 22R","KOSPI","신주인수권증서","보통주","2022/04/01","2022/04/08",,,,,"0","39965118",,
"565","0048701B","티웨이홀딩스 52R","KOSPI","신주인수권증서","보통주","2021/12/03","2021/12/10",,,,,"0","31993053",,
"566","04320016","파루 23R","KOSDAQ","신주인수권증서","보통주","2016/05/17","2016/05/24",,,,,"0","9992512",,
"567","04320014","파루20R","KOSDAQ","신주인수권증서","보통주","2014/06/18","2014/06/25",,,,,"0","5493794",,
"568","2083401B","파멥신 18R","KOSDAQ","신주인수권증서","보통주","2021/07/23","2021/07/30",,,,,"0","6287667",,
"569","00569012","파미셀 27R","KOSPI","신주인수권증서","보통주","2012/05/31","2012/06/08",,,,,"0","7393982",,
"570","04912013","파인디앤씨 14R","KOSDAQ","신주인수권증서","보통주","2013/08/01","2013/08/08",,,,,"0","5848083",,
"571","10624013","파인테크닉스 4R","KOSDAQ","신주인수권증서","보통주","2013/04/22","2013/04/29",,,,,"0","5498207",,
"572","13176016","파인텍 10R","KOSDAQ","신주인수권증서","보통주","2016/12/16","2016/12/23",,,,,"0","2497796",,
"573","13176019","파인텍 13R","KOSDAQ","신주인수권증서","보통주","2019/04/15","2019/04/22",,,,,"0","32995862",,
"574","02804014","파캔OPC22R","KOSDAQ","신주인수권증서","보통주","2014/10/22","2014/10/29",,,,,"0","16998225",,
"575","19451015","파티게임즈 8R","KOSDAQ","신주인수권증서","보통주","2015/10/12","2015/10/19",,,,,"0","997404",,
"576","0328001B","판타지오 39R","KOSDAQ","신주인수권증서","보통주","2021/05/20","2021/05/27",,,,,"0","249991674",,
"577","05430017","팬스타엔터프라이즈 25R","KOSDAQ","신주인수권증서","보통주","2017/11/03","2017/11/10",,,,,"0","13598302",,
"578","00102016","페이퍼코리아 35R","KOSPI","신주인수권증서","보통주","2016/10/13","2016/10/20",,,,,"0","48793225",,
"579","00102017","페이퍼코리아 38R","KOSPI","신주인수권증서","보통주","2017/11/22","2017/11/29",,,,,"0","17592686",,
"580","0870101A","펩트론 18R","KOSDAQ","신주인수권증서","보통주","2020/12/02","2020/12/09",,,,,"0","5019777",,
"581","09008019","평화산업 5R","KOSPI","신주인수권증서","보통주","2019/07/16","2019/07/23",,,,,"0","18700000",,
"582","0166701A","포비스티앤씨 22R","KOSDAQ","신주인수권증서","보통주","2020/06/23","2020/06/30",,,,,"0","43295737",,
"583","0036701A","포스코케미칼 6R","KOSPI","신주인수권증서","보통주","2020/12/28","2021/01/06",,,,,"0","14489286",,
"584","05131014","포스코플랜텍14R","KOSPI","신주인수권증서","보통주","2014/02/19","2014/02/26",,,,,"0","15148730",,
"585","2341001C","폴라리스세원 9R","KOSDAQ","신주인수권증서","보통주","2022/06/28","2022/07/05",,,,,"0","9976559",,
"586","2201001A","퓨쳐켐 18R","KOSDAQ","신주인수권증서","보통주","2020/07/10","2020/07/17",,,,,"0","3798131",,
"587","2201001C","퓨쳐켐 21R","KOSDAQ","신주인수권증서","보통주","2022/09/23","2022/09/30",,,,,"0","3305012",,
"588","05138013","피씨디렉트 3R","KOSDAQ","신주인수권증서","보통주","2013/09/09","2013/09/14",,,,,"0","2216781",,
"589","0578801B","피에이치씨 33R","KOSDAQ","신주인수권증서","보통주","2021/08/19","2021/08/26",,,,,"0","37972697",,
"590","0331801B","필룩스 34R","KOSPI","신주인수권증서","보통주","2021/02/24","2021/03/04",,,,,"0","36056974",,
"591","0673101B","하나마이크론 12R","KOSDAQ","신주인수권증서","보통주","2021/11/23","2021/11/30",,,,,"0","7988039",,
"592","0391301C","하나투어 14R","KOSPI","신주인수권증서","보통주","2022/06/02","2022/06/10",,,,,"0","1643446",,
"593","13648017","하림 2R","KOSDAQ","신주인수권증서","보통주","2017/11/17","2017/11/24",,,,,"0","32992345",,
"594","3528201B","하이브 8R","KOSPI","신주인수권증서","보통주","2021/05/06","2021/05/13",,,,,"0","2188181",,
"595","06698013","하이쎌31R","KOSDAQ","신주인수권증서","보통주","2013/10/16","2013/10/23",,,,,"0","10194172",,
"596","06698014","하이쎌35R","KOSDAQ","신주인수권증서","보통주","2014/11/11","2014/11/18",,,,,"0","24943436",,
"597","03646023","한국가스공사2R","KOSPI","신주인수권증서","보통주","2013/10/01","2013/10/11",,,,,"0","12061404",,
"598","2568401C","한국비엔씨 16R","KOSDAQ","신주인수권증서","보통주","2022/02/17","2022/02/24",,,,,"0","12940696",,
"599","0807201A","한국유니온제약 5R","KOSDAQ","신주인수권증서","보통주","2020/08/20","2020/08/27",,,,,"0","1993056",,
"600","05330016","한국정보인증 3R","KOSDAQ","신주인수권증서","보통주","2016/12/05","2016/12/12",,,,,"0","3898575",,
"601","02376019","한국캐피탈 12R","KOSDAQ","신주인수권증서","보통주","2019/10/23","2019/10/30",,,,,"0","147396962",,
"602","02165017","한국큐빅 5R","KOSDAQ","신주인수권증서","보통주","2017/11/27","2017/12/04",,,,,"0","4698521",,
"603","00239014","한독 20R","KOSPI","신주인수권증서","보통주","2014/04/07","2014/04/14",,,,,"0","1062987",,
"604","12894013","한미약품5R","KOSPI","신주인수권증서","보통주","2014/01/13","2014/01/20",,,,,"0","795287",,
"605","03795012","한성엘컴텍 7R","KOSDAQ","신주인수권증서","보통주","2012/01/19","2012/01/28",,,,,"0","10221767",,
"606","00918018","한솔로지스틱스 16R","KOSPI","신주인수권증서","보통주","2018/10/17","2018/10/24",,,,,"0","8794338",,
"607","09966015","한솔신텍 11R","KOSDAQ","신주인수권증서","보통주","2015/08/25","2015/09/01",,,,,"0","15497558",,
"608","09966016","한솔신텍 12R","KOSDAQ","신주인수권증서","보통주","2016/08/05","2016/08/12",,,,,"0","12916535",,
"609","09966014","한솔신텍9R","KOSDAQ","신주인수권증서","보통주","2014/09/24","2014/10/01",,,,,"0","10969482",,
"610","21350016","한솔제지 2R","KOSPI","신주인수권증서","보통주","2016/07/12","2016/07/19",,,,,"0","2876894",,
"611","00471011","한솔테크닉스 33R","KOSPI","신주인수권증서","보통주","2012/01/03","2012/01/10",,,,,"0","2973292",,
"612","00471013","한솔테크닉스 34R","KOSPI","신주인수권증서","보통주","2013/01/02","2013/01/09",,,,,"0","4507800",,
"613","00471019","한솔테크닉스 37R","KOSPI","신주인수권증서","보통주","2019/06/13","2019/06/20",,,,,"0","7992165",,
"614","00471014","한솔테크닉스35R","KOSPI","신주인수권증서","보통주","2014/10/13","2014/10/20",,,,,"0","4685281",,
"615","02474018","한일단조 9R","KOSDAQ","신주인수권증서","보통주","2018/02/02","2018/02/09",,,,,"0","11997052",,
"616","00586016","한일사료 9R","KOSDAQ","신주인수권증서","보통주","2016/11/15","2016/11/22",,,,,"0","7469927",,
"617","12384018","한일진공 15R","KOSDAQ","신주인수권증서","보통주","2018/02/05","2018/02/12",,,,,"0","14993593",,
"618","0023201A","한진 25R","KOSPI","신주인수권증서","보통주","2020/10/13","2020/10/20",,,,,"0","2373576",,
"619","09723014","한진중공업 5R","KOSPI","신주인수권증서","보통주","2014/07/22","2014/07/29",,,,,"0","26384370",,
"620","09723013","한진중공업4R","KOSPI","신주인수권증서","보통주","2013/02/26","2013/03/06",,,,,"0","16783635",,
"621","18064016","한진칼5R","KOSPI","신주인수권증서","보통주","2016/05/19","2016/05/26",,,,,"0","6377356",,
"622","11793010","한진해운 2R","KOSPI","신주인수권증서","보통주","2010/06/04","2010/06/11",,,,,"0","10219160",,
"623","0051101A","한창 45R","KOSPI","신주인수권증서","보통주","2020/08/28","2020/09/04",,,,,"0","31989870",,
"624","0026801C","한탑 8R","KOSDAQ","신주인수권증서","보통주","2022/04/21","2022/04/28",,,,,"0","6497161",,
"625","0098301B","한화솔루션 47R","KOSPI","신주인수권증서","보통주","2021/02/05","2021/02/16",,,,,"0","24997966",,
"626","0098301C","한화솔루션 48PR","KOSPI","신주인수권증서","보통주","2022/12/22","2022/12/29",,,,,"0","1558868",,
"627","2722101B","한화시스템 3R","KOSPI","신주인수권증서","보통주","2021/05/13","2021/05/21",,,,,"0","62911259",,
"628","00353016","한화투자증권 23R","KOSPI","신주인수권증서","보통주","2016/08/30","2016/09/06",,,,,"0","71258999",,
"629","02585015","한화화인케미칼 11R","KOSPI","신주인수권증서","보통주","2015/10/08","2015/10/16",,,,,"0","3244810",,
"630","07661019","해성옵틱스 4R","KOSDAQ","신주인수권증서","보통주","2019/03/11","2019/03/18",,,,,"0","11669856",,
"631","0766101B","해성옵틱스 9R","KOSDAQ","신주인수권증서","보통주","2021/06/25","2021/07/02",,,,,"0","39996011",,
"632","08499019","헬릭스미스 31R","KOSDAQ","신주인수권증서","보통주","2019/07/18","2019/07/25",,,,,"0","1053022",,
"633","0849901A","헬릭스미스 35R","KOSDAQ","신주인수권증서","보통주","2020/12/03","2020/12/10",,,,,"0","7471356",,
"634","0007201B","현대건설 68PR","KOSPI","신주인수권증서","보통주","2021/10/01","2021/10/12",,,,,"0","1832367",,
"635","26727017","현대건설기계 2R","KOSPI","신주인수권증서","보통주","2017/10/20","2017/10/27",,,,,"0","1083351",,
"636","0426701B","현대두산인프라코어 36R","KOSPI","신주인수권증서","보통주","2021/11/24","2021/12/01",,,,,"0","92025792",,
"637","01120012","현대상선 13R","KOSPI","신주인수권증서","보통주","2012/11/26","2012/12/03",,,,,"0","8792108",,
