번호,종목코드,종목명,시장구분,증권구분,주식종류,상장일,폐지일,폐지사유,정리매매기간_시작일,정리매매기간_종료일,업종,액면가,상장주식수,이전상장후_종목코드,이전상장후_종목명
"218","01636017","삼성증권 29R","KOSPI","신주인수권증서","보통주","2017/02/17","2017/02/24",,,,,"0","10256552",,
"219","08266016","삼우엠스 13R","KOSDAQ","신주인수권증서","보통주","2016/10/12","2016/10/19",,,,,"0","8498642",,
"220","08266017","삼우엠스 14R","KOSDAQ","신주인수권증서","보통주","2017/07/13","2017/07/20",,,,,"0","19998409",,
"221","00052018","삼일제약 17R","KOSPI","신주인수권증서","보통주","2018/06/26","2018/07/03",,,,,"0","795385",,
"222","05409011","삼진엘앤디5R","KOSDAQ","신주인수권증서","보통주","2011/11/17","2011/11/24",,,,,"0","6498970",,
"223","05409014","삼진엘앤디9R","KOSDAQ","신주인수권증서","보통주","2014/10/06","2014/10/14",,,,,"0","2496979",,
"224","01123017","삼화전자공업 11R","KOSPI","신주인수권증서","보통주","2017/12/26","2018/01/04",,,,,"0","4557086",,
"225","02758016","상보 12R","KOSDAQ","신주인수권증서","보통주","2016/06/27","2016/07/04",,,,,"0","5496901",,
"226","02758019","상보 14R","KOSDAQ","신주인수권증서","보통주","2019/07/22","2019/07/29",,,,,"0","14992905",,
"227","09158018","상신이디피 11R","KOSDAQ","신주인수권증서","보통주","2018/06/08","2018/06/18",,,,,"0","1230357",,
"228","00673017","서부T&D 15R","KOSDAQ","신주인수권증서","보통주","2017/09/29","2017/10/16",,,,,"0","3430877",,
"229","02105016","서원 10R","KOSPI","신주인수권증서","보통주","2016/05/13","2016/05/20",,,,,"0","17699523",,
"230","17832018","서진시스템 8R","KOSDAQ","신주인수권증서","보통주","2018/07/06","2018/07/13",,,,,"0","2658898",,
"231","03589011","서희건설 19R","KOSDAQ","신주인수권증서","보통주","2011/12/07","2011/12/14",,,,,"0","22208652",,
"232","03589012","서희건설 20R","KOSDAQ","신주인수권증서","보통주","2012/06/11","2012/06/18",,,,,"0","29568530",,
"233","13649017","선진 3R","KOSPI","신주인수권증서","보통주","2017/10/24","2017/10/31",,,,,"0","7498814",,
"234","01575018","성우하이텍 11R","KOSDAQ","신주인수권증서","보통주","2018/05/30","2018/06/07",,,,,"0","19994937",,
"235","00018015","성창기업지주 10R","KOSPI","신주인수권증서","보통주","2015/11/26","2015/12/03",,,,,"0","958446",,
"236","0024201C","세기상사 10R","KOSPI","신주인수권증서","보통주","2022/07/12","2022/07/19",,,,,"0","1016176",,
"237","05306017","세동 3R","KOSDAQ","신주인수권증서","보통주","2017/02/20","2017/02/27",,,,,"0","6198773",,
"238","0530601B","세동 9R","KOSDAQ","신주인수권증서","보통주","2021/06/21","2021/06/28",,,,,"0","4798055",,
"239","09109015","세원셀론텍 7R","KOSPI","신주인수권증서","보통주","2015/10/21","2015/10/28",,,,,"0","9593972",,
"240","03663016","세종텔레콤 30R","KOSDAQ","신주인수권증서","보통주","2016/03/09","2016/03/16",,,,,"0","99983035",,
"241","03663017","세종텔레콤 31R","KOSDAQ","신주인수권증서","보통주","2017/07/18","2017/07/25",,,,,"0","284977517",,
"242","08044012","세진전자 11R","KOSDAQ","신주인수권증서","보통주","2012/06/13","2012/06/20",,,,,"0","3598835",,
"243","02797012","세하 28R","KOSPI","신주인수권증서","보통주","2012/02/28","2012/03/07",,,,,"0","8791290",,
"244","0279701A","세하 35R","KOSPI","신주인수권증서","보통주","2020/07/08","2020/07/15",,,,,"0","22397927",,
"245","1452101A","세화아이엠씨 13R","KOSPI","신주인수권증서","보통주","2020/10/20","2020/10/27",,,,,"0","69995776",,
"246","03268014","소프트센30R","KOSDAQ","신주인수권증서","보통주","2014/07/10","2014/07/17",,,,,"0","8476511",,
"247","06691019","손오공 10R","KOSDAQ","신주인수권증서","보통주","2019/08/16","2019/08/23",,,,,"0","4991293",,
"248","04310012","솔고바이오 12R","KOSDAQ","신주인수권증서","보통주","2013/01/03","2013/01/10",,,,,"0","7992493",,
"249","04310015","솔고바이오 14R","KOSDAQ","신주인수권증서","보통주","2015/08/17","2015/08/24",,,,,"0","17991793",,
"250","04310016","솔고바이오 16R","KOSDAQ","신주인수권증서","보통주","2016/12/15","2016/12/22",,,,,"0","32988472",,
"251","3363701C","솔루스첨단소재 12R","KOSPI","신주인수권증서","보통주","2022/04/21","2022/04/28",,,,,"0","4481002",,
"252","3363702C","솔루스첨단소재 13PR","KOSPI","신주인수권증서","보통주","2022/04/21","2022/04/28",,,,,"0","1086069",,
"253","08722016","스틸플라워 7R","KOSDAQ","신주인수권증서","보통주","2016/10/21","2016/10/28",,,,,"0","29994012",,
"254","08722015","스틸플라워4R","KOSDAQ","신주인수권증서","보통주","2015/03/30","2015/04/06",,,,,"0","5598657",,
"255","11161011","승화명품건설 4R","KOSDAQ","신주인수권증서","보통주","2011/11/21","2011/11/28",,,,,"0","3999280",,
"256","01193012","신성솔라에너지 26R","KOSPI","신주인수권증서","보통주","2012/11/27","2012/12/04",,,,,"0","16637538",,
"257","01193016","신성솔라에너지 30R","KOSPI","신주인수권증서","보통주","2016/04/20","2016/04/27",,,,,"0","19989808",,
"258","08683015","신양 5R","KOSDAQ","신주인수권증서","보통주","2015/06/23","2015/06/30",,,,,"0","12998268",,
"259","08683014","신양4R","KOSDAQ","신주인수권증서","보통주","2014/09/01","2014/09/11",,,,,"0","12688638",,
"260","00270014","신일산업26R","KOSPI","신주인수권증서","보통주","2014/10/24","2014/10/31",,,,,"0","11994746",,
"261","09966013","신텍 6R","KOSDAQ","신주인수권증서","보통주","2013/02/05","2013/02/13",,,,,"0","3215140",,
"262","29394018","신한알파리츠 4R","KOSPI","신주인수권증서","보통주","2019/01/07","2019/01/14",,,,,"0","9520745",,
"263","2939401A","신한알파리츠 5R","KOSPI","신주인수권증서","보통주","2020/04/29","2020/05/11",,,,,"0","4695165",,
"264","2939401C","신한알파리츠 6R","KOSPI","신주인수권증서","보통주","2022/03/23","2022/03/30",,,,,"0","21492382",,
"265","2939401D","신한알파리츠 7R","KOSPI","신주인수권증서","보통주","2023/04/05","2023/04/12",,,,,"0","14262161",,
"266","18727017","신화콘텍 5R","KOSDAQ","신주인수권증서","보통주","2017/06/02","2017/06/12",,,,,"0","1765662",,
"267","2228001A","심텍 5R","KOSDAQ","신주인수권증서","보통주","2020/04/07","2020/04/14",,,,,"0","7276494",,
"268","16098017","싸이맥스 5R","KOSDAQ","신주인수권증서","보통주","2017/09/26","2017/10/11",,,,,"0","1618419",,
"269","10228015","쌍방울 6R","KOSPI","신주인수권증서","보통주","2015/10/01","2015/10/08",,,,,"0","36991032",,
"270","1022801A","쌍방울 8R","KOSPI","신주인수권증서","보통주","2020/07/23","2020/07/30",,,,,"0","99982902",,
"271","00341016","쌍용양회공업 57R","KOSPI","신주인수권증서","보통주","2016/06/15","2016/06/22",,,,,"0","18235220",,
"272","0102801B","쌍용정보통신 7R","KOSDAQ","신주인수권증서","보통주","2021/07/08","2021/07/15",,,,,"0","18793358",,
"273","00477014","써니전자15R","KOSPI","신주인수권증서","보통주","2014/05/26","2014/06/02",,,,,"0","6991758",,
"274","20864019","썸에이지 8R","KOSDAQ","신주인수권증서","보통주","2019/06/18","2019/06/25",,,,,"0","21997423",,
"275","0508901B","쏠리드 17R","KOSDAQ","신주인수권증서","보통주","2021/06/01","2021/06/08",,,,,"0","7788290",,
"276","05089016","쏠리드 8R","KOSDAQ","신주인수권증서","보통주","2016/11/17","2016/11/24",,,,,"0","8996624",,
"277","09983014","씨그널정보통신5R","KOSDAQ","신주인수권증서","보통주","2014/07/07","2014/07/12",,,,,"0","18999124",,
"278","2970901C","씨에스베어링 4R","KOSDAQ","신주인수권증서","보통주","2022/05/23","2022/05/30",,,,,"0","3908548",,
"279","1126101B","씨에스윈드 3R","KOSPI","신주인수권증서","보통주","2021/01/12","2021/01/19",,,,,"0","3782444",,
"280","1154801B","씨유메디칼 22R","KOSDAQ","신주인수권증서","보통주","2021/07/14","2021/07/21",,,,,"0","14993029",,
"281","06059013","씨티씨바이오14R","KOSDAQ","신주인수권증서","보통주","2013/03/27","2013/04/03",,,,,"0","1546734",,
"282","07443021","아미노로직스 7R","KOSDAQ","신주인수권증서","보통주","2011/05/24","2011/05/31",,,,,"0","9000000",,
"283","09204017","아미코젠 10R","KOSDAQ","신주인수권증서","보통주","2017/07/11","2017/07/18",,,,,"0","476677",,
"284","0121701B","아센디오 105R","KOSPI","신주인수권증서","보통주","2021/10/19","2021/10/26",,,,,"0","16993067",,
"285","24672018","아스타 4R","KOSDAQ","신주인수권증서","보통주","2018/07/17","2018/07/24",,,,,"0","1997638",,
"286","06739019","아스트 18R","KOSDAQ","신주인수권증서","보통주","2019/05/07","2019/05/14",,,,,"0","7569814",,
"287","02056016","아시아나항공 6R","KOSPI","신주인수권증서","보통주","2016/10/18","2016/10/25",,,,,"0","33211612",,
"288","14316013","아이디스 2R","KOSDAQ","신주인수권증서","보통주","2013/03/13","2013/03/20",,,,,"0","465264",,
"289","09534015","아이에스시 8R","KOSDAQ","신주인수권증서","보통주","2015/08/18","2015/08/25",,,,,"0","997916",,
"290","03888026","아이에이 13R","KOSDAQ","신주인수권증서","보통주","2016/10/07","2016/10/14",,,,,"0","4045479",,
"291","10139016","아이엠 8R","KOSDAQ","신주인수권증서","보통주","2016/11/18","2016/11/25",,,,,"0","3756382",,
"292","10139018","아이엠 9R","KOSDAQ","신주인수권증서","보통주","2018/06/11","2018/06/19",,,,,"0","14994855",,
"293","11481017","아이원스 6R","KOSDAQ","신주인수권증서","보통주","2017/11/17","2017/11/24",,,,,"0","2918595",,
"294","1230101C","아이윈플러스 44R","KOSDAQ","신주인수권증서","보통주","2022/07/06","2022/07/13",,,,,"0","58997190",,
"295","1854901B","아이진 16R","KOSDAQ","신주인수권증서","보통주","2021/06/02","2021/06/09",,,,,"0","4186607",,
"296","1752501C","아이큐어 15R","KOSDAQ","신주인수권증서","보통주","2022/11/18","2022/11/25",,,,,"0","12310364",,
"297","12450017","아이티센 9R","KOSDAQ","신주인수권증서","보통주","2017/03/28","2017/04/04",,,,,"0","4734928",,
"298","01331018","아진산업 10R","KOSDAQ","신주인수권증서","보통주","2018/02/21","2018/02/28",,,,,"0","9165301",,
"299","05673013","아큐픽스14R","KOSDAQ","신주인수권증서","보통주","2013/12/12","2013/12/19",,,,,"0","6500000",,
"300","00154013","안국약품 7R","KOSDAQ","신주인수권증서","보통주","2013/11/06","2013/11/13",,,,,"0","938936",,
"301","06104015","알에프텍 6R","KOSDAQ","신주인수권증서","보통주","2015/03/27","2015/04/03",,,,,"0","1813909",,
"302","3478601C","알체라 7R","KOSDAQ","신주인수권증서","보통주","2022/10/13","2022/10/20",,,,,"0","3970887",,
"303","00684011","애경유화 2R","KOSPI","신주인수권증서","보통주","2011/10/24","2011/10/31",,,,,"0","2764218",,
"304","05279013","액토즈소프트 5R","KOSDAQ","신주인수권증서","보통주","2013/05/21","2013/05/28",,,,,"0","1898568",,
"305","09260019","앤씨앤 10R","KOSDAQ","신주인수권증서","보통주","2019/07/24","2019/07/31",,,,,"0","7495529",,
"306","06763013","에너지솔루션 15R","KOSDAQ","신주인수권증서","보통주","2013/07/29","2013/08/05",,,,,"0","6999213",,
"307","01999016","에너토크 4R","KOSDAQ","신주인수권증서","보통주","2016/06/02","2016/06/10",,,,,"0","1950100",,
"308","01109012","에넥스 11R","KOSPI","신주인수권증서","보통주","2013/01/02","2013/01/09",,,,,"0","16743988",,
"309","03529012","에듀박스15R","KOSDAQ","신주인수권증서","보통주","2012/10/23","2012/10/30",,,,,"0","15994942",,
"310","2174801C","에스디생명공학 16R","KOSDAQ","신주인수권증서","보통주","2022/09/22","2022/09/29",,,,,"0","18994817",,
"311","12189018","에스디시스템 3R","KOSDAQ","신주인수권증서","보통주","2018/02/20","2018/02/27",,,,,"0","2023382",,
"312","0959101B","에스에너지 12R","KOSDAQ","신주인수권증서","보통주","2021/07/06","2021/07/13",,,,,"0","4493036",,
"313","03133016","에스에이엠티 7R","KOSDAQ","신주인수권증서","보통주","2016/07/18","2016/07/25",,,,,"0","18996815",,
"314","08000010","에스엔유 19R","KOSDAQ","신주인수권증서","보통주","2010/07/19","2010/07/24",,,,,"0","1375491",,
"315","08000016","에스엔유 22R","KOSDAQ","신주인수권증서","보통주","2016/01/20","2016/01/27",,,,,"0","4562156",,
"316","04151012","에스엠 22R","KOSDAQ","신주인수권증서","보통주","2012/02/21","2012/02/28",,,,,"0","1589239",,
"317","1096101A","에스와이 11R","KOSDAQ","신주인수권증서","보통주","2020/09/22","2020/09/29",,,,,"0","9994716",,
"318","10961017","에스와이패널 4R","KOSDAQ","신주인수권증서","보통주","2017/01/20","2017/01/31",,,,,"0","3796504",,
"319","2343001B","에스트래픽 11R","KOSDAQ","신주인수권증서","보통주","2021/12/02","2021/12/09",,,,,"0","2789837",,
"320","2343001A","에스트래픽 9R","KOSDAQ","신주인수권증서","보통주","2020/10/23","2020/10/30",,,,,"0","5495374",,
"321","03944018","에스티아이 14R","KOSDAQ","신주인수권증서","보통주","2018/02/27","2018/03/07",,,,,"0","3080557",,
"322","05202014","에스티큐브 15R","KOSDAQ","신주인수권증서","보통주","2014/12/02","2014/12/09",,,,,"0","6998318",,
"323","0520201C","에스티큐브 27R","KOSDAQ","신주인수권증서","보통주","2022/04/26","2022/05/03",,,,,"0","11495335",,
"324","2886201A","에스퓨얼셀 3R","KOSDAQ","신주인수권증서","보통주","2020/12/02","2020/12/09",,,,,"0","787028",,
"325","2986901A","에어부산 4R","KOSPI","신주인수권증서","보통주","2020/11/06","2020/11/13",,,,,"0","23990552",,
"326","2986901B","에어부산 5R","KOSPI","신주인수권증서","보통주","2021/09/03","2021/09/10",,,,,"0","106235101",,
"327","2986901C","에어부산 7R","KOSPI","신주인수권증서","보통주","2022/08/31","2022/09/07",,,,,"0","49370012",,
"328","05463017","에이디칩스 19R","KOSDAQ","신주인수권증서","보통주","2017/10/20","2017/10/27",,,,,"0","11996748",,
"329","05463019","에이디칩스 21R","KOSDAQ","신주인수권증서","보통주","2019/10/21","2019/10/28",,,,,"0","16991281",,
"330","0546301B","에이디칩스 26R","KOSDAQ","신주인수권증서","보통주","2021/07/22","2021/07/29",,,,,"0","26685760",,
"331","2007101A","에이디테크놀로지 16R","KOSDAQ","신주인수권증서","보통주","2020/06/22","2020/06/29",,,,,"0","3194320",,
"332","07852017","에이블씨엔씨 19R","KOSPI","신주인수권증서","보통주","2017/12/06","2017/12/13",,,,,"0","6497721",,
"333","07193010","에이스하이텍 27R","KOSDAQ","신주인수권증서","보통주","2010/12/07","2010/12/14",,,,,"0","8998834",,
"334","01526012","에이엔피 31R","KOSPI","신주인수권증서","보통주","2012/04/20","2012/04/27",,,,,"0","9199605",,
"335","01526018","에이엔피 33R","KOSPI","신주인수권증서","보통주","2018/01/25","2018/02/01",,,,,"0","27275030",,
"336","0283001A","에이치엘비 78R","KOSDAQ","신주인수권증서","보통주","2020/05/11","2020/05/18",,,,,"0","4249738",,
"337","0283001C","에이치엘비 86R","KOSDAQ","신주인수권증서","보통주","2022/11/16","2022/11/23",,,,,"0","9499322",,
"338","06763018","에이치엘비생명과학 23R","KOSDAQ","신주인수권증서","보통주","2018/09/21","2018/10/04",,,,,"0","9019133",,
"339","02108014","에이티넘인베스트7R","KOSDAQ","신주인수권증서","보통주","2014/07/08","2014/07/15",,,,,"0","5997428",,
"340","0895301B","에이티세미콘 26R","KOSDAQ","신주인수권증서","보통주","2021/09/07","2021/09/14",,,,,"0","15992366",,
"341","07357015","에이티테크놀러지 10R","KOSDAQ","신주인수권증서","보통주","2015/08/31","2015/09/07",,,,,"0","7727694",,
"342","00306019","에이프로젠제약 87R","KOSPI","신주인수권증서","보통주","2019/07/08","2019/07/15",,,,,"0","106886967",,
"343","2302401A","에치에프알 7R","KOSDAQ","신주인수권증서","보통주","2020/12/02","2020/12/09",,,,,"0","795134",,
"344","0645101A","에코마이스터 16R","KOSDAQ","신주인수권증서","보통주","2020/06/19","2020/06/26",,,,,"0","12993787",,
"345","03887016","에코바이오홀딩스 25R","KOSDAQ","신주인수권증서","보통주","2016/06/30","2016/07/07",,,,,"0","1798077",,
"346","1285401C","에코캡 3R","KOSDAQ","신주인수권증서","보통주","2022/05/06","2022/05/13",,,,,"0","5594430",,
"347","08652016","에코프로 21R","KOSDAQ","신주인수권증서","보통주","2016/11/18","2016/11/25",,,,,"0","2094183",,
"348","2475401C","에코프로비엠 15R","KOSDAQ","신주인수권증서","보통주","2022/05/30","2022/06/08",,,,,"0","1247167",,
"349","0381101B","에코플라스틱 6R","KOSDAQ","신주인수권증서","보통주","2021/10/21","2021/10/28",,,,,"0","8483631",,
"350","06516017","에프티이앤이 17R","KOSDAQ","신주인수권증서","보통주","2017/10/31","2017/11/07",,,,,"0","13596940",,
"351","09840011","엔스퍼트 8R","KOSDAQ","신주인수권증서","보통주","2011/07/04","2011/07/09",,,,,"0","14199008",,
"352","1834902B","엔지켐생명과학 33R","KOSDAQ","신주인수권증서","보통주","2022/02/03","2022/02/10",,,,,"0","5285594",,
