회사명,거래소코드,회계년도,감사의견코드
주식회사이새에프앤씨,082140,2018/12,UQ
주식회사이새에프앤씨,082140,2019/12,UQ
주식회사이새에프앤씨,082140,2020/12,UQ
주식회사이새에프앤씨,082140,2021/12,UQ
주식회사이새에프앤씨,082140,2022/12,UQ
주식회사이성산업,056674,2012/12,UQ
주식회사이성산업,056674,2013/12,UQ
주식회사이세빈,094002,2019/12,NA
주식회사이세빈,094002,2020/12,UQ
주식회사이세빈,094002,2021/12,UQ
주식회사이세빈,094002,2022/12,UQ
주식회사이솔산업,085832,2017/12,NA
주식회사이솔산업,085832,2018/12,QS
주식회사이솔산업,085832,2019/12,UQ
주식회사이솔산업,085832,2020/12,UQ
주식회사이솔산업,085832,2021/12,UQ
주식회사이솔트,061937,2012/12,UQ
주식회사이수,086496,2017/12,NA
주식회사이수,086496,2018/12,UQ
주식회사이수,086496,2019/12,UQ
주식회사이수,086496,2020/12,UQ
주식회사이수,086496,2021/12,UQ
주식회사이수,086496,2022/12,UQ
주식회사이수시스템,075869,2016/12,UQ
주식회사이수시스템,075869,2017/12,UQ
주식회사이수시스템,075869,2018/12,UQ
주식회사이수시스템,075869,2019/12,UQ
주식회사이수시스템,075869,2020/12,UQ
주식회사이수시스템,075869,2021/12,UQ
주식회사이수시스템,075869,2022/12,UQ
주식회사이수씨엔피,064516,2012/12,QS
주식회사이수씨엔피,064516,2013/12,UQ
주식회사이수씨엔피,064516,2014/12,UQ
주식회사이수씨엔피,064516,2021/12,NA
주식회사이수씨엔피,064516,2022/12,QS
주식회사이수에이엠씨,093672,2019/12,NA
주식회사이수에이엠씨,093672,2020/12,UQ
주식회사이수에이엠씨,093672,2021/12,UQ
주식회사이수에이엠씨,093672,2022/12,UQ
주식회사이수유화,026431,2012/12,UQ
주식회사이수주택,090004,2018/12,NA
주식회사이수주택,090004,2019/12,QS
주식회사이스타홀딩스,076768,2017/12,NA
주식회사이스타홀딩스,076768,2018/12,UQ
주식회사이스턴밸리,104277,2021/12,NA
주식회사이스턴밸리,104277,2022/12,QS
주식회사이스턴테크,057020,2012/12,UQ
주식회사이스턴테크,057020,2013/12,UQ
주식회사이스턴테크,057020,2014/12,UQ
주식회사이스턴투자개발,093402,2019/12,NA
주식회사이스턴투자개발,093402,2020/12,UQ
주식회사이스턴투자개발,093402,2021/12,UQ
주식회사이스턴투자개발,093402,2022/12,UQ
주식회사이스턴펙,096508,2019/12,NA
주식회사이스턴펙,096508,2020/12,UQ
주식회사이스턴펙,096508,2021/12,UQ
주식회사이스트게임즈,074276,2015/12,UQ
주식회사이스트게임즈,074276,2020/12,UQ
주식회사이스트게임즈,074276,2021/12,UQ
주식회사이스트게임즈,074276,2022/12,UQ
주식회사이스트밸리티앤에스,049750,2012/12,UQ
주식회사이스트밸리티앤에스,049750,2013/12,UQ
주식회사이스트밸리티앤에스,049750,2014/12,UQ
주식회사이스트밸리티앤에스,049750,2015/12,UQ
주식회사이스트밸리티앤에스,049750,2016/12,UQ
주식회사이스트밸리티앤에스,049750,2017/12,UQ
주식회사이스트밸리티앤에스,049750,2018/12,UQ
주식회사이스트밸리티앤에스,049750,2019/12,UQ
주식회사이스트밸리티앤에스,049750,2020/12,UQ
주식회사이스트밸리티앤에스,049750,2021/12,UQ
주식회사이스트밸리티앤에스,049750,2022/12,UQ
주식회사이스트밸리티엔텍,089287,2018/12,NA
주식회사이스트밸리티엔텍,089287,2019/12,QS
주식회사이스트밸리티엔텍,089287,2020/12,UQ
주식회사이스트밸리티엔텍,089287,2021/12,UQ
주식회사이스트밸리티엔텍,089287,2022/12,UQ
주식회사이스트시큐리티,088722,2019/12,UQ
주식회사이스트시큐리티,088722,2020/12,UQ
주식회사이스트시큐리티,088722,2021/12,UQ
주식회사이스트시큐리티,088722,2022/12,UQ
주식회사이스트웨이브,096442,2019/12,NA
주식회사이스트웨이브,096442,2020/12,UQ
주식회사이스트웨이브,096442,2021/12,UQ
주식회사이스트웨이브,096442,2022/12,UQ
주식회사이스파이스,102884,2021/12,NA
주식회사이스파이스,102884,2022/12,QS
주식회사이시스템,094290,2019/12,NA
주식회사이시스템,094290,2020/12,UQ
주식회사이시스템,094290,2021/12,NA
주식회사이시스템,094290,2022/12,UQ
주식회사이시아폴리스,047863,2012/12,UQ
주식회사이시아폴리스,047863,2013/12,UQ
주식회사이시아폴리스,047863,2014/12,UQ
주식회사이시아폴리스,047863,2015/12,UQ
주식회사이시아폴리스,047863,2016/12,UQ
주식회사이시아폴리스,047863,2017/12,UQ
주식회사이시아폴리스,047863,2018/12,UQ
주식회사이시아폴리스,047863,2019/12,UQ
주식회사이시아홀딩스,089872,2018/12,NA
주식회사이시아홀딩스,089872,2019/12,DS
주식회사이시티,103881,2021/12,NA
주식회사이시티,103881,2022/12,UQ
주식회사이십일세기소프트,093426,2019/12,NA
주식회사이십일세기소프트,093426,2020/12,QS
주식회사이십일세기에너지,090952,2018/12,NA
주식회사이십일세기에너지,090952,2019/12,UQ
주식회사이십일세기에너지,090952,2020/12,UQ
주식회사이십일세기에너지,090952,2021/12,UQ
주식회사이십일세기에너지,090952,2022/12,UQ
주식회사이십일스토어,078765,2015/12,NA
주식회사이십일스토어,078765,2016/12,UQ
주식회사이아이라이팅,066071,2012/12,NA
주식회사이아이라이팅,066071,2013/12,QS
주식회사이아이라이팅,066071,2014/12,UQ
주식회사이아이라이팅,066071,2015/12,UQ
주식회사이아이라이팅,066071,2016/12,UQ
주식회사이아이라이팅,066071,2017/12,QS
주식회사이아이라이팅,066071,2018/12,QU
주식회사이안개발,085553,2017/12,NA
주식회사이안개발,085553,2018/12,QG
주식회사이안디벨로프,081820,2016/12,NA
주식회사이안디벨로프,081820,2017/12,UQ
주식회사이안디벨로프,081820,2018/12,UQ
주식회사이안디벨로프,081820,2019/12,UQ
주식회사이안디벨로프,081820,2020/12,UQ
주식회사이안디벨로프,081820,2021/12,UQ
주식회사이안디벨로프,081820,2022/12,UQ
주식회사이안빌딩,080383,2016/12,NA
주식회사이안빌딩,080383,2017/12,UQ
주식회사이안빌딩,080383,2018/12,UQ
주식회사이안빌딩,080383,2019/12,UQ
주식회사이안산업,070156,2013/12,NA
주식회사이안산업,070156,2014/12,UQ
주식회사이안산업,070156,2015/12,DS
주식회사이알,104343,2021/12,NA
주식회사이알,104343,2022/12,QS
주식회사이앤더블유글로벌(E&WGLOBAL),103124,2021/12,NA
주식회사이앤더블유글로벌(E&WGLOBAL),103124,2022/12,UQ
주식회사이앤씨,063293,2012/12,UQ
주식회사이앤씨,063293,2013/12,UQ
주식회사이앤씨,063293,2014/12,UQ
주식회사이앤씨,063293,2015/12,UQ
주식회사이앤씨,063293,2016/12,UQ
주식회사이앤씨,087451,2017/12,NA
주식회사이앤씨,063293,2017/12,UQ
주식회사이앤씨,063293,2018/12,UQ
주식회사이앤씨,087451,2018/12,QS
주식회사이앤씨,087451,2019/12,UQ
주식회사이앤씨,063293,2019/12,UQ
주식회사이앤씨,087451,2020/12,UQ
주식회사이앤씨,087451,2021/12,UQ
주식회사이앤씨,087451,2022/12,UQ
주식회사이앤씨파트너스,082125,2016/12,NA
주식회사이앤씨파트너스,082125,2017/12,UQ
주식회사이앤씨파트너스,082125,2018/12,UQ
주식회사이앤씨파트너스,082125,2019/12,UQ
주식회사이앤씨파트너스,082125,2020/12,UQ
주식회사이앤씨파트너스,082125,2021/12,UQ
주식회사이앤아이,082780,2016/12,NA
주식회사이앤아이,082780,2017/12,QS
주식회사이앤에스케어,094590,2019/12,NA
주식회사이앤에스케어,094590,2020/12,QS
주식회사이앤에스케어,094590,2021/12,UQ
주식회사이앤에스케어,094590,2022/12,UQ
주식회사이앤에스텍,099074,2020/12,NA
주식회사이앤에스텍,099074,2021/12,QS
주식회사이앤에스텍,099074,2022/12,UQ
주식회사이앤에스티,074358,2014/12,NA
주식회사이앤에스티,074358,2015/12,UQ
주식회사이앤에스티,074358,2019/12,NA
주식회사이앤에스티,074358,2020/12,UQ
주식회사이앤에스티,074358,2021/12,UQ
주식회사이앤에스티,074358,2022/12,UQ
주식회사이앤엠,083059,2016/12,NA
주식회사이앤엠,083059,2017/12,QS
주식회사이앤엠,083059,2018/12,UQ
주식회사이앤엠,083059,2019/12,UQ
주식회사이앤엠,083059,2020/12,UQ
주식회사이앤엠,083059,2021/12,UQ
주식회사이앤엠,083059,2022/12,UQ
주식회사이앤유,106112,2021/12,NA
주식회사이앤유,106112,2022/12,UQ
주식회사이앤이트레이딩,099735,2020/12,NA
주식회사이앤이트레이딩,099735,2021/12,QS
주식회사이앤이트레이딩,099735,2022/12,UQ
주식회사이앤코리아,080499,2016/12,NA
주식회사이앤코리아,080499,2017/12,UQ
주식회사이앤코리아,080499,2018/12,QU
주식회사이앤코리아,080499,2019/12,DU
주식회사이앤코리아,080499,2020/12,DU
주식회사이앤코리아,080499,2021/12,DU
주식회사이앤코리아,080499,2022/12,DU
주식회사이앤혜윰,097666,2020/12,NA
주식회사이앤혜윰,097666,2021/12,UQ
주식회사이앤혜윰,097666,2022/12,UQ
주식회사이앰(EM),100462,2020/12,NA
주식회사이앰(EM),100462,2021/12,UQ
주식회사이앰(EM),100462,2022/12,UQ
주식회사이얼싼중국문화원,038580,2012/12,DU
주식회사이에스글로벌,083140,2016/12,NA
주식회사이에스글로벌,083140,2017/12,UQ
주식회사이에스더블유,100631,2020/12,NA
주식회사이에스더블유,100631,2021/12,UQ
주식회사이에스더블유,100631,2022/12,UQ
주식회사이에스디코리아,040781,2012/12,UQ
주식회사이에스디코리아,040781,2013/12,UQ
주식회사이에스디코리아,040781,2014/12,UQ
주식회사이에스디코리아,040781,2015/12,UQ
주식회사이에스디코리아,040781,2016/12,UQ
주식회사이에스디코리아,040781,2017/12,UQ
주식회사이에스디코리아,040781,2018/12,UQ
주식회사이에스디코리아,040781,2019/12,UQ
주식회사이에스디코리아,040781,2020/12,UQ
주식회사이에스디코리아,040781,2021/12,UQ
주식회사이에스디코리아,040781,2022/12,UQ
주식회사이에스비오비,070986,2013/12,NA
주식회사이에스비오비,070986,2014/12,UQ
주식회사이에스비오비,070986,2015/12,UQ
주식회사이에스비오비,070986,2016/12,UQ
주식회사이에스비오비,070986,2017/12,UQ
주식회사이에스아이,057932,2012/12,UQ
주식회사이에스아이,057932,2013/12,UQ
주식회사이에스아이,057932,2014/12,UQ
주식회사이에스아이,057932,2015/12,UQ
주식회사이에스아이,057932,2016/12,UQ
주식회사이에스아이,057932,2017/12,UQ
주식회사이에스아이,057932,2018/12,UQ
주식회사이에스아이,057932,2019/12,UQ
주식회사이에스아이,057932,2020/12,UQ
주식회사이에스알씨,086647,2017/12,NA
주식회사이에스알씨,086647,2018/12,UQ
주식회사이에스알씨,086647,2019/12,UQ
주식회사이에스알씨,086647,2020/12,UQ
주식회사이에스알씨,086647,2021/12,UQ
주식회사이에스알씨,086647,2022/12,UQ
주식회사이에스알텍,087304,2017/12,NA
주식회사이에스알텍,087304,2018/12,UQ
주식회사이에스에스에스코,091943,2018/12,NA
주식회사이에스에스에스코,091943,2019/12,UQ
주식회사이에스에스에스코,091943,2020/12,UQ
주식회사이에스에스에스코,091943,2021/12,UQ
주식회사이에스에스에스코,091943,2022/12,UQ
주식회사이에스이,062070,2012/12,UQ
주식회사이에스이,062070,2013/12,UQ
주식회사이에스이,062070,2014/12,UQ
주식회사이에스이,062070,2015/12,UQ
주식회사이에스이,062070,2019/12,NA
주식회사이에스이,062070,2020/12,UQ
주식회사이에스이,062070,2021/12,UQ
주식회사이에스이,062070,2022/12,UQ
주식회사이에스지,080942,2016/12,NA
주식회사이에스지,080942,2017/12,UQ
주식회사이에스지,080942,2018/12,UQ
주식회사이에스티,040943,2012/12,UQ
주식회사이에스티,040943,2013/12,UQ
주식회사이에스티,040943,2014/12,UQ
주식회사이에스티,040943,2015/12,UQ
주식회사이에스티,080677,2016/12,NA
주식회사이에스티,040943,2016/12,UQ
주식회사이에스티,040943,2017/12,UQ
주식회사이에스티,080677,2017/12,UQ
주식회사이에스티,080677,2018/12,UQ
주식회사이에스티,040943,2018/12,UQ
주식회사이에스티,089803,2018/12,NA
주식회사이에스티,080677,2019/12,UQ
주식회사이에스티,040943,2019/12,UQ
주식회사이에스티,089803,2019/12,QS
주식회사이에스티,040943,2020/12,UQ
주식회사이에스티,089803,2020/12,UQ
주식회사이에스티,080677,2020/12,UQ
주식회사이에스티,080677,2021/12,UQ
주식회사이에스티,089803,2021/12,UQ
주식회사이에스티,040943,2021/12,UQ
주식회사이에스티,080677,2022/12,UQ
주식회사이에스티,040943,2022/12,UQ
주식회사이에스티,089803,2022/12,UQ
주식회사이에이쉬핑,069963,2013/12,NA
주식회사이에이쉬핑,069963,2014/12,UQ
주식회사이에이쉬핑,069963,2015/12,UQ
주식회사이에이쉬핑,069963,2016/12,UQ
주식회사이에이쉬핑,069963,2017/12,UQ
주식회사이에이쉬핑,069963,2018/12,QU
주식회사이에이쉬핑,069963,2019/12,QU
주식회사이에이쉬핑,069963,2020/12,UQ
주식회사이에이쉬핑,069963,2021/12,UQ
주식회사이에이치,066325,2012/12,NA
주식회사이에이치,066325,2013/12,UQ
주식회사이에이치,066325,2014/12,UQ
주식회사이에이치,066325,2015/12,UQ
주식회사이에이치,066325,2016/12,UQ
주식회사이에이치,066325,2017/12,UQ
주식회사이에이치,066325,2018/12,UQ
주식회사이에이치,066325,2019/12,UQ
주식회사이에이치,066325,2020/12,UQ
주식회사이에이치,066325,2021/12,UQ
주식회사이에이치,066325,2022/12,UQ
주식회사이에이티,095726,2019/12,NA
주식회사이에이티,095726,2020/12,DU
주식회사이에프엠네트웍스,062335,2012/12,UQ
주식회사이에프엠네트웍스,062335,2013/12,UQ
주식회사이에프엠네트웍스,062335,2014/12,UQ
주식회사이에프엠네트웍스,062335,2015/12,UQ
주식회사이에프엠네트웍스,062335,2016/12,UQ
주식회사이에프엠네트웍스,062335,2017/12,UQ
주식회사이에프엠네트웍스,062335,2018/12,UQ
주식회사이에프엠네트웍스,062335,2019/12,UQ
주식회사이에프엠네트웍스,062335,2020/12,UQ
주식회사이에프엠네트웍스,062335,2021/12,UQ
주식회사이에프엠네트웍스,062335,2022/12,UQ
주식회사이엔에프개발,086131,2017/12,NA
주식회사이엔에프개발,086131,2018/12,UQ
주식회사이엔워터솔루션,101858,2022/12,UQ
주식회사이엔인베스트먼트,090283,2018/12,NA
주식회사이엔인베스트먼트,090283,2019/12,UQ
주식회사이엔제이원,102933,2021/12,NA
주식회사이엔제이원,102933,2022/12,UQ
주식회사이엔케이,045947,2012/12,UQ
주식회사이엔케이,045947,2013/12,DU
주식회사이엔케이,045947,2014/12,UQ
주식회사이엔케이,045947,2015/12,UQ
주식회사이엔케이,045947,2016/12,UQ
주식회사이엔케이,045947,2017/12,UQ
주식회사이엔케이,045947,2018/12,UQ
주식회사이엔케이,045947,2019/12,UQ
주식회사이엔케이,045947,2020/12,UQ
주식회사이엔케이,045947,2021/12,UQ
주식회사이엔케이,045947,2022/12,UQ
주식회사이엔푸드,085637,2017/12,NA
주식회사이엔푸드,085637,2018/12,QS
주식회사이엔푸드,085637,2019/12,UQ
주식회사이엔푸드,085637,2020/12,UQ
주식회사이엔푸드,085637,2021/12,UQ
주식회사이엔푸드,085637,2022/12,UQ
주식회사이엔피게임즈,074095,2015/12,UQ
주식회사이엔피게임즈,074095,2016/12,UQ
주식회사이엔피게임즈,074095,2017/12,UQ
주식회사이엔피게임즈,074095,2018/12,UQ
주식회사이엔피게임즈,074095,2019/12,UQ
주식회사이엘라이즈,089058,2018/12,NA
주식회사이엘라이즈,089058,2019/12,UQ
주식회사이엘라이즈,089058,2020/12,UQ
주식회사이엘라이즈,089058,2021/12,UQ
주식회사이엘라이즈,089058,2022/12,UQ
주식회사이엘일렉트릭,097889,2020/12,NA
주식회사이엘일렉트릭,097889,2021/12,QS
주식회사이엘일렉트릭,097889,2022/12,UQ
주식회사이엠넥스,063791,2012/12,UQ
주식회사이엠넥스,063791,2013/12,UQ
주식회사이엠넥스,063791,2014/12,UQ
주식회사이엠넥스,063791,2015/12,UQ
주식회사이엠넥스,063791,2016/12,UQ
주식회사이엠넥스,063791,2017/12,UQ
주식회사이엠넥스,063791,2018/12,UQ
주식회사이엠넥스,063791,2019/12,UQ
주식회사이엠넥스,063791,2020/12,UQ
주식회사이엠넥스,063791,2021/12,UQ
주식회사이엠넥스,063791,2022/12,UQ
주식회사이엠석유,045555,2021/12,NA
주식회사이엠석유,045555,2022/12,QS
주식회사이엠아이,098645,2020/12,NA
주식회사이엠아이,098645,2021/12,QS
주식회사이엠아이,098645,2022/12,UQ
주식회사이엠제이에스,102797,2021/12,NA
주식회사이엠제이에스,102797,2022/12,UQ
주식회사이엠컨설팅,042332,2016/12,QS
주식회사이엠컨설팅,042332,2017/12,UQ
주식회사이엠컨설팅,042332,2018/12,UQ
주식회사이엠케이뮤지컬컴퍼니,090485,2018/12,NA
주식회사이엠케이뮤지컬컴퍼니,090485,2019/12,UQ
주식회사이엠케이뮤지컬컴퍼니,090485,2020/12,UQ
주식회사이엠케이뮤지컬컴퍼니,090485,2021/12,UQ
주식회사이엠케이뮤지컬컴퍼니,090485,2022/12,UQ
주식회사이엠케이승경,061941,2012/12,UQ
주식회사이엠케이승경,061941,2013/12,UQ
주식회사이엠케이승경,061941,2014/12,UQ
주식회사이엠케이승경,061941,2015/12,UQ
주식회사이엠케이승경,061941,2016/12,UQ
주식회사이엠케이승경,061941,2017/12,UQ
주식회사이엠케이승경,061941,2018/12,UQ
주식회사이엠케이승경,061941,2019/12,UQ
주식회사이엠케이승경,061941,2020/12,UQ
주식회사이엠케이승경,061941,2021/12,UQ
주식회사이엠케이승경,061941,2022/12,UQ
주식회사이엠코,095554,2019/12,NA
주식회사이엠코,095554,2020/12,UQ
주식회사이엠코,095554,2021/12,UQ
주식회사이엠코,095554,2022/12,UQ
주식회사이엠테크,063837,2012/12,UQ
주식회사이엠테크,066795,2012/12,NA
주식회사이엠테크,066795,2013/12,UQ
주식회사이엠테크,066795,2014/12,UQ
주식회사이엠테크,066795,2015/12,UQ
