회사명,거래소코드,회계년도,감사의견코드
(주)대영금속,017654,2017/12,UQ
(주)대영금속,017654,2018/12,UQ
(주)대영금속,017654,2019/12,UQ
(주)대영금속,017654,2020/12,UQ
(주)대영금속,017654,2021/12,DU
(주)대영금속,017654,2022/12,DS
(주)대영디앤씨,073731,2014/12,NA
(주)대영디앤씨,073731,2015/12,UQ
(주)대영마이더스,067798,2012/12,NA
(주)대영마이더스,067798,2013/12,UQ
(주)대영마이더스,067798,2014/12,UQ
(주)대영베이스,048030,2012/12,UQ
(주)대영베이스,048030,2013/12,UQ
(주)대영베이스,048030,2014/12,UQ
(주)대영베이스,048030,2015/12,UQ
(주)대영베이스,048030,2016/12,UQ
(주)대영베이스,048030,2017/12,UQ
(주)대영베이스,048030,2018/12,UQ
(주)대영베이스,048030,2019/12,UQ
(주)대영베이스,048030,2020/12,UQ
(주)대영베이스,048030,2021/12,UQ
(주)대영베이스,048030,2022/12,UQ
(주)대영산전,078840,2015/12,NA
(주)대영산전,078840,2016/12,UQ
(주)대영산전,078840,2017/12,UQ
(주)대영산전,078840,2018/12,UQ
(주)대영산전,078840,2019/12,UQ
(주)대영산전,078840,2020/12,UQ
(주)대영산전,078840,2021/12,UQ
(주)대영산전,078840,2022/12,UQ
(주)대영슈펙스,038850,2013/12,UQ
(주)대영아이에스디,078562,2015/12,NA
(주)대영아이에스디,078562,2016/12,QS
(주)대영아이에스디,078562,2017/12,UQ
(주)대영아이에스디,078562,2018/12,UQ
(주)대영아이에스디,078562,2019/12,UQ
(주)대영아이에스디,078562,2020/12,UQ
(주)대영아이에스디,078562,2021/12,UQ
(주)대영아이에스디,078562,2022/12,UQ
(주)대영알씨,078408,2015/12,NA
(주)대영알씨,078408,2016/12,QS
(주)대영알씨,078408,2017/12,UQ
(주)대영알씨,078408,2018/12,UQ
(주)대영알씨,078408,2019/12,UQ
(주)대영알앤티,089718,2018/12,NA
(주)대영알앤티,089718,2019/12,QS
(주)대영알앤티,089718,2020/12,UQ
(주)대영알앤티,089718,2021/12,UQ
(주)대영알앤티,089718,2022/12,UQ
(주)대영에스텍,061077,2012/12,UQ
(주)대영에스텍,061077,2019/12,QS
(주)대영에스텍,061077,2020/12,NA
(주)대영에스텍,061077,2021/12,UQ
(주)대영에스텍,061077,2022/12,UQ
(주)대영엔지니어링,044443,2012/12,UQ
(주)대영엔지니어링,044443,2013/12,UQ
(주)대영엔지니어링,044443,2014/12,UQ
(주)대영엔지니어링,044443,2015/12,UQ
(주)대영엔지니어링,044443,2016/12,UQ
(주)대영엔지니어링,044443,2017/12,UQ
(주)대영엔지니어링,044443,2018/12,UQ
(주)대영엔지니어링,044443,2019/12,UQ
(주)대영엔지니어링,044443,2020/12,UQ
(주)대영엔지니어링,044443,2021/12,UQ
(주)대영엔지니어링,044443,2022/12,UQ
(주)대영인더스,048005,2012/12,UQ
(주)대영인더스,048005,2013/12,UQ
(주)대영인더스,048005,2014/12,UQ
(주)대영인더스,048005,2015/12,UQ
(주)대영인더스,048005,2016/12,UQ
(주)대영인더스,048005,2017/12,UQ
(주)대영인더스,048005,2018/12,UQ
(주)대영인더스,048005,2019/12,UQ
(주)대영인더스,048005,2020/12,UQ
(주)대영인더스,048005,2021/12,UQ
(주)대영인더스,048005,2022/12,UQ
(주)대영인텍,087902,2018/12,QS
(주)대영인텍,087902,2019/12,UQ
(주)대영초음파,061601,2012/12,UQ
(주)대영초음파,061601,2013/12,UQ
(주)대영초음파,061601,2014/12,UQ
(주)대영초음파,061601,2015/12,UQ
(주)대영초음파,061601,2016/12,UQ
(주)대영초음파,061601,2017/12,UQ
(주)대영초음파,061601,2018/12,UQ
(주)대영초음파,061601,2019/12,UQ
(주)대영초음파,061601,2020/12,UQ
(주)대영초음파,061601,2021/12,UQ
(주)대영초음파,061601,2022/12,UQ
(주)대영케이블,102616,2021/12,NA
(주)대영케이블,102616,2022/12,QS
(주)대영케이티엑스,063540,2012/12,UQ
(주)대영케이티엑스,063540,2013/12,UQ
(주)대영케이티엑스,063540,2014/12,UQ
(주)대영케이티엑스,063540,2015/12,UQ
(주)대영케이티엑스,063540,2016/12,UQ
(주)대영케이티엑스,063540,2017/12,AG
(주)대영통운,098863,2020/12,NA
(주)대영통운,098863,2021/12,UQ
(주)대영통운,098863,2022/12,UQ
(주)대영파워펌프,048456,2012/12,UQ
(주)대영파워펌프,048456,2013/12,UQ
(주)대영파워펌프,048456,2014/12,UQ
(주)대영파워펌프,048456,2015/12,UQ
(주)대영파워펌프,048456,2016/12,UQ
(주)대영파워펌프,048456,2017/12,UQ
(주)대영파워펌프,048456,2018/12,UQ
(주)대영파워펌프,048456,2019/12,UQ
(주)대영파워펌프,048456,2020/12,UQ
(주)대영파워펌프,048456,2021/12,UQ
(주)대영파워펌프,048456,2022/12,UQ
(주)대영하우징,086434,2017/12,NA
(주)대영하우징,086434,2018/12,QS
(주)대영하우징,086434,2019/12,UQ
(주)대영하우징,086434,2020/12,UQ
(주)대영하우징,086434,2021/12,UQ
(주)대영하우징,086434,2022/12,UQ
(주)대왕,091993,2018/12,NA
(주)대왕,091993,2019/12,QS
(주)대왕,091993,2020/12,UQ
(주)대왕,091993,2021/12,UQ
(주)대왕,091993,2022/12,UQ
(주)대왕레미콘,081411,2016/12,NA
(주)대왕레미콘,081411,2017/12,QS
(주)대왕레미콘,081411,2018/12,UQ
(주)대왕레미콘,081411,2019/12,UQ
(주)대왕레미콘,081411,2020/12,UQ
(주)대왕레미콘,105629,2021/12,NA
(주)대왕레미콘,081411,2021/12,UQ
(주)대왕레미콘,105629,2022/12,QS
(주)대왕레미콘,081411,2022/12,UQ
(주)대왕미래개발,067614,2012/12,NA
(주)대왕미래개발,067614,2013/12,UQ
(주)대왕미래개발,067614,2014/12,UQ
(주)대왕제지,068919,2013/12,NA
(주)대왕제지,068919,2014/12,UQ
(주)대왕제지,068919,2015/12,UQ
(주)대왕제지,068919,2016/12,UQ
(주)대왕제지,068919,2017/12,UQ
(주)대왕제지,068919,2018/12,AG
(주)대왕콘,039768,2012/12,UQ
(주)대왕콘,039768,2013/12,UQ
(주)대왕콘,039768,2014/12,UQ
(주)대왕콘,039768,2015/12,QU
(주)대왕콘,039768,2016/12,QU
(주)대왕콘,039768,2017/12,QU
(주)대왕콘,039768,2018/12,QU
(주)대왕콘,039768,2019/12,UQ
(주)대왕콘,039768,2020/12,UQ
(주)대왕콘,039768,2021/12,UQ
(주)대왕콘,039768,2022/12,QS
(주)대왕페이퍼,050272,2012/12,UQ
(주)대왕페이퍼,050272,2013/12,UQ
(주)대왕페이퍼,050272,2014/12,UQ
(주)대왕페이퍼,050272,2015/12,UQ
(주)대왕페이퍼,050272,2016/12,UQ
(주)대왕페이퍼,050272,2017/12,UQ
(주)대왕페이퍼,050272,2018/12,UQ
(주)대왕페이퍼,050272,2021/12,NA
(주)대왕페이퍼,050272,2022/12,UQ
(주)대용그룹,067429,2012/12,NA
(주)대용그룹,067429,2013/12,UQ
(주)대용그룹,067429,2014/12,UQ
(주)대우가구,104958,2021/12,NA
(주)대우가구,104958,2022/12,QS
(주)대우경금속,073009,2014/12,NA
(주)대우경금속,073009,2015/12,UQ
(주)대우경금속,073009,2016/12,UQ
(주)대우경금속,073009,2017/12,UQ
(주)대우경금속,073009,2018/12,UQ
(주)대우경금속,073009,2019/12,UQ
(주)대우경금속,073009,2020/12,UQ
(주)대우경금속,073009,2021/12,UQ
(주)대우경금속,073009,2022/12,UQ
(주)대우루컴즈,039362,2012/12,UQ
(주)대우루컴즈,039362,2013/12,UQ
(주)대우루컴즈,039362,2014/12,UQ
(주)대우루컴즈,039362,2015/12,UQ
(주)대우루컴즈,039362,2016/12,UQ
(주)대우루컴즈,039362,2017/12,UQ
(주)대우루컴즈,039362,2018/12,UQ
(주)대우루컴즈,039362,2019/12,UQ
(주)대우루컴즈,039362,2020/12,UQ
(주)대우루컴즈,039362,2021/12,UQ
(주)대우루컴즈,039362,2022/12,UQ
(주)대우볼트,042383,2012/12,UQ
(주)대우볼트,042383,2013/12,UQ
(주)대우볼트,042383,2014/12,UQ
(주)대우볼트,042383,2015/12,UQ
(주)대우볼트,042383,2016/12,UQ
(주)대우볼트,042383,2017/12,UQ
(주)대우볼트,042383,2018/12,UQ
(주)대우볼트,042383,2019/12,UQ
(주)대우볼트,042383,2020/12,UQ
(주)대우볼트,042383,2021/12,UQ
(주)대우볼트,042383,2022/12,UQ
(주)대우스틸,076982,2015/12,NA
(주)대우스틸,076982,2016/12,QS
(주)대우스틸,076982,2017/12,UQ
(주)대우스틸,076982,2018/12,UQ
(주)대우전선,049245,2012/12,UQ
(주)대우전선,049245,2013/12,UQ
(주)대우전선,049245,2014/12,UQ
(주)대우전선,049245,2015/12,UQ
(주)대우전선,049245,2016/12,QU
(주)대우캐리어판매,094959,2019/12,NA
(주)대우캐리어판매,094959,2020/12,QS
(주)대우캐리어판매,094959,2021/12,UQ
(주)대우캐리어판매,094959,2022/12,UQ
(주)대우컴프레셔,077977,2015/12,NA
(주)대우컴프레셔,077977,2016/12,UQ
(주)대우컴프레셔,077977,2017/12,UQ
(주)대우컴프레셔,077977,2018/12,UQ
(주)대우컴프레셔,077977,2019/12,UQ
(주)대우컴프레셔,077977,2020/12,UQ
(주)대우컴프레셔,077977,2021/12,UQ
(주)대우컴프레셔,077977,2022/12,UQ
(주)대우트럭동양,106683,2021/12,NA
(주)대우트럭동양,106683,2022/12,UQ
(주)대우하이원샤시,086711,2017/12,NA
(주)대우하이원샤시,086711,2018/12,QS
(주)대우하이원샤시,086711,2019/12,UQ
(주)대우하이원샤시,086711,2020/12,UQ
(주)대우하이원샤시,086711,2021/12,UQ
(주)대우하이원샤시,086711,2022/12,UQ
(주)대욱케스트,062042,2012/12,UQ
(주)대욱케스트,062042,2013/12,UQ
(주)대욱케스트,062042,2014/12,UQ
(주)대욱케스트,062042,2015/12,UQ
(주)대욱케스트,062042,2016/12,UQ
(주)대욱케스트,062042,2017/12,UQ
(주)대욱케스트,062042,2018/12,UQ
(주)대욱케스트,062042,2019/12,UQ
(주)대욱케스트,062042,2020/12,UQ
(주)대욱케스트,062042,2021/12,UQ
(주)대욱케스트,062042,2022/12,UQ
(주)대운산업개발,073167,2014/12,NA
(주)대운산업개발,073167,2015/12,QS
(주)대운산업개발,073167,2016/12,UQ
(주)대운산업개발,073167,2017/12,UQ
(주)대운산업개발,073167,2018/12,UQ
(주)대운산업개발,073167,2019/12,UQ
(주)대운산업개발,073167,2020/12,UQ
(주)대운산업개발,073167,2021/12,UQ
(주)대운산업개발,073167,2022/12,UQ
(주)대운씨스템,080637,2016/12,NA
(주)대운씨스템,080637,2017/12,UQ
(주)대운씨스템,080637,2018/12,UQ
(주)대운씨스템,080637,2019/12,UQ
(주)대운씨스템,080637,2020/12,NA
(주)대운씨스템,080637,2021/12,QS
(주)대운전기,079002,2015/12,NA
(주)대운전기,079002,2016/12,UQ
(주)대웅,029404,2012/12,UQ
(주)대웅,070707,2013/12,NA
(주)대웅,029404,2013/12,UQ
(주)대웅,029404,2014/12,UQ
(주)대웅,070707,2014/12,DS
(주)대웅,070707,2015/12,QS
(주)대웅,029404,2015/12,UQ
(주)대웅,029404,2016/12,UQ
(주)대웅,029404,2017/12,UQ
(주)대웅,029404,2018/12,UQ
(주)대웅,029404,2019/12,UQ
(주)대웅,029404,2020/12,UQ
(주)대웅,029404,2021/12,UQ
(주)대웅,029404,2022/12,UQ
(주)대웅개발,039438,2012/12,UQ
(주)대웅개발,039438,2013/12,UQ
(주)대웅개발,039438,2014/12,UQ
(주)대웅개발,039438,2015/12,UQ
(주)대웅개발,039438,2016/12,UQ
(주)대웅개발,039438,2017/12,UQ
(주)대웅개발,039438,2018/12,UQ
(주)대웅개발,039438,2019/12,UQ
(주)대웅개발,039438,2020/12,NA
(주)대웅개발,039438,2021/12,UQ
(주)대웅개발,039438,2022/12,UQ
(주)대웅생명과학,049627,2013/12,UQ
(주)대웅생명과학,049627,2014/12,UQ
(주)대웅생명과학,049627,2019/12,UQ
(주)대웅생명과학,049627,2020/12,UQ
(주)대웅생명과학,049627,2021/12,UQ
(주)대웅생명과학,049627,2022/12,UQ
(주)대웅에프엔티,085870,2017/12,NA
(주)대웅에프엔티,085870,2018/12,UQ
(주)대웅에프엔티,085870,2019/12,UQ
(주)대웅엠엔에프,058328,2012/12,UQ
(주)대웅엠엔에프,058328,2013/12,UQ
(주)대웅엠엔에프,058328,2014/12,UQ
(주)대웅엠엔에프,058328,2015/12,UQ
(주)대웅엠엔에프,058328,2016/12,UQ
(주)대웅엠엔에프,058328,2017/12,UQ
(주)대웅엠엔에프,058328,2018/12,UQ
(주)대웅엠엔에프,058328,2019/12,UQ
(주)대웅엠엔에프,058328,2020/12,UQ
(주)대웅엠엔에프,058328,2021/12,UQ
(주)대웅엠엔에프,058328,2022/12,UQ
(주)대원개발,087234,2017/12,NA
(주)대원개발,087234,2018/12,UQ
(주)대원개발,087234,2019/12,UQ
(주)대원개발,087234,2020/12,UQ
(주)대원개발,087234,2021/12,UQ
(주)대원개발,087234,2022/12,UQ
(주)대원교역상사,063274,2012/12,QS
(주)대원교역상사,063274,2019/12,NA
(주)대원교역상사,063274,2020/12,UQ
(주)대원교역상사,063274,2021/12,UQ
(주)대원교역상사,063274,2022/12,UQ
(주)대원단조,063294,2012/12,QS
(주)대원단조,063294,2013/12,UQ
(주)대원단조,063294,2014/12,UQ
(주)대원단조,063294,2015/12,UQ
(주)대원단조,063294,2016/12,UQ
(주)대원단조,063294,2017/12,UQ
(주)대원단조,063294,2018/12,UQ
(주)대원단조,063294,2019/12,UQ
(주)대원단조,063294,2020/12,UQ
(주)대원단조,063294,2021/12,UQ
(주)대원단조,063294,2022/12,UQ
(주)대원디벨롭,082721,2016/12,NA
(주)대원디벨롭,082721,2017/12,UQ
(주)대원디벨롭,082721,2018/12,UQ
(주)대원디벨롭,082721,2019/12,UQ
(주)대원디벨롭,082721,2020/12,UQ
(주)대원디벨롭,082721,2021/12,UQ
(주)대원디벨롭,082721,2022/12,UQ
(주)대원로지스틱,082449,2016/12,NA
(주)대원로지스틱,082449,2017/12,UQ
(주)대원로지스틱,082449,2018/12,UQ
(주)대원로지스틱,082449,2019/12,UQ
(주)대원물산,099822,2020/12,NA
(주)대원물산,099822,2021/12,UQ
(주)대원물산,099822,2022/12,UQ
(주)대원바텍,072779,2014/12,NA
(주)대원바텍,072779,2015/12,UQ
(주)대원바텍,072779,2016/12,UQ
(주)대원바텍,072779,2017/12,UQ
(주)대원바텍,072779,2018/12,UQ
(주)대원바텍,072779,2019/12,UQ
(주)대원버스,058943,2012/12,UQ
(주)대원버스,058943,2013/12,UQ
(주)대원버스,058943,2014/12,UQ
(주)대원버스,058943,2015/12,UQ
(주)대원버스,058943,2016/12,UQ
(주)대원버스,058943,2017/12,UQ
(주)대원버스,058943,2018/12,UQ
(주)대원버스,058943,2019/12,UQ
(주)대원버스,058943,2020/12,UQ
(주)대원버스,058943,2021/12,UQ
(주)대원버스,058943,2022/12,UQ
(주)대원벨리,073885,2014/12,NA
(주)대원벨리,073885,2015/12,QS
(주)대원산업,065914,2012/12,NA
(주)대원산업,065914,2013/12,UQ
(주)대원산업,065914,2014/12,UQ
(주)대원산업,065914,2015/12,UQ
(주)대원산업,065914,2016/12,UQ
(주)대원산업,065914,2017/12,UQ
(주)대원산업,065914,2018/12,UQ
(주)대원세라믹스,099144,2020/12,NA
(주)대원세라믹스,099144,2021/12,UQ
(주)대원세라믹스,099144,2022/12,UQ
(주)대원솔루션,059667,2019/12,UQ
(주)대원씨앤씨,095889,2019/12,NA
(주)대원씨앤씨,095889,2020/12,UQ
(주)대원씨앤엠,086472,2018/12,UQ
(주)대원씨앤엠,086472,2019/12,UQ
(주)대원씨앤엠,086472,2020/12,UQ
(주)대원씨앤엠,086472,2021/12,UQ
(주)대원씨앤엠,086472,2022/12,UQ
(주)대원에스앤피,043797,2012/12,UQ
(주)대원에스앤피,043797,2013/12,UQ
(주)대원에스앤피,043797,2014/12,UQ
(주)대원에스앤피,043797,2015/12,UQ
(주)대원에스앤피,043797,2016/12,UQ
(주)대원에스앤피,043797,2017/12,UQ
(주)대원에스앤피,043797,2018/12,UQ
(주)대원에스앤피,043797,2019/12,UQ
(주)대원에스앤피,043797,2020/12,UQ
(주)대원에스앤피,043797,2021/12,UQ
(주)대원에스앤피,043797,2022/12,UQ
(주)대원에이취알디,065988,2012/12,NA
(주)대원에이취알디,065988,2013/12,QS
(주)대원에이취알디,065988,2014/12,NA
(주)대원에이취알디,065988,2015/12,QS
(주)대원에이취알디,065988,2016/12,QS
(주)대원에이취알디,065988,2017/12,DS
(주)대원이노스,052112,2012/12,UQ
(주)대원이노스,052112,2013/12,UQ
(주)대원이노스,052112,2014/12,UQ
(주)대원이노스,052112,2015/12,UQ
(주)대원이노스,052112,2016/12,UQ
(주)대원이노스,052112,2017/12,UQ
(주)대원이노스,052112,2018/12,UQ
(주)대원이노스,052112,2019/12,UQ
(주)대원이노스,052112,2020/12,UQ
(주)대원이노스,052112,2021/12,UQ
(주)대원이노스,052112,2022/12,UQ
(주)대원이피에스,099711,2020/12,NA
(주)대원이피에스,099711,2021/12,QS
(주)대원이피에스,099711,2022/12,UQ
(주)대원제지,078323,2015/12,NA
(주)대원제지,078323,2016/12,UQ
(주)대원제지,078323,2017/12,UQ
(주)대원제지,078323,2018/12,UQ
(주)대원제지,078323,2019/12,UQ
(주)대원제지,078323,2020/12,UQ
(주)대원제지,078323,2021/12,UQ
(주)대원제지,078323,2022/12,UQ
(주)대원지에스아이,013749,2012/12,UQ
(주)대원지에스아이,013749,2013/12,UQ
(주)대원지에스아이,013749,2014/12,UQ
(주)대원지에스아이,013749,2015/12,UQ
(주)대원지에스아이,013749,2016/12,UQ
(주)대원지에스아이,013749,2017/12,UQ
(주)대원지에스아이,013749,2018/12,UQ
(주)대원지에스아이,013749,2019/12,UQ
(주)대원지에스아이,013749,2020/12,UQ
(주)대원지에스아이,013749,2021/12,UQ
(주)대원지에스아이,013749,2022/12,UQ
(주)대원콘크리트,078171,2015/12,NA
(주)대원콘크리트,078171,2016/12,QS
(주)대원콘크리트,078171,2017/12,UQ
(주)대원콘크리트,078171,2018/12,UQ
(주)대원콘크리트,078171,2019/12,UQ
(주)대원플라텍,069744,2013/12,NA
(주)대원플라텍,069744,2014/12,QS
(주)대원플라텍,069744,2015/12,UQ
(주)대원플라텍,069744,2016/12,UQ
(주)대원플라텍,069744,2017/12,UQ
(주)대원플라텍,069744,2018/12,UQ
(주)대원플라텍,069744,2019/12,UQ
(주)대원플라텍,069744,2020/12,UQ
(주)대원플라텍,069744,2021/12,UQ
(주)대원플라텍,069744,2022/12,UQ
(주)대원플러스알앤씨제이차,096274,2019/12,NA
(주)대원플러스알앤씨제이차,096274,2020/12,UQ
(주)대원플러스알앤씨제이차,096274,2021/12,UQ
(주)대원플러스알앤씨제이차,096274,2022/12,UQ
(주)대원홀딩스,013762,2012/12,UQ
(주)대원홀딩스,013762,2013/12,UQ
(주)대원홀딩스,013762,2014/12,UQ
(주)대원홀딩스,013762,2015/12,UQ
(주)대원홀딩스,013762,2016/12,UQ
(주)대원홀딩스,013762,2017/12,UQ
(주)대원홀딩스,013762,2018/12,UQ
(주)대원홀딩스,013762,2019/12,UQ
(주)대원홀딩스,013762,2020/12,UQ
(주)대원홀딩스,013762,2021/12,UQ
(주)대원홀딩스,013762,2022/12,UQ
(주)대유,028488,2012/12,UQ
(주)대유,064693,2012/12,UQ
(주)대유,028488,2013/12,UQ
(주)대유,064693,2013/12,UQ
(주)대유,028488,2014/12,UQ
(주)대유,028488,2015/12,UQ
(주)대유,028488,2016/12,UQ
(주)대유,028488,2017/12,UQ
(주)대유스틸,053610,2014/12,QS
(주)대유스틸,053610,2015/12,UQ
(주)대유스틸,053610,2016/12,UQ
(주)대유스틸,053610,2017/12,UQ
(주)대유스틸,053610,2018/12,UQ
(주)대유스틸,053610,2019/12,UQ
(주)대유스틸,053610,2020/12,UQ
(주)대유스틸,053610,2021/12,UQ
(주)대유스틸,053610,2022/12,UQ
(주)대유아이앤디,065174,2012/12,UQ
(주)대유코아,038909,2012/12,UQ
(주)대유코아,038909,2013/12,UQ
(주)대유코아,038909,2014/12,UQ
(주)대유코아,038909,2015/12,UQ
(주)대유코아,038909,2016/12,UQ
(주)대유코아,038909,2017/12,UQ
(주)대유코아,038909,2018/12,UQ
(주)대유코아,038909,2019/12,UQ
(주)대유코아,038909,2020/12,UQ
(주)대유코아,038909,2021/12,UQ
(주)대유코아,038909,2022/12,UQ
(주)대윤기업,066096,2012/12,NA
(주)대윤기업,066096,2013/12,UQ
(주)대윤기업,066096,2014/12,UQ
(주)대윤기업,066096,2015/12,UQ
(주)대윤기업,066096,2016/12,UQ
(주)대윤기업,066096,2017/12,UQ
(주)대윤기업,066096,2018/12,UQ
(주)대윤기업,066096,2019/12,UQ
(주)대의통상,092604,2018/12,NA
(주)대의통상,092604,2019/12,DS
(주)대인교통,094171,2019/12,NA
(주)대인교통,094171,2020/12,UQ
(주)대인교통,094171,2021/12,UQ
(주)대인교통,094171,2022/12,UQ
(주)대인정보통신,097271,2019/12,NA
(주)대인정보통신,097271,2020/12,UQ
(주)대일,082784,2016/12,NA
(주)대일,082784,2017/12,DS
(주)대일내장산컨트리클럽,081999,2016/12,NA
(주)대일내장산컨트리클럽,081999,2017/12,UQ
(주)대일내장산컨트리클럽,081999,2018/12,UQ
(주)대일내장산컨트리클럽,081999,2019/12,UQ
(주)대일내장산컨트리클럽,081999,2020/12,UQ
(주)대일내장산컨트리클럽,081999,2021/12,UQ
(주)대일내장산컨트리클럽,081999,2022/12,UQ
(주)대일매곡산업,103003,2021/12,NA
(주)대일매곡산업,103003,2022/12,UQ
(주)대일매스램,067677,2012/12,NA
(주)대일매스램,067677,2013/12,QS
(주)대일매스램,067677,2014/12,UQ
(주)대일매스램,067677,2015/12,UQ
(주)대일매스램,067677,2016/12,UQ
(주)대일매스램,067677,2017/12,UQ
(주)대일매스램,067677,2018/12,UQ
(주)대일매스램,067677,2019/12,UQ
(주)대일매스램,067677,2020/12,UQ
(주)대일매스램,067677,2021/12,UQ
(주)대일매스램,067677,2022/12,UQ
(주)대일산업,077494,2015/12,NA
(주)대일산업,077494,2016/12,QS
(주)대일산업,077494,2017/12,UQ
(주)대일산업,077494,2018/12,UQ
(주)대일산업,077494,2019/12,UQ
(주)대일산업,077494,2020/12,UQ
(주)대일산업,077494,2021/12,UQ
(주)대일산업,077494,2022/12,UQ
(주)대일소방,085522,2017/12,NA
(주)대일소방,085522,2018/12,QS
(주)대일소방,085522,2019/12,UQ
(주)대일소방,085522,2020/12,UQ
(주)대일소방,085522,2021/12,UQ
(주)대일소방,085522,2022/12,UQ
(주)대일씨앤아이,013784,2012/12,UQ
(주)대일씨앤아이,013784,2013/12,UQ
(주)대일씨앤아이,013784,2014/12,UQ
(주)대일씨에프티,053354,2012/12,UQ
(주)대일씨에프티,053354,2013/12,UQ
(주)대일씨에프티,053354,2014/12,UQ
(주)대일씨에프티,053354,2015/12,UQ
(주)대일씨에프티,053354,2016/12,UQ
(주)대일씨에프티,053354,2017/12,UQ
(주)대일씨에프티,053354,2018/12,UQ
(주)대일씨에프티,053354,2019/12,UQ
(주)대일씨에프티,053354,2020/12,UQ
(주)대일씨에프티,053354,2021/12,UQ
(주)대일씨에프티,053354,2022/12,UQ
(주)대일아쿠아,098485,2020/12,NA
(주)대일아쿠아,098485,2021/12,QS
(주)대일아쿠아,098485,2022/12,UQ
(주)대일유공압,082410,2016/12,NA
(주)대일유공압,082410,2017/12,QS
(주)대일유공압,082410,2018/12,UQ
(주)대일유공압,082410,2019/12,UQ
(주)대일이엔피,076425,2015/12,NA
(주)대일이엔피,076425,2016/12,UQ
(주)대일이엔피,076425,2017/12,UQ
(주)대일이엔피,076425,2018/12,UQ
