회사명,거래소코드,회계년도,산업코드,산업명,설립일,상장일,기업규모코드,감사의견코드
(유)유맥에프앤알,014534,2012/12,126801,  부동산업,1997/04/14,0000/00/00,20,UQ
(유)유맥에프앤알,014534,2013/12,126801,  부동산업,1997/04/14,0000/00/00,30,UQ
(유)유맥에프앤알,014534,2014/12,126801,  부동산업,1997/04/14,0000/00/00,20,UQ
(유)유맥에프앤알,014534,2015/12,126801,  부동산업,1997/04/14,0000/00/00,20,UQ
(유)유맥에프앤알,014534,2016/12,126801,  부동산업,1997/04/14,0000/00/00,30,UQ
(유)유맥에프앤알,014534,2017/12,126801,  부동산업,1997/04/14,0000/00/00,30,UQ
(유)유맥에프앤알,014534,2018/12,126801,  부동산업,1997/04/14,0000/00/00,30,NA
(유)유맥에프앤알,014534,2019/12,126801,  부동산업,1997/04/14,0000/00/00,20,UQ
(유)유맥에프앤알,014534,2021/12,126801,  부동산업,1997/04/14,0000/00/00,20,NA
(유)유맥에프앤알,014534,2022/12,126801,  부동산업,1997/04/14,0000/00/00,20,UQ
(유)유혁,098170,2020/12,064101,  종합 건설업,2016/12/20,0,20,NA
(유)유혁,098170,2021/12,064101,  종합 건설업,2016/12/20,0,20,UQ
(유)일토씨엔엠,096548,2019/12,064102,  종합 건설업,1992/09/07,0,20,NA
(유)일토씨엔엠,096548,2020/12,064102,  종합 건설업,1992/09/07,0,20,UQ
(유)일토씨엔엠,096548,2021/12,064102,  종합 건설업,1992/09/07,0,20,DS
(유)일토씨엔엠,096548,2022/12,064102,  종합 건설업,1992/09/07,0,20,UQ
(유)임페리얼스포츠,093104,2019/12,074604,  도매 및 상품 중개업,2020/07/22,0,20,NA
(유)임페리얼스포츠,093104,2020/12,074604,  도매 및 상품 중개업,2020/07/22,0,20,QS
(유)임페리얼스포츠,093104,2021/12,074604,  도매 및 상품 중개업,2020/07/22,0,20,UQ
(유)임페리얼스포츠,093104,2022/12,074604,  도매 및 상품 중개업,2020/07/22,0,20,UQ
(유)전일여객,096194,2019/12,084902,  육상운송 및 파이프라인 운송업,1973/06/01,0,20,NA
(유)전일여객,096194,2020/12,084902,  육상운송 및 파이프라인 운송업,1973/06/01,0,20,QS
(유)전일여객,096194,2021/12,084902,  육상운송 및 파이프라인 운송업,1973/06/01,0,20,UQ
(유)전일여객,096194,2022/12,084902,  육상운송 및 파이프라인 운송업,1973/06/01,0,20,UQ
(주)위버스마인드,072405,2014/12,105802,  출판업,2009/02/26,0,20,NA
(주)위버스마인드,072405,2015/12,105802,  출판업,2009/02/26,0,20,UQ
(주)위버스마인드,072405,2016/12,105802,  출판업,2009/02/26,0,20,UQ
(주)위버스마인드,072405,2017/12,105802,  출판업,2009/02/26,0,20,UQ
(주)위버스마인드,072405,2018/12,105802,  출판업,2009/02/26,0,20,UQ
(주)위버스마인드,072405,2019/12,105802,  출판업,2009/02/26,0,20,UQ
(주)위버스마인드,072405,2020/12,105802,  출판업,2009/02/26,0,20,UQ
