회사명,거래소코드,회계년도,감사의견코드
(주)티엔디,086003,2017/12,NA
(주)티엔디,058467,2018/12,UQ
(주)티엔디,086003,2018/12,QS
(주)티엔디,058467,2019/12,UQ
(주)티엔디,086003,2019/12,UQ
(주)티엔디,086003,2020/12,UQ
(주)티엔디,058467,2020/12,UQ
(주)티엔디,058467,2021/12,DU
(주)티엔디,086003,2021/12,UQ
(주)티엔디,086003,2022/12,UQ
(주)티엔에스산업개발,069661,2013/12,NA
(주)티엔에스산업개발,069661,2014/12,UQ
(주)티엔에프,069146,2014/12,NA
(주)티엔에프,069146,2015/12,UQ
(주)티엔에프,069146,2016/12,UQ
(주)티엔코아,088838,2018/12,NA
(주)티엔코아,088838,2019/12,DS
(주)티엔코아,088838,2020/12,DS
(주)티엔텍,058688,2012/12,UQ
(주)티엔티익스프레스,027042,2012/12,UQ
(주)티엔티익스프레스,027042,2013/12,UQ
(주)티엔티익스프레스,027042,2014/12,UQ
(주)티엔티익스프레스,027042,2015/12,UQ
(주)티엘,061150,2012/12,UQ
(주)티엘,061150,2013/12,UQ
(주)티엘,061150,2014/12,UQ
(주)티엘,061150,2015/12,UQ
(주)티엘,061150,2016/12,UQ
(주)티엘,061150,2017/12,UQ
(주)티엘,061150,2018/12,UQ
(주)티엘,061150,2019/12,UQ
(주)티엘,061150,2020/12,UQ
(주)티엘,061150,2021/12,UQ
(주)티엘,061150,2022/12,UQ
(주)티엘산업에스,067525,2012/12,NA
(주)티엘산업에스,067525,2013/12,UQ
(주)티엘산업에스,067525,2014/12,UQ
(주)티엘산업에스,067525,2015/12,UQ
(주)티엘산업에스,067525,2016/12,UQ
(주)티엘산업에스,067525,2017/12,UQ
(주)티엘산업에스,067525,2018/12,UQ
(주)티엘산업에스,067525,2020/12,NA
(주)티엘산업에스,067525,2021/12,UQ
(주)티엘산업에스,067525,2022/12,UQ
(주)티엘씨테크놀로지,060752,2012/12,NA
(주)티엘씨테크놀로지,060752,2013/12,QS
(주)티엘씨테크놀로지,060752,2014/12,UQ
(주)티엘에이치,088069,2017/12,NA
(주)티엘에이치,088069,2018/12,QS
(주)티엘에이치,088069,2019/12,UQ
(주)티엘에이치,088069,2020/12,UQ
(주)티엘에이치,088069,2021/12,UQ
(주)티엘엔지니어링,100696,2020/12,NA
(주)티엘엔지니어링,100696,2021/12,UQ
(주)티엠라이징,104863,2021/12,NA
(주)티엠라이징,104863,2022/12,UQ
(주)티엠시,103569,2021/12,NA
(주)티엠시,103569,2022/12,QS
(주)티엠씨,043710,2012/12,UQ
(주)티엠씨,043710,2013/12,UQ
(주)티엠씨,043710,2014/12,UQ
(주)티엠씨,043710,2015/12,UQ
(주)티엠씨,043710,2016/12,UQ
(주)티엠씨,043710,2017/12,UQ
(주)티엠씨,043710,2018/12,UQ
(주)티엠씨,093844,2019/12,NA
(주)티엠씨,043710,2019/12,UQ
(주)티엠씨,093844,2020/12,UQ
(주)티엠씨,043710,2020/12,UQ
(주)티엠씨,043710,2021/12,UQ
(주)티엠씨,093844,2021/12,UQ
(주)티엠씨,043710,2022/12,UQ
(주)티엠씨,093844,2022/12,UQ
(주)티엠에스,066839,2012/12,NA
(주)티엠에스,066839,2013/12,UQ
(주)티엠에스,066839,2014/12,UQ
(주)티엠에스,066839,2015/12,UQ
(주)티엠에스,066839,2016/12,UQ
(주)티엠에스,066839,2017/12,UQ
(주)티엠에스,066839,2018/12,UQ
(주)티엠에스,066839,2019/12,UQ
(주)티엠에스,066839,2020/12,UQ
(주)티엠에스,066839,2021/12,UQ
(주)티엠에스,066839,2022/12,UQ
(주)티엠케이,052430,2012/12,UQ
(주)티엠테크,045821,2012/12,QS
(주)티엠테크,045821,2013/12,QS
(주)티엠테크,045821,2014/12,QS
(주)티엠테크,045821,2015/12,QS
(주)티엠테크,045821,2016/12,UQ
(주)티엠테크,045821,2017/12,UQ
(주)티엠테크,045821,2018/12,UQ
(주)티엠테크,045821,2019/12,UQ
(주)티엠테크,093536,2019/12,NA
(주)티엠테크,045821,2020/12,UQ
(주)티엠테크,093536,2020/12,UQ
(주)티엠테크,093536,2021/12,UQ
(주)티엠테크,045821,2021/12,UQ
(주)티엠테크,045821,2022/12,UQ
(주)티엠테크,093536,2022/12,UQ
(주)티엠텍,098372,2020/12,NA
(주)티엠텍,098372,2021/12,QS
(주)티엠텍,098372,2022/12,UQ
(주)티엠티에스,073150,2014/12,NA
(주)티엠티에스,073150,2015/12,UQ
(주)티엠티에스,073150,2016/12,UQ
(주)티엠티에스,073150,2017/12,UQ
(주)티엠티에스,073150,2018/12,UQ
(주)티엠티에스,073150,2019/12,UQ
(주)티엠티에스,073150,2020/12,UQ
(주)티엠티에스,073150,2021/12,UQ
(주)티엠티에스,073150,2022/12,UQ
(주)티오에스코리아,102422,2021/12,NA
(주)티오에스코리아,102422,2022/12,UQ
(주)티오엠네트웍,095511,2019/12,NA
(주)티오엠네트웍,095511,2020/12,UQ
(주)티오엠네트웍,095511,2021/12,UQ
(주)티오이십일,097609,2020/12,NA
(주)티오이십일,097609,2021/12,UQ
(주)티오이십일,097609,2022/12,UQ
(주)티오티비,094237,2019/12,NA
(주)티오티비,094237,2020/12,UQ
(주)티오티비,094237,2021/12,UQ
(주)티오티비,094237,2022/12,UQ
(주)티오피에스,063986,2012/12,UQ
(주)티오피에스,063986,2013/12,UQ
(주)티오피에스,063986,2014/12,UQ
(주)티오피에스,063986,2015/12,UQ
(주)티오피에스,063986,2016/12,UQ
(주)티오피에스,063986,2017/12,UQ
(주)티오피에스,063986,2018/12,UQ
(주)티오피에스,063986,2019/12,UQ
(주)티오피에스,063986,2020/12,UQ
(주)티오피에스,063986,2021/12,UQ
(주)티오피에스,063986,2022/12,UQ
(주)티와이,100739,2020/12,NA
(주)티와이,100739,2021/12,QS
(주)티와이,100739,2022/12,UQ
(주)티와이머티리얼,048520,2012/12,UQ
(주)티와이머티리얼,048520,2013/12,UQ
(주)티와이머티리얼,048520,2014/12,UQ
(주)티와이밸브,014213,2012/12,UQ
(주)티와이밸브,014213,2013/12,UQ
(주)티와이밸브,014213,2014/12,DU
(주)티와이밸브,014213,2015/12,DU
(주)티와이에스,029190,2012/12,UQ
(주)티와이에스,029190,2013/12,UQ
(주)티와이에스,029190,2014/12,UQ
(주)티와이에스,029190,2015/12,UQ
(주)티와이에스,029190,2016/12,UQ
(주)티와이에스,029190,2017/12,UQ
(주)티와이에스,029190,2018/12,UQ
(주)티와이에스,029190,2019/12,UQ
(주)티와이에스,029190,2020/12,UQ
(주)티와이에스,029190,2021/12,UQ
(주)티와이에스,029190,2022/12,UQ
(주)티와이인베스트먼트,041120,2012/12,UQ
(주)티와이인베스트먼트,041120,2013/12,UQ
(주)티와이인베스트먼트,041120,2014/12,UQ
(주)티와이인베스트먼트,041120,2015/12,DU
(주)티원시스템즈,070486,2013/12,NA
(주)티원시스템즈,070486,2014/12,QS
(주)티원시스템즈,070486,2015/12,UQ
(주)티웨일,092401,2018/12,NA
(주)티웨일,092401,2019/12,UQ
(주)티이솔루션,097778,2020/12,NA
(주)티이솔루션,097778,2021/12,UQ
(주)티이솔루션,097778,2022/12,UQ
(주)티이애플리케이션,083105,2016/12,NA
(주)티이애플리케이션,083105,2017/12,UQ
(주)티제이물류,066600,2012/12,NA
(주)티제이물류,066600,2013/12,UQ
(주)티제이물류,066600,2014/12,UQ
(주)티제이물류,066600,2015/12,UQ
(주)티제이씨라이프,078550,2015/12,NA
(주)티제이씨라이프,078550,2016/12,QS
(주)티제이씨라이프,078550,2017/12,UQ
(주)티제이씨라이프,078550,2018/12,UQ
(주)티제이씨라이프,078550,2019/12,UQ
(주)티제이씨라이프,078550,2020/12,UQ
(주)티제이씨라이프,078550,2021/12,UQ
(주)티제이씨라이프,078550,2022/12,UQ
(주)티지나래,022247,2013/12,UQ
(주)티지나래,022247,2014/12,UQ
(주)티지테크,067085,2012/12,NA
(주)티지테크,067085,2013/12,QS
(주)티지테크,067085,2014/12,UQ
(주)티지테크,105901,2021/12,NA
(주)티지테크,105901,2022/12,UQ
(주)티캐스트,058060,2012/12,UQ
(주)티캐스트,058060,2013/12,UQ
(주)티캐스트,058060,2014/12,UQ
(주)티캐스트,058060,2015/12,UQ
(주)티캐스트,058060,2016/12,UQ
(주)티캐스트,058060,2017/12,UQ
(주)티캐스트,058060,2018/12,UQ
(주)티캐스트,058060,2019/12,UQ
(주)티캐스트,058060,2020/12,UQ
(주)티캐스트,058060,2021/12,UQ
(주)티캐스트,058060,2022/12,UQ
(주)티캠솔루션,083085,2016/12,NA
(주)티캠솔루션,083085,2017/12,DU
(주)티케이씨,041609,2012/12,UQ
(주)티케이씨,048849,2012/12,UQ
(주)티케이씨,041609,2013/12,UQ
(주)티케이씨,048849,2013/12,UQ
(주)티케이씨,048849,2014/12,UQ
(주)티케이씨,041609,2014/12,UQ
(주)티케이씨,048849,2015/12,UQ
(주)티케이씨,041609,2015/12,UQ
(주)티케이씨,041609,2016/12,UQ
(주)티케이씨,041609,2017/12,UQ
(주)티케이씨,041609,2018/12,UQ
(주)티케이씨,041609,2019/12,UQ
(주)티케이씨,041609,2020/12,UQ
(주)티케이씨,041609,2021/12,UQ
(주)티케이씨,041609,2022/12,UQ
(주)티케이앤건설,100590,2020/12,NA
(주)티케이앤건설,100590,2021/12,UQ
(주)티케이앤건설,100590,2022/12,UQ
(주)티티벤처인베스트먼트,066841,2012/12,NA
(주)티티벤처인베스트먼트,066841,2013/12,UQ
(주)티티벤처인베스트먼트,066841,2014/12,UQ
(주)티티벤처인베스트먼트,066841,2015/12,UQ
(주)티티벤처인베스트먼트,066841,2016/12,DU
(주)티퓨얼,092306,2018/12,NA
(주)티퓨얼,092306,2019/12,QS
(주)티플러스,070926,2013/12,NA
(주)티플러스,070926,2014/12,UQ
(주)티플러스,070926,2015/12,UQ
(주)티플러스,070926,2016/12,UQ
(주)티플러스,070926,2017/12,UQ
(주)티플러스,070926,2018/12,DU
(주)티플러스,103256,2021/12,NA
(주)티플러스,103256,2022/12,QS
(주)티피,103537,2021/12,NA
(주)티피,103537,2022/12,QS
(주)티피아이메가라인,056598,2012/12,UQ
(주)티피아이메가라인,056598,2013/12,UQ
(주)티피아이메가라인,056598,2014/12,UQ
(주)티피아이메가라인,056598,2015/12,UQ
(주)티피아이메가라인,056598,2016/12,UQ
(주)티피아이메가라인,056598,2017/12,UQ
(주)티피아이메가라인,056598,2018/12,UQ
(주)티피아이메가라인,056598,2019/12,UQ
(주)티피아이메가라인,056598,2020/12,UQ
(주)티피아이메가라인,056598,2021/12,UQ
(주)티피아이메가라인,056598,2022/12,UQ
(주)티피이,048273,2012/12,UQ
(주)티피이,048273,2013/12,UQ
(주)티피이,048273,2014/12,UQ
(주)티피이,048273,2015/12,UQ
(주)티피이솔루션,102570,2021/12,NA
(주)티피이솔루션,102570,2022/12,QS
(주)티피지,070075,2013/12,NA
(주)티피지,070075,2014/12,QS
(주)티피지,070075,2017/12,QS
(주)티피지,070075,2018/12,UQ
(주)티피지,070075,2019/12,UQ
(주)티피지,070075,2020/12,UQ
(주)티피지,070075,2021/12,UQ
(주)티피지,070075,2022/12,UQ
(주)티피티퍼시픽,051367,2012/12,UQ
(주)티피티퍼시픽,051367,2013/12,UQ
(주)티피티퍼시픽,051367,2014/12,UQ
(주)티피티퍼시픽,051367,2015/12,UQ
(주)티피티퍼시픽,051367,2016/12,UQ
(주)티피티퍼시픽,051367,2017/12,UQ
(주)티피티퍼시픽,051367,2018/12,UQ
(주)티피티퍼시픽,051367,2019/12,UQ
(주)틸론,066568,2012/12,NA
(주)틸론,066568,2013/12,QS
(주)틸론,066568,2014/12,UQ
(주)팀그레이프,082776,2017/12,QS
(주)팀그레이프,082776,2018/12,DU
(주)팀그레이프,082776,2019/12,DS
(주)팀벨,100544,2020/12,NA
(주)팀벨,100544,2021/12,UQ
(주)팀벨,100544,2022/12,UQ
(주)파고다2030,090290,2018/12,NA
(주)파고다2030,090290,2019/12,UQ
(주)파고다2030,090290,2020/12,UQ
(주)파고다2030,090290,2021/12,UQ
(주)파고다에스씨에스,059536,2012/12,UQ
(주)파고다에스씨에스,059536,2013/12,UQ
(주)파고다에스씨에스,059536,2014/12,UQ
(주)파고다에스씨에스,059536,2015/12,UQ
(주)파고다에스씨에스,059536,2016/12,UQ
(주)파고다에스씨에스,059536,2017/12,UQ
(주)파고다에스씨에스,059536,2018/12,UQ
(주)파고다에스씨에스,059536,2019/12,UQ
(주)파고다에스씨에스,059536,2020/12,UQ
(주)파고다에스씨에스,059536,2021/12,UQ
(주)파고다에스씨에스,059536,2022/12,UQ
(주)파고다에프에스,058484,2012/12,UQ
(주)파고다타워종로,046154,2012/12,UQ
(주)파고다타워종로,046154,2013/12,UQ
(주)파고다타워종로,046154,2014/12,UQ
(주)파고다타워종로,046154,2015/12,UQ
(주)파고다타워종로,046154,2016/12,UQ
(주)파고다타워종로,046154,2017/12,UQ
(주)파고다타워종로,046154,2018/12,UQ
(주)파고다타워종로,046154,2019/12,UQ
(주)파고다타워종로,046154,2020/12,UQ
(주)파고다타워종로,046154,2021/12,UQ
(주)파고다타워종로,046154,2022/12,UQ
(주)파나블루,056563,2012/12,UQ
(주)파나블루,056563,2013/12,DS
(주)파나블루,056563,2014/12,DS
(주)파나블루,056563,2015/12,DS
(주)파나씨티,050724,2012/12,UQ
(주)파나씨티,050724,2013/12,UQ
(주)파나씨티,050724,2014/12,UQ
(주)파나씨티,050724,2015/12,UQ
(주)파나씨티,050724,2016/12,UQ
(주)파나씨티,050724,2017/12,UQ
(주)파나씨티,050724,2018/12,DU
(주)파나씨티,050724,2019/12,DU
(주)파나씨티,050724,2020/12,DU
(주)파낙스이엠,052013,2013/12,UQ
(주)파낙스이엠,052013,2014/12,UQ
(주)파디글스,042080,2018/12,UQ
(주)파라다이스디앤씨,069066,2013/12,NA
(주)파라다이스디앤씨,069066,2014/12,UQ
(주)파라다이스디앤씨,069066,2015/12,UQ
(주)파라다이스온천호텔,087458,2017/12,NA
(주)파라다이스온천호텔,087458,2018/12,UQ
(주)파라다이스온천호텔,087458,2019/12,UQ
(주)파라다이스온천호텔,087458,2020/12,UQ
(주)파라다이스온천호텔,087458,2021/12,UQ
(주)파라다이스온천호텔,087458,2022/12,UQ
(주)파라다이스티앤엘,072986,2014/12,NA
(주)파라다이스티앤엘,072986,2015/12,QS
(주)파라마운트컨설팅,058797,2012/12,DU
(주)파라마운트컨설팅,058797,2013/12,DS
(주)파란불에길건너기,094041,2019/12,NA
(주)파란불에길건너기,094041,2020/12,UQ
(주)파란불에길건너기,094041,2021/12,UQ
(주)파란불에길건너기,094041,2022/12,UQ
(주)파란엘림,093905,2019/12,NA
(주)파란엘림,093905,2020/12,QS
(주)파란하늘앤드지,048925,2012/12,UQ
(주)파란하늘앤드지,048925,2013/12,UQ
(주)파란하늘앤드지,048925,2014/12,UQ
(주)파란하늘앤드지,048925,2015/12,UQ
(주)파란하늘앤드지,048925,2016/12,UQ
(주)파란하늘앤드지,048925,2017/12,UQ
(주)파란하늘앤드지,048925,2018/12,UQ
(주)파란하늘앤드지,048925,2019/12,UQ
(주)파란하늘앤드지,048925,2020/12,UQ
(주)파란하늘앤드지,048925,2021/12,UQ
(주)파란하늘앤드지,048925,2022/12,UQ
(주)파랑,061659,2012/12,UQ
(주)파랑,061659,2013/12,UQ
(주)파랑,061659,2014/12,QG
(주)파랑,061659,2015/12,DS
(주)파로스관광호텔,070490,2013/12,NA
(주)파로스관광호텔,070490,2014/12,UQ
(주)파로스관광호텔,070490,2015/12,UQ
(주)파로스관광호텔,070490,2016/12,UQ
(주)파로스관광호텔,070490,2017/12,UQ
(주)파로스관광호텔,070490,2018/12,UQ
(주)파로스관광호텔,070490,2019/12,UQ
(주)파로스관광호텔,070490,2020/12,UQ
(주)파로스관광호텔,070490,2021/12,UQ
(주)파로스관광호텔,070490,2022/12,UQ
(주)파로스아이바이오,097161,2020/12,UQ
(주)파로스아이바이오,097161,2021/12,UQ
(주)파로스아이바이오,097161,2022/12,UQ
(주)파르마코리아,105081,2021/12,NA
(주)파르마코리아,105081,2022/12,QS
(주)파마리서치프로덕트,065736,2012/12,NA
(주)파마리서치프로덕트,065736,2013/12,UQ
(주)파마리서치프로덕트,065736,2014/12,UQ
(주)파마바이오테크코리아,101685,2021/12,NA
(주)파마바이오테크코리아,101685,2022/12,UQ
(주)파마킹,019370,2012/12,UQ
(주)파마킹,019370,2013/12,UQ
(주)파마킹,019370,2014/12,UQ
(주)파마킹,019370,2015/12,UQ
(주)파마킹,019370,2016/12,UQ
(주)파마킹,019370,2017/12,UQ
(주)파마킹,019370,2018/12,UQ
(주)파마킹,019370,2019/12,UQ
(주)파마킹,019370,2020/12,UQ
(주)파마킹,019370,2021/12,UQ
(주)파마킹,019370,2022/12,UQ
(주)파멕스,087150,2017/12,NA
(주)파멕스,087150,2018/12,UQ
(주)파멕스,087150,2019/12,UQ
(주)파멕스,087150,2020/12,UQ
(주)파멕스,087150,2021/12,UQ
(주)파멕스,087150,2022/12,UQ
(주)파미,060916,2012/12,UQ
(주)파미,060916,2013/12,UQ
(주)파미,060916,2014/12,UQ
(주)파미,060916,2015/12,UQ
(주)파미,060916,2016/12,UQ
(주)파미,060916,2017/12,UQ
(주)파미,060916,2018/12,UQ
(주)파미,060916,2019/12,UQ
(주)파미,060916,2020/12,UQ
(주)파미,060916,2021/12,UQ
(주)파미,060916,2022/12,UQ
(주)파버나인,038568,2012/12,UQ
(주)파버나인,038568,2013/12,UQ
(주)파버나인코리아,050084,2012/12,UQ
(주)파버나인코리아,050084,2013/12,UQ
(주)파버나인코리아,050084,2014/12,UQ
(주)파버나인코리아,050084,2015/12,UQ
(주)파사디코리아,058583,2012/12,UQ
(주)파사디코리아,058583,2013/12,UQ
(주)파사디코리아,058583,2014/12,UQ
(주)파사디코리아,058583,2015/12,UQ
(주)파사디코리아,058583,2016/12,UQ
(주)파사디코리아,058583,2017/12,UQ
(주)파사디코리아,058583,2018/12,UQ
(주)파사디코리아,058583,2019/12,UQ
(주)파사디코리아,058583,2020/12,UQ
(주)파사디코리아,058583,2021/12,UQ
(주)파사디코리아,058583,2022/12,UQ
(주)파수닷컴,048086,2012/12,UQ
(주)파스,103791,2021/12,NA
(주)파스,103791,2022/12,UQ
(주)파스코,065102,2012/12,QG
(주)파스코,065102,2013/12,DU
(주)파스텍,084993,2017/12,NA
(주)파스텍,084993,2018/12,QS
(주)파스텍,084993,2019/12,UQ
(주)파스텍,084993,2020/12,UQ
(주)파스텍,084993,2021/12,UQ
(주)파스텍,084993,2022/12,UQ
(주)파스텔,096856,2019/12,NA
(주)파스텔,096856,2020/12,AG
(주)파스토조,065725,2012/12,NA
(주)파스토조,065725,2013/12,QS
(주)파스토조,065725,2014/12,UQ
(주)파스토조,065725,2015/12,UQ
(주)파스토조,065725,2016/12,UQ
(주)파스토조,065725,2017/12,UQ
(주)파스토조,065725,2018/12,UQ
(주)파스토조,065725,2019/12,UQ
(주)파스토조,065725,2020/12,UQ
(주)파스토조,065725,2021/12,UQ
(주)파스토조,065725,2022/12,UQ
(주)파오정보기술,087475,2017/12,NA
(주)파오정보기술,087475,2018/12,QS
(주)파오정보기술,087475,2019/12,UQ
(주)파오정보기술,087475,2020/12,UQ
(주)파오정보기술,087475,2021/12,UQ
(주)파오정보기술,087475,2022/12,UQ
(주)파올,074267,2014/12,NA
(주)파올,074267,2015/12,QS
(주)파올,074267,2016/12,UQ
(주)파올,074267,2017/12,UQ
(주)파워넷,044224,2012/12,UQ
(주)파워넷,044224,2013/12,UQ
(주)파워넷,044224,2014/12,UQ
(주)파워넷,044224,2015/12,UQ
(주)파워넷,044224,2016/12,UQ
(주)파워넷,044224,2017/12,UQ
(주)파워닉스,102540,2021/12,NA
(주)파워닉스,102540,2022/12,QS
(주)파워디바이스,064436,2012/12,UQ
(주)파워디바이스,064436,2013/12,UQ
(주)파워디바이스,064436,2014/12,DU
(주)파워레인,092374,2018/12,NA
(주)파워레인,092374,2019/12,QS
(주)파워렉스코리아,070217,2013/12,NA
(주)파워렉스코리아,070217,2014/12,QS
(주)파워렉스코리아,070217,2015/12,UQ
(주)파워렉스코리아,070217,2016/12,UQ
(주)파워렉스코리아,070217,2017/12,UQ
(주)파워렉스코리아,070217,2018/12,UQ
(주)파워렉스코리아,070217,2019/12,UQ
(주)파워렉스코리아,070217,2020/12,UQ
(주)파워렉스코리아,070217,2021/12,DU
(주)파워맥스,030024,2012/12,UQ
(주)파워맥스,030024,2013/12,UQ
(주)파워맥스,030024,2014/12,UQ
(주)파워맥스,030024,2015/12,UQ
(주)파워맥스,030024,2016/12,UQ
(주)파워맥스,030024,2017/12,UQ
(주)파워맥스,030024,2018/12,UQ
(주)파워맥스,030024,2019/12,UQ
(주)파워맥스,030024,2020/12,UQ
(주)파워맥스,030024,2021/12,UQ
(주)파워맥스,030024,2022/12,UQ
(주)파워보이스,085788,2017/12,NA
(주)파워보이스,085788,2018/12,UQ
(주)파워보이스,085788,2019/12,UQ
(주)파워보이스,085788,2020/12,UQ
(주)파워보이스,085788,2021/12,DU
(주)파워보이스,085788,2022/12,QU
(주)파워산업개발,076767,2015/12,NA
(주)파워산업개발,076767,2016/12,UQ
(주)파워산업개발,076767,2017/12,UQ
(주)파워산업개발,076767,2018/12,UQ
(주)파워산업개발,076767,2019/12,UQ
(주)파워산업개발,076767,2020/12,UQ
(주)파워산업개발,076767,2021/12,UQ
(주)파워산업개발,076767,2022/12,UQ
(주)파워엠,094428,2019/12,NA
(주)파워엠,094428,2020/12,UQ
(주)파워엠,094428,2021/12,UQ
(주)파워엠,094428,2022/12,UQ
(주)파워엠엔씨,069909,2013/12,NA
(주)파워엠엔씨,069909,2014/12,UQ
(주)파워엠엔씨,069909,2017/12,UQ
(주)파워엠엔씨,069909,2018/12,UQ
(주)파워엠엔씨,069909,2019/12,UQ
(주)파워엠엔씨,069909,2020/12,UQ
(주)파워엠엔씨,069909,2021/12,UQ
(주)파워엠엔씨,069909,2022/12,UQ
(주)파워켐,087893,2017/12,NA
(주)파워켐,087893,2018/12,QS
(주)파워클,098167,2020/12,NA
(주)파워클,098167,2021/12,QS
(주)파워클,098167,2022/12,UQ
(주)파워텍일렉트로닉스,066405,2012/12,NA
(주)파워텍일렉트로닉스,066405,2013/12,QS
(주)파워텍일렉트로닉스,066405,2014/12,UQ
(주)파워텍일렉트로닉스,066405,2015/12,UQ
(주)파워텍일렉트로닉스,066405,2016/12,UQ
(주)파워텍일렉트로닉스,066405,2017/12,UQ
(주)파워텍일렉트로닉스,066405,2018/12,UQ
(주)파워텍코리아,093292,2019/12,NA
(주)파워텍코리아,093292,2020/12,UQ
(주)파웰코퍼레이션,091660,2018/12,NA
(주)파웰코퍼레이션,091660,2019/12,QS
(주)파이닉스알엔디,095885,2019/12,NA
(주)파이닉스알엔디,095885,2020/12,UQ
(주)파이닉스알엔디,095885,2021/12,UQ
(주)파이닉스알엔디,095885,2022/12,UQ
(주)파이닉스푸드,069525,2013/12,NA
(주)파이닉스푸드,069525,2014/12,UQ
(주)파이닉스푸드,069525,2015/12,UQ
(주)파이닉스푸드,069525,2016/12,UQ
(주)파이닉스푸드,069525,2017/12,UQ
(주)파이닉스푸드,069525,2018/12,UQ
(주)파이닉스푸드,069525,2019/12,UQ
(주)파이닉스푸드,069525,2020/12,UQ
(주)파이닉스푸드,069525,2021/12,UQ
(주)파이닉스푸드,069525,2022/12,UQ
(주)파이런텍,096813,2019/12,NA
(주)파이런텍,096813,2020/12,UQ
(주)파이런텍,096813,2021/12,UQ
(주)파이런텍,096813,2022/12,UQ
(주)파이로,080163,2016/12,NA
(주)파이로,080163,2017/12,QS
(주)파이맥스,073121,2014/12,NA
(주)파이맥스,073121,2015/12,QS
(주)파이버프로,029376,2012/12,UQ
(주)파이버프로,029376,2013/12,UQ
(주)파이버프로,029376,2014/12,UQ
(주)파이버프로,029376,2015/12,UQ
(주)파이버프로,029376,2016/12,UQ
(주)파이버프로,029376,2017/12,UQ
(주)파이버프로,029376,2020/12,UQ
(주)파이버프로,029376,2021/12,UQ
(주)파이브스페이스,106292,2021/12,NA
(주)파이브스페이스,106292,2022/12,QS
(주)파이빅스,104663,2021/12,NA
(주)파이빅스,104663,2022/12,QS
(주)파이오링크,040687,2012/12,UQ
(주)파이텍,067369,2012/12,NA
(주)파이텍,067369,2013/12,UQ
(주)파이프라인,047134,2012/12,UQ
(주)파이프라인,047134,2013/12,UQ
(주)파이프라인,047134,2014/12,UQ
(주)파이프라인,047134,2015/12,DU
(주)파이프라인,047134,2016/12,UQ
(주)파이프라인,047134,2017/12,UQ
(주)파이프라인,047134,2018/12,UQ
(주)파이프라인,047134,2019/12,UQ
(주)파이프라인,047134,2020/12,UQ
