회사명,거래소코드,회계년도,종가,PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),EV/EBITDA(IFRS),자기자본순이익률(IFRS),자산(*)(IFRS),당기순이익(손실)(IFRS),판매비와 관리비(물류원가 등 포함)(*)(IFRS),연구개발비(IFRS),매출액(수익)(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS)
(주)세아특수강,019440,2019/12,13450,11.8,8.79,0.46,0.34,23.5,17.5,0.24,0.18,5.68,3.79,453735614,11949212,20415092,56891,587357187,17813698
(주)세아특수강,019440,2020/12,11800,0,0,0.38,0.2,2.8,1.49,0.24,0.13,9.34,-0.59,427813823,-1855427,19753445,116800,471793047,96148
(주)세아특수강,019440,2021/12,15750,7.73,4.17,0.55,0.3,0,0,0.27,0.15,5.5,7.12,488152167,22497813,23756475,96611,634630430,26940814
(주)세아특수강,019440,2022/12,17150,20.71,9.83,0.74,0.35,22.82,10.83,0.31,0.15,7.34,3.5,520544283,11419399,27386703,1061814,760247864,21390921
(주)세아홀딩스,058650,2017/12,152000,17.01,12.09,0.79,0.56,18.25,12.97,16.25,11.55,23.94,4.69,1029729871,41040321,13579410,0,42947534,29368123
(주)세아홀딩스,058650,2018/12,97300,20.1,11.58,0.72,0.42,18.51,10.66,12.26,7.06,13.84,3.58,1039184692,32441902,19165402,0,53196802,34031400
(주)세아홀딩스,058650,2019/12,78600,8.36,6.3,0.43,0.33,13.72,10.34,8.12,6.12,12.8,5.2,1074470231,48800020,18539277,0,50222267,31682990
(주)세아홀딩스,058650,2020/12,76500,11.48,6.23,0.34,0.19,6.81,3.69,4.6,2.5,7.33,2.97,1106945273,28649949,15461463,0,71490184,56028721
(주)세아홀딩스,058650,2021/12,104500,0,0,0.57,0.32,12.75,7.24,9.7,5.5,13.04,-3.99,1048150272,-37825092,14503939,0,53192791,38688852
(주)세아홀딩스,058650,2022/12,108000,8.03,5.4,0.57,0.38,15.83,10.65,9.62,6.47,13.6,7.16,1129395124,68005571,17095381,0,56728965,39633585
(주)세우글로벌,013000,2017/12,1800,0,0,2.96,0.92,0,0,3.18,0.99,20.42,-1.97,44036822,-727920,2029022,0,33446419,1835103
(주)세우글로벌,013000,2018/12,1725,0,0,1.58,0.74,10.02,4.73,1.95,0.92,21.26,-3.74,45549136,-1348472,2005556,0,28386024,1528253
(주)세우글로벌,013000,2019/12,1990,96.31,44.68,1.91,0.89,19.41,9.01,3.23,1.5,43.26,2.16,46313652,848099,1966298,0,25316586,1080527
(주)세우글로벌,013000,2020/12,3000,35.14,9.92,2.56,0.72,46.1,13.02,3.96,1.12,40.32,7.18,47098886,3096621,2046108,0,27452348,1818516
(주)세우글로벌,013000,2021/12,1725,99.71,21.94,4.73,1.04,143.7,31.62,6.51,1.43,13.02,4.8,49475179,2113393,2285644,0,32394256,2626139
(주)세우글로벌,013000,2022/12,1640,64.12,25.8,1.85,0.74,29.18,11.74,2.99,1.2,24.05,2.88,49842667,1307423,2336559,0,28065827,1582371
(주)세이브존아이앤씨,067830,2017/12,4920,8.18,7.16,0.57,0.5,7.08,6.2,1.25,1.09,4.29,7.1,561656065,26942323,68124514,0,176743036,35974430
(주)세이브존아이앤씨,067830,2018/12,3435,8.11,5.18,0.48,0.3,22.43,14.32,1.19,0.76,3.37,6.13,574690418,25210961,66913652,0,172308540,33694012
(주)세이브존아이앤씨,067830,2019/12,3260,7.85,5.8,0.4,0.29,6.66,4.92,1.11,0.82,3.55,5.07,578221234,22338521,63353814,0,157811582,29634272
(주)세이브존아이앤씨,067830,2020/12,2945,15.28,6.98,0.34,0.15,25.34,11.57,1.12,0.51,5.76,2.2,559381457,9909637,58126933,0,134723062,14599171
(주)세이브존아이앤씨,067830,2021/12,2985,24.2,15.26,0.39,0.25,12.79,8.06,1.47,0.93,7.15,1.63,564254721,7411013,56286924,0,122173236,11023053
(주)세이브존아이앤씨,067830,2022/12,2500,18,10.69,0.36,0.21,5.48,3.25,1.38,0.82,4.14,1.99,573569548,9179410,57832506,0,119350275,9219026
(주)세진중공업,075580,2017/12,2820,96.45,57.65,1.12,0.67,7.18,4.29,0.68,0.41,17.92,1.12,346692858,1770236,11383414,0,250893275,6987423
(주)세진중공업,075580,2018/12,3885,286.51,156.94,1.3,0.71,9.75,5.34,0.94,0.51,19.79,0.44,351232399,687058,10262088,0,210536071,7280554
(주)세진중공업,075580,2019/12,4585,344.36,230.39,1.44,0.97,0,0,0.76,0.51,22.77,0.4,386471976,626253,12965290,0,283229382,7054365
(주)세진중공업,075580,2020/12,6690,0,0,3.39,0.44,49.33,6.46,1.74,0.23,109.86,-0.08,369492169,-126014,16000067,90324,267295950,-3648497
(주)세진중공업,075580,2021/12,5900,20.79,11.85,3.08,1.76,0,0,2.05,1.17,54.19,14.09,444397560,21873405,13909793,70928,221657469,1169498
(주)세진중공업,075580,2022/12,5150,39.06,22.08,3.32,1.88,21.27,12.02,1.39,0.79,15.51,7.95,411876748,12953357,13800578,38327,363065834,22255475
(주)셀트리온,068270,2017/12,,0,0,0,0,0,0,0,0,48.39,16.17,3138184505,362083993,141382907,84819020,828917202,477891619
(주)셀트리온,068270,2018/12,222500,206.16,103.61,28.49,14.32,139.4,70.06,57,28.64,64.82,9.51,3370639262,238274200,195162763,112670916,861884226,319413201
(주)셀트리온,068270,2019/12,181000,100.44,60.84,15.51,9.39,65.05,39.4,29.64,17.95,45.77,10.59,3674522702,289754685,208023653,116427322,981870269,363391097
(주)셀트리온,068270,2020/12,359000,105.83,36.33,23.36,8.02,170.53,58.53,32.21,11.06,55.85,16.35,4781125289,514270058,245688593,168118598,1689786997,709774140
(주)셀트리온,068270,2021/12,198000,93.34,46.31,19.77,9.81,66.99,33.24,33.27,16.51,30.25,15.52,5315369384,575982802,212706576,113088478,1615839890,717162653
(주)셀트리온,068270,2022/12,160500,59.18,38.26,10.83,7,1105.71,714.85,15.62,10.1,28.61,12.52,5571483130,511383102,266520456,130836009,1937469297,618890773
(주)솔루엠,248070,2017/12,,0,0,0,0,0,0,0,0,0,-23.93,213609469,-12073456,75231397,11070757,356976877,-10639688
(주)솔루엠,248070,2018/12,,0,0,0,0,0,0,0,0,0,-21.49,323635760,-9838115,71656014,7680450,499311737,-12712282
(주)솔루엠,248070,2019/12,,0,0,0,0,0,0,0,0,3.77,15.98,238254970,7131824,70885479,9687169,630887649,12553196
(주)솔루엠,248070,2020/12,,0,0,0,0,0,0,0,0,2.15,15.22,246695576,9482276,62989603,9027781,745788442,20103003
(주)솔루엠,248070,2021/12,22450,218.65,114,9.13,4.76,0,0,3.17,1.65,119.82,6.1,336635050,9016051,67380162,10412385,621506310,7905512
(주)솔루엠,248070,2022/12,17400,34,20.95,5.72,3.53,40.2,24.78,1.44,0.89,19.57,17.33,487384549,39493848,78823841,12031994,931449231,44671754
(주)수산인더스트리,126720,2017/12,,0,0,0,0,0,0,0,0,-0.67,19.11,162631521,24476508,7496506,599762,136252647,22461442
(주)수산인더스트리,126720,2018/12,,0,0,0,0,0,0,0,0,-0.9,20.46,195011093,31087577,10677532,892308,152339916,26367298
(주)수산인더스트리,126720,2019/12,,0,0,0,0,0,0,0,0,-0.53,17.52,230062429,31246316,11161535,567167,180764987,27758722
(주)수산인더스트리,126720,2020/12,,0,0,0,0,0,0,0,0,-1.11,12.45,252638069,25135413,11685241,606837,174160141,23509782
(주)수산인더스트리,126720,2021/12,,0,0,0,0,0,0,0,0,-1.38,21.79,311175333,52592318,13331689,26230,202220778,35242803
(주)수산인더스트리,126720,2022/12,22000,9.24,5.44,0.83,0.49,29.69,17.47,1.81,1.06,5.78,11.05,492299259,40180007,16521620,2604,205171983,38829652
(주)수산중공업,017550,2017/12,1410,51.15,33.01,1.21,0.78,21.01,13.56,1.17,0.76,14.97,2.31,114599020,2216312,22614453,3934480,96842444,2662284
(주)수산중공업,017550,2018/12,1650,0,0,1.56,0.76,27.57,13.43,1.82,0.88,72.22,-0.52,175148420,-501654,18300569,3074823,80001435,-101948
(주)수산중공업,017550,2019/12,2530,0,0,1.63,0.68,19.16,7.98,2.13,0.89,32.81,-0.24,162798129,-233556,13362801,1485243,71587306,3303610
(주)수산중공업,017550,2020/12,3050,251.53,53.27,2.3,0.49,21.32,4.51,3.84,0.81,37.26,0.89,156189236,856365,11439586,1161567,56155266,3379071
(주)수산중공업,017550,2021/12,2935,150.13,41.34,4.3,1.18,0,0,4.27,1.18,23.05,2.92,169136119,2945164,15508048,1306584,103586429,6215481
(주)수산중공업,017550,2022/12,2665,42.08,20.18,2.29,1.1,44.79,21.48,2.08,1,16.66,5.49,181493057,5939402,19444235,2007112,120360819,9391620
(주)시디즈,134790,2017/12,41200,336.66,113.19,4.88,1.64,0,0,8.29,2.79,0,1.42,23322114,308327,227078,0,12520488,-237673
(주)시디즈,134790,2018/12,36100,46.73,17.42,7.78,2.9,27.65,10.31,1.33,0.5,14.59,17.13,72030521,4018581,20772824,0,140959207,4303916
(주)시디즈,134790,2019/12,44250,16.28,8.89,4.11,2.25,7.24,3.96,0.66,0.36,8.02,27.34,67071398,7814880,30216105,0,192881845,8645139
(주)시디즈,134790,2020/12,55500,8.15,3.12,2.97,1.14,6.84,2.62,0.62,0.24,4.56,42.92,95773293,17344870,37174158,0,227490312,19746413
(주)시디즈,134790,2021/12,61300,13.7,8.19,2.94,1.76,0,0,0.7,0.42,7.08,23.47,84805501,12935477,47554733,0,251936903,12698998
(주)시디즈,134790,2022/12,39250,66.49,31.79,2.5,1.2,13.28,6.35,0.64,0.31,14.33,3.74,84677096,2331137,49242884,0,241730925,412795
(주)신도리코,029530,2017/12,63400,20.36,14.95,0.8,0.59,12.24,8.99,1.26,0.93,11.08,3.9,921617397,32930932,53734125,22783,531267060,28715841
(주)신도리코,029530,2018/12,45900,23.52,13.48,0.87,0.5,19.57,11.22,1.42,0.81,9.11,3.67,932011634,31635089,63930852,25164,524068949,18032535
(주)신도리코,029530,2019/12,36900,56.28,39.18,0.62,0.43,10.82,7.53,1.32,0.92,13.68,1.08,935800031,9313444,53050354,5962,397786844,2873389
(주)신도리코,029530,2020/12,26500,0,0,0.44,0.23,0,0,1.16,0.59,0,-1.05,904194397,-8969525,72500197,47077,322076518,-13484745
(주)신도리코,029530,2021/12,33050,3.71,2.55,0.4,0.27,12.01,8.26,1.19,0.82,10.12,11.1,1010678253,98833689,61854127,10346304,308631359,5643760
(주)신도리코,029530,2022/12,32350,12.24,9.94,0.41,0.33,11.8,9.58,1.05,0.85,40.77,3.31,1001305541,30885059,69657167,6792798,361238885,-5063090
(주)신성이엔지,011930,2017/12,1915,0,0,6.11,4.13,0,0,0.48,0.32,68.69,-43.63,646791896,-46165865,64578892,5109306,888339550,-14192673
(주)신성이엔지,011930,2018/12,1005,0,0,4.35,1.73,0,0,1.28,0.51,63.35,-7.42,344411291,-6749700,36883529,4057682,320628826,-10522502
(주)신성이엔지,011930,2019/12,950,27.26,17.76,2.18,1.42,19.31,12.58,0.74,0.48,24.82,8.18,362611554,8668285,35798177,4629955,317968150,4091145
(주)신성이엔지,011930,2020/12,3440,0,0,5.13,0.64,60.21,7.57,2.41,0.3,37.34,-13.75,366672666,-19883902,39129749,5329648,366980012,11336551
(주)신성이엔지,011930,2021/12,2145,0,0,4.28,2,0,0,2.31,1.08,291.06,-12.73,403271856,-22776018,39682069,5981150,329555144,-5390425
(주)신성이엔지,011930,2022/12,1555,122.76,69.35,3.77,2.13,0,0,1.15,0.65,28.44,2.71,438118921,4586002,43825137,5037996,489623723,11866394
(주)신세계,004170,2017/12,300000,21.3,11.4,0.98,0.52,9.78,5.23,1.82,0.97,11.95,4.64,6071901542,142101940,1094665120,0,1665520576,219809131
(주)신세계,004170,2018/12,256000,25.07,12.92,1.51,0.78,12.78,6.59,2.69,1.39,10.01,5.95,6089701363,186754859,1151703485,0,1739326807,242259490
(주)신세계,004170,2019/12,289000,4.82,2.98,0.91,0.56,11.02,6.81,2.18,1.35,10.89,20.43,7265903911,705956105,1050759270,0,1557606955,222095780
(주)신세계,004170,2020/12,239500,15.34,9.15,0.92,0.55,12.25,7.31,2.25,1.34,13.76,5.8,7535083634,214085442,1040113679,0,1459802056,126800778
(주)신세계,004170,2021/12,254000,14.75,9.52,0.87,0.56,5.51,3.56,1.93,1.25,10.83,5.94,7721030612,218625610,1110985414,0,1671594565,261518611
(주)신세계,004170,2022/12,220000,10.94,8.15,0.69,0.52,5.57,4.15,1.45,1.08,8.74,6.41,8345250728,247588341,1209779195,0,1865707316,348026286
(주)신세계아이앤씨,035510,2017/12,82400,14.74,11.77,0.91,0.73,8.88,7.09,0.46,0.36,3.99,5.98,227007557,9918388,41054601,0,320149548,15450270
(주)신세계아이앤씨,035510,2018/12,113000,11.46,4.59,1.81,0.72,24.39,9.75,0.9,0.36,6.08,16.32,305761482,29255441,45494843,3216,373531202,14894699
(주)신세계아이앤씨,035510,2019/12,107500,26.87,15.96,1.51,0.9,0,0,0.63,0.37,4.44,5.44,289754543,10657453,48549753,7704,456039721,18494390
(주)신세계아이앤씨,035510,2020/12,125500,3.89,1.78,1.35,0.62,7.28,3.32,0.56,0.26,3.83,33.89,283666197,69575051,37656970,648598,480307842,30011304
(주)신세계아이앤씨,035510,2021/12,198500,12.7,5.6,1.91,0.84,15.54,6.85,0.94,0.42,5.45,16,354134942,39007331,34296776,1933979,526089048,35527094
(주)신세계아이앤씨,035510,2022/12,13750,3.85,0.23,1.02,0.06,19.06,1.12,0.59,0.03,2.56,28.36,475059173,90361192,37463170,2963667,588156344,37071917
(주)신세계인터내셔날,031430,2017/12,74100,25.37,17.5,1.35,0.93,37.04,25.55,0.6,0.41,13.68,5.11,854969239,22597925,457918278,1625251,960655106,28996112
(주)신세계인터내셔날,031430,2018/12,194500,45.91,13.29,3.88,1.12,15.93,4.61,1.56,0.45,16.43,8.17,874767939,38023163,551104772,1889329,1120763405,67848761
(주)신세계인터내셔날,031430,2019/12,219500,39.47,17.98,4.94,2.25,22.88,10.42,1.88,0.86,14.25,12.15,1011909930,61140336,662482157,2455743,1282444400,86716935
(주)신세계인터내셔날,031430,2020/12,161500,31.46,15.53,3.61,1.78,20.83,10.28,1.6,0.79,15.38,11.16,1059874930,61610520,637383490,2387079,1211404312,40743970
(주)신세계인터내셔날,031430,2021/12,145500,30.26,17.36,2.93,1.68,12.76,7.32,1.28,0.74,9.33,9.3,1053099871,56149499,694465448,0,1324581497,80678058
(주)신세계인터내셔날,031430,2022/12,24750,13.68,1.83,1.86,0.25,12.65,1.69,0.86,0.11,7.35,13.34,1134250211,89493182,758554278,3149472,1430631262,99554619
(주)신세계푸드,031440,2017/12,132500,32.74,21.7,2.23,1.48,8.22,5.45,0.58,0.39,9.11,6.83,588037441,21055757,128830474,645596,1185685419,30783510
(주)신세계푸드,031440,2018/12,85400,94.66,43.17,2.23,1.02,23.85,10.88,0.55,0.25,7.6,2.3,617578691,7301941,129487303,667161,1263684652,28045555
(주)신세계푸드,031440,2019/12,70300,116.94,75.5,1.3,0.84,14.64,9.45,0.31,0.2,7.07,1.07,723899527,3410749,141509260,865085,1305874666,23368287
(주)신세계푸드,031440,2020/12,65300,0,0,1.12,0.55,4.72,2.3,0.25,0.12,10.58,-7.46,879880212,-22414943,145345319,695318,1226180219,9561106
(주)신세계푸드,031440,2021/12,81900,173.27,97.15,1.59,0.89,6.03,3.38,0.33,0.18,8.49,0.88,871652860,2503163,164596990,611375,1322704314,31138056
(주)신세계푸드,031440,2022/12,48050,0,0,1.17,0.64,16.06,8.82,0.23,0.13,7.76,-2.06,897129700,-5946048,182420372,728708,1404343641,22163568
(주)신영와코루,005800,2017/12,150000,20.75,15.64,0.6,0.45,109.87,82.83,0.97,0.73,11.99,2.83,325318026,8456385,98018360,0,180658696,6511025
(주)신영와코루,005800,2018/12,131000,48.03,32.86,0.52,0.36,42.08,28.79,0.91,0.63,29.72,1.07,329702592,3232199,99504287,0,169818531,1066231
(주)신영와코루,005800,2019/12,100000,39.45,26.92,0.43,0.29,40.77,27.82,0.73,0.5,24.19,1.08,340466296,3296381,104798190,0,177071146,219875
(주)신영와코루,005800,2020/12,104500,35.88,18.61,0.35,0.18,11.92,6.18,0.6,0.31,16.22,0.97,365719018,2984651,102089183,0,177639797,449147
(주)신영와코루,005800,2021/12,118500,16.09,10.96,0.38,0.26,12.19,8.31,0.62,0.42,15.73,2.32,372654678,7272679,110014087,0,189003208,3585268
(주)신영와코루,005800,2022/12,11150,11.57,0.8,0.42,0.03,21.26,1.48,0.67,0.05,10.37,3.6,385696451,11593733,114514984,0,201337780,7473489
(주)신원,009270,2017/12,2120,0,0,1.13,0.58,5977.43,3037.87,0.3,0.15,47.81,-4.7,426919878,-8394650,175050214,264145,634684342,1255817
(주)신원,009270,2018/12,1870,0,0,1.56,0.58,52.12,19.51,0.47,0.18,21.09,-3.22,418124203,-5824129,155915105,335735,617516948,8634595
(주)신원,009270,2019/12,1845,482.82,257.46,1.32,0.71,9.12,4.86,0.4,0.21,12.25,0.28,419441527,554470,153020061,337256,671016122,11389540
(주)신원,009270,2020/12,1410,0,0,0.95,0.46,34.01,16.33,0.25,0.12,18.58,-6.67,418496624,-13065424,133225601,347175,690237640,3330719
(주)신원,009270,2021/12,2920,26.41,9.03,1.68,0.57,0,0,0.39,0.14,11.69,6.51,512570594,13004980,158960052,436212,870189485,28306889
(주)신원,009270,2022/12,1545,16.12,7.96,1.37,0.67,5.57,2.75,0.3,0.15,7.08,8.27,536283517,18247911,189824152,446808,982793786,37103296
(주)신풍,002870,2017/12,822,60.49,3.25,1.16,0.06,23.32,1.26,0.38,0.02,7.38,1.97,151800927,849582,12739403,0,135122431,-2037713
(주)신풍,002870,2018/12,1305,7.49,3.27,1.24,0.54,4.64,2.02,0.43,0.19,1.66,17.04,165094268,8233384,9792303,0,144469919,11770052
(주)신풍,002870,2019/12,1495,3,1.77,0.9,0.53,3.69,2.18,0.42,0.25,1.64,33.47,183966791,20386830,10335098,0,146169541,12160986
(주)신풍,002870,2020/12,3500,5.95,0.84,1.84,0.26,0,0,7.42,1.05,0,35.62,103472819,29895000,11619296,0,23988730,-9293136
(주)신풍,002870,2021/12,2215,0,0,1.96,0.82,0,0,9.51,3.99,0,-9.69,91177831,-9009305,4913986,0,17725440,-2892549
(주)신풍,002870,2022/12,1150,0,0,1.19,0.51,0,0,6.87,2.92,0,-7.44,82035090,-6238117,4522706,0,13611377,-3731484
(주)신화다이나믹스,001770,2017/12,17200,0,0,1.01,0.56,18.89,10.39,0.59,0.33,0,-5.46,70239953,-2078375,8491358,0,61275313,-1807041
(주)신화다이나믹스,001770,2018/12,20350,15.47,8.92,1.03,0.59,5.62,3.24,0.48,0.28,8.21,6.28,64576396,2226279,3679670,0,71644133,3180505
(주)신화다이나믹스,001770,2019/12,21450,42.95,23.14,1.23,0.66,16.53,8.91,0.56,0.3,20.22,2.82,65306967,963221,4206748,0,74112165,1013612
(주)신화다이나믹스,001770,2020/12,20400,80.49,37.26,1.15,0.53,14.93,6.91,0.51,0.24,35.67,1.42,64200496,489045,4853013,0,77326955,187172
(주)신화다이나믹스,001770,2021/12,29950,9.09,4.24,1.3,0.61,0,0,0.5,0.23,7,15.4,71036421,5792585,3733702,0,104770706,5712546
(주)신화다이나믹스,001770,2022/12,31900,5.52,2.86,1.16,0.6,4.22,2.19,0.48,0.25,2.3,23.51,88291972,10819014,3382372,0,125263993,14179053
(주)신흥,004080,2017/12,11100,35.29,29.11,1.29,1.06,46.6,38.44,0.95,0.79,20.25,3.6,127268581,3264423,26533498,650256,120763130,3343368
(주)신흥,004080,2018/12,10300,46.83,35.44,1.38,1.04,75.81,57.37,1.03,0.78,29.46,2.88,127556739,2654486,27765133,695749,121270215,1104264
(주)신흥,004080,2019/12,9510,140.24,113.32,1.23,0.99,0,0,0.88,0.71,21.87,0.85,139417778,770090,27107378,809068,122712221,3031482
(주)신흥,004080,2020/12,11000,21.04,9.08,1.97,0.85,11.28,4.87,1.48,0.64,20.99,9.16,136764001,8212412,26169225,758382,116613943,3085609
(주)신흥,004080,2021/12,16150,13.82,7.5,1.9,1.03,28,15.2,1.45,0.79,10.13,14.16,130169357,13336199,23657070,785855,126874928,12001339
(주)신흥,004080,2022/12,14800,22.46,16.27,1.83,1.33,36.44,26.4,1.58,1.14,11.36,8.16,131824972,8289001,24149804,743691,117958170,9678013
(주)쌍방울,102280,2017/12,1160,2.05,0.98,0.96,0.46,69.35,33.08,3.04,1.45,0,58.92,619607730,144197169,38074127,157337,97187843,-12778880
(주)쌍방울,102280,2018/12,1015,0,0,1,0.48,225.32,108.4,2.26,1.08,62.88,-34.09,383442430,-89714375,31129628,87707,95330410,802847
(주)쌍방울,102280,2019/12,1095,0,0,1.06,0.67,0,0,2.12,1.34,0,-19.23,342302119,-37865868,29608696,108324,88048219,-9591958
(주)쌍방울,102280,2020/12,630,0,0,0.99,0.38,23.9,9.2,2.31,0.89,0,-16.68,338842574,-32309066,41701318,225353,89571693,-14413437
(주)쌍방울,102280,2021/12,810,0,0,1.69,0.7,0,0,4.13,1.71,889.27,-3.99,388192805,-8700435,28671027,114069,91955380,-1505538
(주)쌍방울,102280,2022/12,317,0,0,3.55,0.72,0,0,4.17,0.84,0,-63.67,138384157,-109021089,40195243,184137,98478361,-10258810
(주)쎌마테라퓨틱스,015540,2017/12,6490,0,0,9.94,3.64,0,0,4.35,1.59,0,-110.43,16795295,-7273836,5866105,0,16587387,-5531784
(주)쎌마테라퓨틱스,015540,2018/12,6970,0,0,16.13,7.81,0,0,4.77,2.31,0,-192.41,19551849,-10512043,8129568,1250000,11533367,-7957360
(주)쎌마테라퓨틱스,015540,2019/12,5260,0,0,19.15,10,0,0,7.87,4.11,0,-735.75,15233537,-24715289,12472872,286000,7499246,-12468505
(주)쎌마테라퓨틱스,015540,2020/12,8580,0,0,172.43,62.03,0,0,11.76,4.23,0,-990.15,32364394,-19488545,8530901,272727,9627738,-9230488
(주)쎌마테라퓨틱스,015540,2021/12,6410,0,0,49.89,25.68,0,0,14.34,7.38,0,-81.98,27008561,-6093677,4675538,811273,9568090,-4590769
(주)쎌마테라퓨틱스,015540,2022/12,6410,0,0,74.49,0,0,0,20.76,0,0,-48.11,16313158,-3904676,3035755,0,7582315,-2968176
(주)쏘카,403550,2017/12,,,,,,,,,,,,,,,,,
(주)쏘카,403550,2018/12,,,,,,,,,,,,,,,,,
(주)쏘카,403550,2019/12,,,,,,,,,,,,,,,,,
(주)쏘카,403550,2020/12,,,,,,,,,,,,,,,,,
(주)쏘카,403550,2021/12,,0,0,0,0,0,0,0,0,3.23,2.44,419878674,3660720,293376948,0,284953806,-8423142
(주)쏘카,403550,2022/12,21750,0,0,3.57,1.82,0,0,2.4,1.22,10.55,-3.79,573698840,-7715905,369115709,0,375330069,6214360
(주)씨아이테크,004920,2017/12,718,0,0,2.13,1.39,144.53,94.28,4.93,3.21,0,-42.69,31326807,-11269570,6463610,358906,8679568,-4510689
(주)씨아이테크,004920,2018/12,506,0,0,2.69,1.1,0,0,4.45,1.82,0,-23.22,29064073,-4844826,5073864,303402,12162305,-2156779
(주)씨아이테크,004920,2019/12,458,0,0,1.29,0.83,26.03,16.75,2.18,1.41,0,-11.49,36179584,-2758009,5450772,621839,15662771,-1637794
(주)씨아이테크,004920,2020/12,899,0,0,1.65,0.32,0,0,2.48,0.48,0,-30.97,44414767,-8043322,6790031,1308250,16542963,-2746572
(주)씨아이테크,004920,2021/12,1525,0,0,2.3,0.94,0,0,4.87,1.99,0,-28.68,52389816,-8744015,6719328,1938012,16977463,-1678443
(주)씨아이테크,004920,2022/12,876,34.55,14.99,1.76,0.76,21.21,9.2,3.36,1.46,47.39,5.57,64399134,2219838,7474972,1987247,22844046,330915
(주)씨티알모빌리티,308170,2017/12,,0,0,0,0,0,0,0,0,4.05,11.43,164757169,6516429,15918041,392816,249688927,7796119
(주)씨티알모빌리티,308170,2018/12,,0,0,0,0,0,0,0,0,4.11,5.63,188266757,3727392,10626866,2118953,226261111,7204892
(주)씨티알모빌리티,308170,2019/12,15750,51.03,17.6,1.61,0.56,9.45,3.26,0.68,0.24,11.33,3.35,191050052,2773591,10806548,1876564,207395852,4194188
(주)씨티알모빌리티,308170,2020/12,26750,105.13,35.31,4.39,1.47,24.79,8.32,1.73,0.58,22.9,4.15,231863468,3808528,14884097,1650226,231860590,413763
(주)씨티알모빌리티,308170,2021/12,22500,0,0,4.27,2.11,180.82,89.41,1.27,0.63,26.14,-0.75,232428519,-664223,16513395,3615041,275893310,-902373
(주)씨티알모빌리티,308170,2022/12,13000,0,0,2.26,0.95,0,0,0.75,0.32,30.03,-6.51,261045349,-6000478,18632355,4090611,295033458,-4500976
(주)아모레퍼시픽,090430,2017/12,304500,79.71,51.37,6.75,4.35,68.64,44.23,6.98,4.5,31.05,8.11,4786271661,317768947,2050813808,93324000,3627543045,474371354
(주)아모레퍼시픽,090430,2018/12,209500,89.46,36.56,6.21,2.54,49.12,20.08,6.69,2.74,23.27,6.65,4678941055,274660919,2143454637,97003000,3670704957,372274999
(주)아모레퍼시픽,090430,2019/12,200000,50.41,24.73,4.03,1.98,35.21,17.27,4.24,2.08,18.61,7.65,4950233655,329297061,2308003987,97684000,3913830166,440472610
(주)아모레퍼시픽,090430,2020/12,206000,158.93,93.51,3.97,2.33,50.65,29.8,5.5,3.24,34.25,2.38,4897611155,104437154,1858739595,92220000,3016950983,158775252
(주)아모레퍼시픽,090430,2021/12,167000,73.93,38.32,4.61,2.39,42.19,21.87,5.96,3.09,20.07,6.13,5291052656,280076339,2005430071,106718000,3475232780,340130607
(주)아모레퍼시픽,090430,2022/12,137500,72.42,32.57,2.87,1.29,99.42,44.71,4.64,2.09,21.19,3.84,5264930130,184011398,1646684327,99677000,2874461833,235366929
(주)아모레퍼시픽그룹,002790,2017/12,141000,194.01,128.54,8.62,5.71,207.76,137.65,143.23,94.9,180.73,4.41,1743451597,74005161,33745000,0,100241557,64928574
(주)아모레퍼시픽그룹,002790,2018/12,72700,284.04,103.19,8.33,3.03,290.42,105.51,191.53,69.58,131.18,2.9,1760509303,49452021,28536787,0,73339514,44802728
(주)아모레퍼시픽그룹,002790,2019/12,82700,66.12,38.17,4,2.31,59.9,34.58,50.9,29.38,55.76,6.4,2038709896,118327675,28624966,0,153702106,125077140
(주)아모레퍼시픽그룹,002790,2020/12,54900,0,0,4.63,2.17,276.67,129.83,169.83,79.69,148.92,-0.56,2001905919,-10934651,21564333,0,52397913,30833580
(주)아모레퍼시픽그룹,002790,2021/12,44350,68.87,34.61,3.89,1.95,318.68,160.13,214.36,107.71,306.15,5.65,2115979028,112345670,24852306,0,36094473,11242167
(주)아모레퍼시픽그룹,002790,2022/12,34900,30.76,13.69,2.3,1.02,43.51,19.37,32.52,14.48,23.77,7.68,2253119953,162290534,23713074,0,153491537,129778463
(주)아센디오,012170,2017/12,722,0,0,4.2,1.92,182.66,83.4,6.34,2.9,0,-59.96,111289472,-37123443,6400326,235679,34526626,-2759244
(주)아센디오,012170,2018/12,410,0,0,2.41,0.87,0,0,16.97,6.15,0,-31.68,95675654,-17640017,7861464,238746,8399543,-11295880
(주)아센디오,012170,2019/12,150,0,0,0,0,0,0,4.26,1.1,0,0,48829715,-60760662,6981830,266401,23296229,-8533411
(주)아센디오,012170,2020/12,1485,0,0,5.45,0.55,0,0,7.38,0.75,0,0,28022853,-19437148,4003950,0,14999260,-1554897
(주)아센디오,012170,2021/12,1370,0,0,6.16,1.58,0,0,12.61,3.24,0,-24.91,67529072,-8265802,7509003,730367,21553733,-3324656
