회사명,거래소코드,회계년도,종가,PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),EV/EBITDA(IFRS),자기자본순이익률(IFRS),자산(*)(IFRS),당기순이익(손실)(IFRS),판매비와 관리비(물류원가 등 포함)(*)(IFRS),연구개발비(IFRS),매출액(수익)(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS)
(주)DB하이텍,000990,2017/12,12000,14.03,6.76,2.58,1.24,5.73,2.76,1.54,0.74,3.71,18.46,977575054,74401732,111213462,54428000,679737744,142353689
(주)DB하이텍,000990,2018/12,10850,9.74,4.68,1.84,0.88,5.07,2.44,1.38,0.67,3.73,19.32,1050696487,95087399,102452079,52810000,669279136,112884303
(주)DB하이텍,000990,2019/12,27600,10.6,3.67,2.12,0.73,7.99,2.76,1.59,0.55,5.36,20.4,1089400761,121159865,112967914,55296000,807416423,181155872
(주)DB하이텍,000990,2020/12,51000,14.05,3.9,3.07,0.85,7.5,2.08,2.49,0.69,6.85,23,1179256936,165657642,119696018,58511000,935919766,239188805
(주)DB하이텍,000990,2021/12,72700,11.12,6.84,3.3,2.03,9.01,5.54,2.9,1.78,5.94,33.34,1548223597,316919978,136246175,64222000,1214682040,398950429
(주)DB하이텍,000990,2022/12,37150,6.81,2.77,2.43,0.99,5.22,2.13,2.27,0.92,1.84,40.72,2120023184,558546974,164630309,76450000,1675287534,768587460
(주)HJ중공업,097230,2017/12,3310,0,0,0.99,0.54,1.5,0.82,0.32,0.17,19.3,-40.75,3312303000,-299028000,105733000,1854000,1737428000,86683000
(주)HJ중공업,097230,2018/12,1655,0,0,0,0,2.34,0.95,0.24,0.1,0,0,2388369000,-963474000,265827000,2209000,1750954000,-66005000
(주)HJ중공업,097230,2019/12,4985,0,0,3.63,0.32,6.32,0.56,0.55,0.05,14.52,0,2465650000,-73654000,93343000,1734000,1609530000,77055000
(주)HJ중공업,097230,2020/12,7320,11.15,3.91,2.68,0.94,3.38,1.18,0.5,0.18,18.1,26.97,2189125000,76553000,78734000,2034000,1694634000,51087000
(주)HJ중공업,097230,2021/12,8040,0,0,2.03,1.3,0,0,0.51,0.33,0,-37.2,2381044000,-139995000,88342000,1317000,1705790000,-109186000
(주)HJ중공업,097230,2022/12,3915,0,0,1.84,0.7,8.4,3.22,0.39,0.15,40.85,-12.28,2563983000,-50187000,89937000,1398000,1787366000,6360000
(주)MH에탄올,023150,2017/12,6340,10.39,7.36,0.99,0.7,5.7,4.04,1.27,0.9,7,9.23,107437079,5903108,3240303,0,48270464,10452914
(주)MH에탄올,023150,2018/12,5890,7.8,5.07,0.78,0.51,7.67,4.98,1.09,0.71,7.62,9.84,109656889,6553371,3583247,0,46943080,9028515
(주)MH에탄올,023150,2019/12,6140,0,0,0.91,0.71,8.03,6.25,1.1,0.85,8.65,-7.82,101058662,-5004935,3748048,0,46992295,7828586
(주)MH에탄올,023150,2020/12,8410,87.73,37.65,1.85,0.79,13.28,5.7,1.98,0.85,9.87,1.98,97515830,1156387,4129662,0,51277355,8238755
(주)MH에탄올,023150,2021/12,10200,29.13,11.35,2.62,1.02,70.86,27.62,3.14,1.22,20.4,8.54,98740736,4938622,4480914,0,45892137,3675428
(주)MH에탄올,023150,2022/12,7610,17.72,9.28,1.68,0.88,0,0,1.96,1.03,42.2,9.44,110116900,5685051,4114559,0,51400289,585536
(주)SH에너지화학,002360,2017/12,1405,22.84,16.66,2.03,1.48,12.48,9.11,1.1,0.8,8.38,8.53,123261552,8905104,9771675,82098,184672638,13189274
(주)SH에너지화학,002360,2018/12,1100,74.92,32.62,2.06,0.9,48.38,21.06,1.15,0.5,19.56,2.64,120895795,2766802,8883270,96821,180753289,2811557
(주)SH에너지화학,002360,2019/12,1020,0,0,1.75,1.02,11.61,6.75,1.22,0.71,849.43,-3.13,121126250,-3151629,8663622,100899,138161816,-2363194
(주)SH에너지화학,002360,2020/12,835,0,0,2.17,0.62,51.03,14.66,2.12,0.61,0,-7.71,116570206,-7218778,8066987,118740,91354318,-7104116
(주)SH에너지화학,002360,2021/12,973,213.18,122.6,1.79,1.03,0,0,1.15,0.66,31.82,0.83,118423520,753350,9088334,0,139283569,721605
(주)SH에너지화학,002360,2022/12,821,160.64,74.09,2.17,1,0,0,1.23,0.57,28.99,1.34,123343925,1231472,9577695,0,160633871,548817
(주)SIMPAC,009160,2017/12,4130,21.2,16.19,0.68,0.52,0,0,0.74,0.57,7.78,3.15,343005145,7133940,20694784,0,203150228,13971089
(주)SIMPAC,009160,2018/12,2440,2.44,0.93,0.38,0.14,4.19,1.6,0.57,0.22,11.15,19.65,628334175,62381304,18072612,0,268863854,7215888
(주)SIMPAC,009160,2019/12,2945,23.11,13.08,0.64,0.36,5.89,3.33,0.68,0.38,9.89,2.77,608693104,11507259,26405466,0,391970769,8438305
(주)SIMPAC,009160,2020/12,2470,7.45,4.14,0.46,0.25,451.62,251.07,0.72,0.4,11.28,6.16,656622388,26301694,20822065,0,272087150,6895814
(주)SIMPAC,009160,2021/12,6410,9.89,2.45,1.36,0.34,14.08,3.49,1.32,0.33,4.32,14.12,796759604,65314306,38993358,0,490855059,80178305
(주)SIMPAC,009160,2022/12,4685,12.87,6.07,1.21,0.57,26.7,12.6,1.21,0.57,3.27,9.43,784010055,47519888,47604633,0,504474738,87061651
(주)SNT에너지,100840,2017/12,16100,32.32,20.87,0.64,0.41,0,0,0.8,0.52,2.64,1.98,300266693,4581777,18839719,747653,184091945,19201911
(주)SNT에너지,100840,2018/12,11050,68.56,41.57,0.55,0.33,8.67,5.26,0.9,0.54,123.89,0.78,280991534,1825479,22658363,683800,139516396,-1892191
(주)SNT에너지,100840,2019/12,19800,10.43,5.41,0.64,0.33,0,0,0.75,0.39,7.79,6.12,331391237,14578960,17851276,732767,202822913,14679703
(주)SNT에너지,100840,2020/12,15650,15.88,8.18,0.64,0.33,2.25,1.16,0.65,0.33,2.21,3.9,332066179,9407217,16313529,187866,229991237,22712569
(주)SNT에너지,100840,2021/12,18550,16.42,8.76,0.88,0.47,7.6,4.05,1.28,0.69,3.71,5.37,322124195,12937903,14699511,0,165465874,13710198
(주)SNT에너지,100840,2022/12,18650,31.13,16.14,0.84,0.44,10.48,5.43,1.11,0.58,29.57,2.64,385516446,6511262,16785672,0,182667959,2286564
(주)SNT홀딩스,036530,2017/12,15750,69.81,54.44,0.69,0.54,47.1,36.73,39.27,30.62,43.53,0.98,425435423,4172419,2015960,0,7417869,5401909
(주)SNT홀딩스,036530,2018/12,13000,41.82,28.32,0.62,0.42,38.86,26.31,35.66,24.15,38.53,1.47,422804813,6218079,1900080,0,7292112,5392033
(주)SNT홀딩스,036530,2019/12,15450,29.1,20.64,0.66,0.47,26.64,18.89,24.42,17.32,27.67,2.2,417172874,9244252,2024424,0,11015928,8991504
(주)SNT홀딩스,036530,2020/12,14900,11.93,7.14,0.66,0.39,11.95,7.15,10.82,6.47,10.45,5.46,423961201,22951239,2336659,0,25309708,22973048
(주)SNT홀딩스,036530,2021/12,17600,23.61,14.19,0.93,0.56,23.29,14.01,20.66,12.42,17.04,3.9,425705145,16540428,2395739,0,18896929,16501190
(주)SNT홀딩스,036530,2022/12,15700,18.68,11.4,0.83,0.51,18.52,11.3,16.78,10.24,13.42,4.43,434669253,19026274,2435995,0,21175696,18739701
(주)STX,011810,2017/12,23850,11.28,0.79,89.15,6.26,40.4,2.84,2.38,0.17,20.72,0,520393000,336179000,23434000,0,1595494000,30170000
(주)STX,011810,2018/12,11750,142.82,40.18,11.95,3.36,0,0,0.54,0.15,0,9.4,446758000,5024000,17055000,0,1329890000,-6902000
(주)STX,011810,2019/12,8010,0,0,7.88,2.79,30.55,10.84,0.31,0.11,0,-65.84,462734000,-37142000,26114000,0,1237876000,-13697000
(주)STX,011810,2020/12,5600,0,0,7.04,3.34,2.57,1.22,0.22,0.1,0,-43.36,362854000,-16578000,21325000,0,788462000,-7439000
(주)STX,011810,2021/12,4100,0,0,6.68,1.51,0,0,0.6,0.14,22.89,-37.55,389174000,-16136000,18573000,0,647804000,7736000
(주)STX,011810,2022/12,5500,0,0,5.85,2.05,0,0,0.27,0.1,45.6,-29.15,376964000,-14969000,25011000,0,879729000,1979000
(주)TCC스틸,002710,2017/12,1890,0,0,0.71,0.47,0,0,0.18,0.12,14.62,-2.56,248896237,-2328706,22532022,0,333762378,6759804
(주)TCC스틸,002710,2018/12,2000,7.99,4.81,0.64,0.39,4.33,2.61,0.17,0.1,7.54,8.05,268135677,7565000,14196981,0,351301866,16306122
(주)TCC스틸,002710,2019/12,2720,34.42,21.21,0.73,0.45,0,0,0.2,0.12,10.29,2.04,270265082,1996130,14356868,0,339334364,12657106
(주)TCC스틸,002710,2020/12,5290,0,0,1.51,0.25,0,0,0.44,0.07,31.84,-3.24,261204640,-3176050,14487393,0,323435107,2414062
(주)TCC스틸,002710,2021/12,9680,8.64,2.92,2.08,0.7,38.63,13.06,0.61,0.21,10.76,25.64,308992347,28951451,16776978,0,407836319,23158320
(주)TCC스틸,002710,2022/12,9350,16.12,8.29,2.24,1.15,0,0,0.71,0.36,8.31,15.4,433842077,23192371,27159789,0,527359655,42909458
(주)강원랜드,035250,2017/12,34800,19.36,15.86,2.56,2.1,18.16,14.88,5.28,4.32,12.07,12.94,4182527382,437096330,281945764,64234,1602901764,535824585
(주)강원랜드,035250,2018/12,32000,24.65,18.2,2.15,1.59,20.02,14.79,5.1,3.77,13.61,8.39,4229630541,297320114,274005028,49171,1436042435,434851737
(주)강원랜드,035250,2019/12,29600,22.02,17.63,2.09,1.67,18.07,14.46,4.87,3.9,11.04,9.19,4436461953,335609508,280523986,60061,1517612252,502725264
(주)강원랜드,035250,2020/12,23500,0,0,1.96,1.06,0,0,13.33,7.17,0,-8.01,3635973900,-278763195,363985953,8215,477474858,-430879909
(주)강원랜드,035250,2021/12,24050,0,0,1.95,1.43,29.49,21.53,8.06,5.88,191.74,-0.37,3817618525,-11910505,113415715,10650,787377362,-52800541
(주)강원랜드,035250,2022/12,23200,52.89,41.72,1.84,1.45,14.6,11.52,4.83,3.81,16.67,3.48,4157624144,115887555,130753710,72608,1269418094,217938432
(주)갤럭시아에스엠,011420,2017/12,2935,0,0,2.63,1.43,0,0,2.72,1.48,0,-13.83,48958128,-5899738,3179800,0,36917656,-3330404
(주)갤럭시아에스엠,011420,2018/12,1660,0,0,3.72,1.31,0,0,4.29,1.51,0,-46.6,33337692,-15678085,4605442,0,22030258,-6687587
(주)갤럭시아에스엠,011420,2019/12,1485,0,0,4.85,1.92,120.21,47.75,3.45,1.37,27.74,-5.66,28241598,-1375316,2571538,0,28732679,-776659
(주)갤럭시아에스엠,011420,2020/12,1430,63.84,19.4,3.24,0.98,21.89,6.65,3.21,0.98,12.23,4.63,28554685,983909,1498577,0,19539594,1375120
(주)갤럭시아에스엠,011420,2021/12,3055,28.25,10.44,3.28,1.21,64.52,23.84,3.6,1.33,16.04,13.69,40900713,3681735,4422947,0,28899467,3452415
(주)갤럭시아에스엠,011420,2022/12,1700,18.57,8.81,2.68,1.27,98.29,46.62,2.85,1.35,10.34,13.9,57863012,4613111,5858597,0,30093883,4174665
(주)경농,002100,2017/12,6010,12.76,10.23,0.85,0.68,10.23,8.2,1.03,0.82,12.59,6.42,268967010,11539079,43121579,8345382,143175105,9079453
(주)경농,002100,2018/12,10800,36.55,12.7,1.97,0.68,75.99,26.41,2.4,0.84,14.26,5.2,285031873,9613575,39627710,6973495,146216658,15180272
(주)경농,002100,2019/12,11350,74.8,30.72,2.89,1.19,120.26,49.39,3.49,1.43,17.34,3.74,297197088,7061857,44960436,6692978,151342037,11750268
(주)경농,002100,2020/12,12000,41.06,11.95,2.27,0.66,50.32,14.64,2.59,0.75,17.74,5.39,299102193,10459504,46262714,7110304,165655312,11856809
(주)경농,002100,2021/12,12250,15.53,8.43,1.86,1.01,17.94,9.73,2.18,1.18,14,11.9,312930580,24475008,46033257,6266170,174767545,14712953
(주)경농,002100,2022/12,10100,15.87,8.92,1.38,0.77,11.19,6.29,1.46,0.82,6.88,8.5,342108581,18699263,50596796,5463058,202589425,26820420
(주)경동나비엔,009450,2017/12,51300,43.09,23.81,3.32,1.83,52.17,28.83,1.23,0.68,16.06,7.54,391400492,16291264,114583201,8781572,569819524,32019764
(주)경동나비엔,009450,2018/12,41550,40.92,19.43,4.09,1.94,0,0,1.51,0.72,14.24,9.87,440513661,22818064,122339017,12275514,618058456,29337538
(주)경동나비엔,009450,2019/12,46600,38.7,20.22,3.27,1.71,20.77,10.85,1.21,0.63,11.32,8.27,461607017,20474157,137056391,10011736,655419303,39202886
(주)경동나비엔,009450,2020/12,52100,41.68,17.57,2.95,1.24,14.47,6.1,1.05,0.44,11.08,7.05,535511600,18888348,170451205,9986857,746324940,45462923
(주)경동나비엔,009450,2021/12,54900,17.21,10.21,3.13,1.86,15.76,9.35,1.13,0.67,10.75,19.39,667507445,62278873,201310319,12577550,951116272,46249999
(주)경동나비엔,009450,2022/12,33800,21.77,11,2.47,1.25,33.38,16.87,0.97,0.49,5.85,11.38,716145017,43696303,222889082,14459374,979557978,58702662
(주)경동도시가스,267290,2017/12,36250,,,,,,,,,,,707917077,17678888,55682161,0,870828897,21529500
(주)경동도시가스,267290,2018/12,33200,7.32,4.46,0.82,0.5,2.07,1.26,0.15,0.09,0.82,10.66,775880913,33981432,82145199,0,1605687067,43022492
(주)경동도시가스,267290,2019/12,21250,9.59,4.91,0.72,0.37,6.95,3.56,0.16,0.08,1.02,7.42,747453908,24355132,83393461,0,1421866212,27681162
(주)경동도시가스,267290,2020/12,18600,7.1,3.78,0.39,0.21,0,0,0.12,0.07,1.61,5.43,697182108,18813524,83965284,0,1086023402,17853641
(주)경동도시가스,267290,2021/12,22600,7.4,4.7,0.46,0.29,1.19,0.75,0.11,0.07,-0.06,6.09,901837037,22198050,85554698,0,1456385933,26830709
(주)경동도시가스,267290,2022/12,25300,9.42,4.96,0.58,0.31,4.24,2.23,0.1,0.05,1.55,6.13,1064615087,23488574,89163560,0,2304288140,25053659
(주)경동인베스트,012320,2017/12,42750,31.06,14.18,0.73,0.34,4.54,2.07,367.59,167.82,26.27,1.67,318031347,7248447,2869295,0,612436,-2256859
(주)경동인베스트,012320,2018/12,37250,114.12,52.56,0.58,0.27,103.98,47.89,24.09,11.09,434.79,0.51,318776653,1574966,3987138,0,7460898,-161816
(주)경동인베스트,012320,2019/12,36650,0,0,0.38,0.24,114.72,71.1,13.6,8.43,190.33,-0.3,316572482,-917643,4807448,0,8641051,-95605
(주)경동인베스트,012320,2020/12,31200,71.87,29.97,0.31,0.13,0,0,12.22,5.1,78.16,0.43,306973265,1309750,4636649,0,7700621,467407
(주)경동인베스트,012320,2021/12,35350,336.86,186.3,0.4,0.22,146.17,80.84,13.58,7.51,73.09,0.12,306026123,357360,4926546,0,8866143,617584
(주)경동인베스트,012320,2022/12,98500,0,0,1.13,0.23,153.12,30.79,28.83,5.8,89.53,-2.47,296772228,-7427562,4794790,0,11483708,2155029
(주)경방,000050,2017/12,13900,18.1,13.99,0.66,0.51,9.06,7,1.61,1.25,9.19,3.67,1199063663,25679379,60320796,12785,288103985,39411167
(주)경방,000050,2018/12,10800,16.01,9.67,0.65,0.39,15.88,9.59,1.67,1.01,8.2,4.05,1226545382,29198252,62297979,25475,279085217,38971836
(주)경방,000050,2019/12,9280,15.48,11.29,0.47,0.34,5.27,3.84,1.36,0.99,7.83,3.02,1296265431,22223943,63022915,22187,253552382,38966424
(주)경방,000050,2020/12,12400,16.02,7.11,0.55,0.25,8.95,3.98,1.84,0.82,8.7,3.47,1212393834,26011323,70775739,15722,226061886,25369343
(주)경방,000050,2021/12,13750,18.47,13.53,0.56,0.41,0,0,1.58,1.16,9.88,3.05,1214189554,23305944,78164690,2793,271718425,28677974
(주)경방,000050,2022/12,10800,0,0,0.64,0.38,8.58,5.02,1.8,1.06,6.65,-0.34,1140221654,-2569789,89298364,0,269780478,36897227
(주)경보제약,214390,2017/12,12550,19.7,14.37,2.66,1.94,13.71,10.01,1.85,1.35,8.94,13.26,204869399,17963310,30036042,765403,191661374,24586649
(주)경보제약,214390,2018/12,10250,31.44,16.95,2.91,1.57,0,0,2.05,1.1,9.81,9.03,221622993,13116049,31994604,769777,201343596,17266575
(주)경보제약,214390,2019/12,8260,52.24,33.2,1.93,1.22,11.67,7.41,1.44,0.92,13.16,3.55,237816742,5285239,34522080,1418246,191706189,6194073
(주)경보제약,214390,2020/12,16350,57.45,11.64,3.59,0.73,25.98,5.27,2.51,0.51,20.83,6.16,253239177,9404446,43803308,6238238,215285095,8661432
(주)경보제약,214390,2021/12,10750,0,0,3.17,1.36,24.88,10.67,2.62,1.12,50.44,-4.97,236979153,-7495179,41985137,5053263,170659645,-6624844
(주)경보제약,214390,2022/12,10000,434.61,190.87,1.91,0.84,26.2,11.51,1.35,0.59,22.3,0.42,240544942,610590,43025220,3076836,196264902,1392652
(주)경인양행,012610,2017/12,5800,524.66,279.82,1.49,0.8,427.19,227.83,1.44,0.77,57.16,0.28,296909084,531273,28970760,0,193975818,159204
(주)경인양행,012610,2018/12,5800,40.51,25.59,1.57,0.99,329.61,208.22,1.35,0.85,17.82,3.81,344908257,7419717,40878853,0,222659442,11975046
(주)경인양행,012610,2019/12,7740,85.88,46.23,2.11,1.14,0,0,1.68,0.9,20,2.4,381063538,4797711,42802896,0,245244968,14176378
(주)경인양행,012610,2020/12,7040,0,0,2.34,0.8,11.57,3.95,2.01,0.69,67.73,-5.21,386097816,-10222700,46476293,0,214380449,-5436685
(주)경인양행,012610,2021/12,6940,18.09,13.58,1.62,1.22,242.45,181.99,1.18,0.89,14.7,9.01,462114130,18015605,53999182,0,276226577,16094740
(주)경인양행,012610,2022/12,4090,41.9,22.01,1.55,0.81,15.1,7.93,1.31,0.69,12.03,3.64,397711513,7674928,54990334,0,245973699,10919529
(주)광명전기,017040,2017/12,2590,0,0,1.86,1.21,29.11,18.91,1.46,0.95,18.71,-1.57,128881408,-1349854,5905693,0,105083042,3754872
(주)광명전기,017040,2018/12,2620,74.9,29.01,2.81,1.09,0,0,2.46,0.95,22.94,3.67,124159091,3182514,6660054,0,96949804,2970976
(주)광명전기,017040,2019/12,2280,22.81,11.52,1.64,0.83,6.25,3.16,1.18,0.6,9.52,7.1,140591786,6470387,6130677,0,125009206,7313078
(주)광명전기,017040,2020/12,2010,21.97,9.3,1.13,0.48,15.07,6.38,0.96,0.4,10.12,5.07,149581712,4892166,6248569,0,112536086,4730459
(주)광명전기,017040,2021/12,2570,42.87,18.65,1.95,0.85,0,0,1.6,0.7,23.3,4.55,150647821,4589096,5710101,0,122750668,2324391
(주)광명전기,017040,2022/12,2085,45.39,19.62,1.84,0.79,0,0,1.45,0.63,14.89,3.99,153664335,4153557,6137980,0,130228176,4340165
(주)광주신세계,037710,2017/12,229500,9,7.36,0.75,0.61,8.39,6.86,2.05,1.68,6,8.59,655018971,47846191,84738271,0,209647360,56289748
(주)광주신세계,037710,2018/12,180000,8.73,5.85,0.64,0.43,7.31,4.9,2.91,1.95,4.3,7.52,696204982,45093180,67411400,0,135213362,50068808
(주)광주신세계,037710,2019/12,164000,7,5.22,0.51,0.38,4.49,3.35,2.15,1.61,2.76,7.44,752423111,47668959,81207140,0,154879496,55102645
(주)광주신세계,037710,2020/12,153000,6.73,4.13,0.42,0.26,5.73,3.52,1.97,1.21,2.28,6.35,784428251,43159504,83242337,0,147508454,48310490
(주)광주신세계,037710,2021/12,181000,7.37,4.53,0.53,0.32,4.98,3.06,2.27,1.4,1.47,7.26,852280199,52393411,94113146,0,169971621,60594384
(주)광주신세계,037710,2022/12,32000,27.82,4.36,2.05,0.32,23.14,3.63,8.57,1.34,0.89,7.42,913454051,56946615,103827167,0,184873955,65584851
(주)국동,005320,2017/12,3110,0,0,3.78,0.97,0,0,1.12,0.29,0,-16.75,75154254,-6593433,20843992,0,130016453,-2404926
(주)국동,005320,2018/12,2690,55.41,20.74,1.79,0.67,0,0,0.55,0.2,37.73,3.36,80727956,1351547,19870987,0,136811631,1682592
(주)국동,005320,2019/12,1235,0,0,1.28,0.43,7.26,2.42,0.6,0.2,0,-14.55,96856085,-6989987,26450412,0,116180044,-9536815
(주)국동,005320,2020/12,4200,0,0,3.26,0.61,5.92,1.11,1.23,0.23,5.16,-1.49,131882662,-891014,28924547,0,167078106,29930195
(주)국동,005320,2021/12,2735,0,0,3.52,1.37,0,0,2.5,0.97,0,-2.67,108310948,-1926513,15062187,1670162,111711297,-2404364
(주)국동,005320,2022/12,1085,0,0,2.01,0.7,23.76,8.24,0.9,0.31,8.3,-1.61,117757753,-1275414,12480194,0,174902260,7109779
(주)국보,001140,2017/12,9380,0,0,3.6,1.14,0,0,0.53,0.17,0,-18.89,69819240,-2761653,8250050,0,74662255,-3408921
(주)국보,001140,2018/12,11350,0,0,11.05,2.79,0,0,0.9,0.23,0,-29.24,45599283,-4038217,7466319,0,66929948,-4639062
(주)국보,001140,2019/12,2435,0,0,19.54,1.16,0,0,2.26,0.13,101.36,-82.58,57467353,-9851123,3316865,0,58296078,-1521920
(주)국보,001140,2020/12,1805,0,0,4.91,1.02,0,0,2.41,0.5,0,-46.37,74173160,-10080819,9354277,0,53288999,-7534112
(주)국보,001140,2021/12,1570,0,0,5.12,2.12,108.07,44.65,2.86,1.18,0,-46.78,80664677,-15306759,8852829,0,53417560,-8722757
(주)국보,001140,2022/12,728,0,0,3.9,1.35,123.33,42.8,2.61,0.91,0,-70.31,84758718,-27105886,10063848,0,58254032,-8831743
(주)금양,001570,2017/12,2480,355.25,244.6,4.17,2.87,11.33,7.8,0.86,0.59,24.93,1.37,167120998,366688,11886877,1254707,150809075,5934740
(주)금양,001570,2018/12,2335,8.02,5.56,2.8,1.94,0,0,0.85,0.59,21.78,40.07,155507052,16116052,13928604,1721470,151676398,6516687
(주)금양,001570,2019/12,2400,0,0,3.65,2.41,0,0,0.94,0.62,27.53,-30.29,171931897,-12752836,14192700,1654151,135915020,5271746
(주)금양,001570,2020/12,6620,0,0,7.46,1.45,53.92,10.51,2.84,0.55,62.56,-10.07,160123582,-4095630,13738016,909310,120928396,3963612
(주)금양,001570,2021/12,4905,1638.71,849.83,5.77,2.99,0,0,1.94,1.01,37.43,0.39,233730825,208184,15854536,1326516,175521044,7235825
(주)금양,001570,2022/12,23900,0,0,25.66,2.64,63.89,6.58,13.26,1.37,102.99,-4.54,249083247,-3494227,24106670,490749,181688142,11563753
(주)금호에이치티,214330,2017/12,4920,14.75,8.29,0.83,0.47,11.01,6.19,0.48,0.27,4.64,5.71,146407321,5433832,7372995,0,165485490,11007981
(주)금호에이치티,214330,2018/12,7030,13.51,6.46,0.73,0.35,5.06,2.42,0.51,0.24,8.18,6.21,230268876,7102658,7664778,0,189250383,7513991
(주)금호에이치티,214330,2019/12,5880,101.18,42.91,1,0.43,14.99,6.36,0.82,0.35,15.94,1.15,314666069,1794762,7398106,0,221734443,4530371
(주)금호에이치티,214330,2020/12,2640,0,0,0.76,0.2,10.83,2.82,0.95,0.25,218.64,-5.21,333352730,-10619831,8236134,0,181173914,-4472261
(주)금호에이치티,214330,2021/12,2115,0,0,1.65,0.79,0,0,2.79,1.33,0,-10.49,419500176,-29331665,18585761,2155724,197311760,-5801459
(주)금호에이치티,214330,2022/12,892,0,0,1.83,0.56,78.57,23.92,2.77,0.84,14.51,-6.9,392135777,-22409188,8333881,4171741,209082333,6566133
(주)까뮤이앤씨,013700,2017/12,10100,8.96,5.19,1.32,0.76,9.28,5.37,0.44,0.25,5.92,15.31,139937930,8436815,8760987,312997,172176860,10091338
(주)까뮤이앤씨,013700,2018/12,1330,42.07,2.52,1.27,0.08,0,0,0.63,0.04,17.73,2.93,142240175,1738796,7742491,230520,116296828,4050404
(주)까뮤이앤씨,013700,2019/12,1270,5.82,3.76,1.14,0.74,10.3,6.66,0.28,0.18,4.99,20.68,168876167,13494869,13416524,347155,283420655,14845481
(주)까뮤이앤씨,013700,2020/12,2995,17.93,3.43,2.03,0.39,0,0,1.02,0.2,40.44,11.98,166218114,9202738,10209731,570694,161728918,2818116
(주)까뮤이앤씨,013700,2021/12,2850,0,0,1.78,0.88,0,0,1.06,0.52,0,-3.32,195058433,-3016567,12625592,532880,163686602,-3010986
(주)까뮤이앤씨,013700,2022/12,2130,0,0,2.89,0.94,0,0,1.15,0.37,0,-17.86,195489394,-15888096,12304680,520560,195140487,-15897800
(주)나이스홀딩스,034310,2017/12,14650,145.05,102.13,2.32,1.63,46.74,32.91,19.82,13.96,29.63,1.57,384843529,5118791,19185322,0,37458486,18273165
(주)나이스홀딩스,034310,2018/12,17950,0,0,2.49,1.6,33.86,21.79,20.29,13.06,29.64,-4.97,423389599,-16465295,17709047,0,40325277,22616230
(주)나이스홀딩스,034310,2019/12,20900,183.18,127.3,2.9,2.01,34.99,24.32,20.99,14.59,28.85,1.53,438147427,5118265,17202220,0,44669568,27467348
(주)나이스홀딩스,034310,2020/12,19450,0,0,3.1,1.58,45.93,23.34,23.91,12.15,38.7,-4.35,473226005,-14069974,19784997,0,38980661,19195664
(주)나이스홀딩스,034310,2021/12,16000,29.9,23.22,2.46,1.91,35.46,27.53,17.43,13.53,28.89,7.94,467714548,25209707,21407694,0,43252024,21844330
(주)나이스홀딩스,034310,2022/12,12900,0,0,2.35,1.56,24.48,16.23,13.92,9.22,21.41,-2.19,480427525,-6797228,22749819,0,47635806,24885987
(주)남선알미늄,008350,2017/12,990,7.14,4.86,1.05,0.72,5.13,3.49,0.39,0.26,6.22,16.08,284649401,21742400,23522428,1732365,400667879,20750090
(주)남선알미늄,008350,2018/12,2830,14.78,4.16,2.22,0.63,15.4,4.33,1.08,0.3,23.29,16.03,294949630,25376157,25291951,1704626,347834921,9581679
(주)남선알미늄,008350,2019/12,3230,77.91,28.89,3.69,1.37,23.35,8.66,2,0.74,21.86,4.83,292559970,8338512,23293395,1908936,324782177,11592894
(주)남선알미늄,008350,2020/12,4695,0,0,5.07,1.85,0,0,3.28,1.2,134.72,-1.41,276931596,-2461919,20549219,1719644,268474786,-1420763
(주)남선알미늄,008350,2021/12,2485,0,0,3.23,1.48,44.84,20.54,2.37,1.09,0,-3.66,275681346,-6277201,21156981,1532964,230343537,-6778063
(주)남선알미늄,008350,2022/12,2130,206.25,71.91,2.62,0.91,0,0,2.19,0.76,128.05,1.42,291323169,2713939,20406040,1325673,255740300,-2333712
(주)남성,004270,2017/12,2160,74.57,47.84,1.17,0.75,6.15,3.94,1.29,0.83,18.22,1.68,170016707,1354923,4937152,593121,78335735,5822850
(주)남성,004270,2018/12,1910,0,0,1.1,0.41,0,0,1.41,0.53,30.48,-4.11,168663357,-3506408,4839238,704060,63605003,2972765
(주)남성,004270,2019/12,3150,0,0,2.17,0.72,0,0,3.2,1.06,47.66,-2.52,168351672,-2135357,4798873,702035,57819890,2402813
(주)남성,004270,2020/12,4225,0,0,2.5,0.49,2393.26,468.45,2.79,0.55,64.69,-19.78,155194452,-16024531,4877708,687400,66947663,1951037
(주)남성,004270,2021/12,3135,25.91,14.23,1.56,0.86,0,0,2.24,1.23,29.76,7.28,241617650,7085557,5283385,638270,82097933,5138256
(주)남성,004270,2022/12,1930,38.91,18.83,1.05,0.51,0,0,2,0.97,33.04,2.68,223160819,3192232,5389783,736921,62240594,3580576
(주)넥센,005720,2017/12,7590,15.71,10.61,1.13,0.76,0,0,2.81,1.9,18.5,7.45,653953608,37984229,26414168,113162,212026557,20061912
(주)넥센,005720,2018/12,5500,14.34,8.92,0.81,0.51,17.11,10.64,1.31,0.81,14.34,5.69,660401955,31162898,26853392,128278,341728815,19010232
