회사명,거래소코드,회계년도,종가,PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),EV/EBITDA(IFRS),자기자본순이익률(IFRS연결),자산(*)(IFRS연결),당기순이익(손실)(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),연구개발비(IFRS연결),매출액(수익)(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결)
(주)인팩,023810,2018/12,3115,28.71,16.96,0.64,0.38,5.47,3.23,0.4,0.23,23.88,1.63,284424486,2280497,34363239,2569935,350396361,3197700
(주)인팩,023810,2019/12,3720,0,0,0.75,0.37,13.25,6.62,0.47,0.24,83.09,-6.29,294347209,-4856788,44866470,3019817,360807845,-436276
(주)인팩,023810,2020/12,6090,8.24,2.97,0.75,0.27,11.99,4.32,0.35,0.13,9.09,3.55,319762537,5702406,44589141,3304234,384190157,12965532
(주)인팩,023810,2021/12,13150,27.49,8.18,2.33,0.69,10.57,3.14,0.99,0.3,10.89,3.1,353962028,5290072,48120058,3837389,439274488,12820102
(주)인팩,023810,2022/12,6660,24.31,9.48,1.6,0.62,7.9,3.08,0.64,0.25,7.08,12.28,411164185,16927734,54090268,4124820,512240489,20813757
(주)일신석재,007110,2017/12,1235,739.99,520.06,2.54,1.79,0,0,2.37,1.67,63.96,,,,,,,
(주)일신석재,007110,2018/12,2285,661.6,207.1,5.49,1.72,515.4,161.34,5.05,1.58,86.33,,,,,,,
(주)일신석재,007110,2019/12,2420,356.91,170.79,6.4,3.06,1534.22,734.16,4.87,2.33,68.09,,,,,,,
(주)일신석재,007110,2020/12,1885,349.06,134.86,4.41,1.7,20.7,8,3.77,1.46,53.41,,,,,,,
(주)일신석재,007110,2021/12,2250,0,0,4.96,2.81,0,0,3.34,1.89,91.88,,,,,,,
(주)일신석재,007110,2022/12,1020,81.5,33.65,3.59,1.48,0,0,1.39,0.57,16.64,,,,,,,
(주)잇츠한불,226320,2017/12,45400,40.23,17.96,2.59,1.16,47.33,21.13,7.07,3.16,40.69,7.08,562415774,42011737,109976876,4682916,245737423,45366029
(주)잇츠한불,226320,2018/12,26850,186.34,57.17,3.79,1.16,0,0,11.49,3.53,68.97,1.89,535580626,18555764,109709876,3704220,214122093,19913150
(주)잇츠한불,226320,2019/12,19300,0,0,1.8,0.81,0,0,7.46,3.35,0,-1.11,539412881,7436709,102902393,6678569,204458439,10931674
(주)잇츠한불,226320,2020/12,26050,0,0,2.12,0.4,0,0,15.29,2.91,0,-3.52,508119345,-3502062,75283819,6522901,146378359,3755263
(주)잇츠한불,226320,2021/12,17700,0,0,1.84,0.92,0,0,16.86,8.43,0,-4.5,494667178,-6944271,75524734,6061078,140177794,754755
(주)잇츠한불,226320,2022/12,17850,0,0,1.83,0.76,0,0,16.66,6.87,0,-1.82,486153356,3314665,68554939,5142305,130714133,4808881
(주)제이에스코퍼레이션,194370,2017/12,12800,71.71,40.13,1.85,1.03,79.46,44.47,1.29,0.72,7.17,3.71,190454998,5760615,36141910,2498702,236280602,15151255
(주)제이에스코퍼레이션,194370,2018/12,11000,33.58,20.74,1.45,0.89,17.54,10.83,1.16,0.72,7.94,3.76,189468046,5862116,36527915,1916273,205633846,4477122
(주)제이에스코퍼레이션,194370,2019/12,12550,22.75,11.35,1.64,0.82,11.93,5.95,1.09,0.54,7.23,5.26,201631124,8222161,37091840,1796057,253067075,11098653
(주)제이에스코퍼레이션,194370,2020/12,7520,0,0,1.18,0.45,77.6,29.68,1.08,0.41,22.11,1.54,504395888,2319865,48758098,1247046,402818975,7945475
(주)제이에스코퍼레이션,194370,2021/12,21400,23.59,5.88,2.37,0.59,0,0,1.61,0.4,34.34,23.92,552280908,48293834,95306706,2144743,987023678,60970129
(주)제이에스코퍼레이션,194370,2022/12,13400,19.2,8.81,2.27,1.04,8.89,4.08,1.23,0.57,7.87,28.26,533768141,64584602,91783828,2084573,975066241,81475323
(주)제일기획,030000,2017/12,21200,28.62,20.17,4.54,3.2,58.5,41.24,2.4,1.69,33.81,15.8,2238293235,128372886,856009825,0,3374986899,156535958
(주)제일기획,030000,2018/12,22500,35.19,25.61,4.92,3.58,14.82,10.79,2.33,1.69,37.27,15.01,2172078164,131868993,901653924,0,3477880994,181096627
(주)제일기획,030000,2019/12,24050,32.31,22.91,5.89,4.17,32.1,22.76,2.99,2.12,37.42,15.09,2252767352,139453304,959116203,0,3421672988,205813034
(주)제일기획,030000,2020/12,20600,23.35,11.24,4.47,2.15,17.95,8.64,3.17,1.53,26.61,16.11,2242463952,158280184,899539438,0,2747921881,204917150
(주)제일기획,030000,2021/12,22850,32.27,23.2,4.97,3.57,31.82,22.88,3,2.15,27.38,14.81,2542111414,167599145,1031386336,0,3325712308,248179541
(주)제일기획,030000,2022/12,23050,48.72,37.94,5.4,4.21,27.62,21.51,2.39,1.86,21.66,16.64,2751445128,195834423,1226936889,0,4253367260,311412762
(주)제주항공,089590,2017/12,35350,13.83,8.23,3.59,2.14,6.07,3.61,1.07,0.64,6.97,25.79,800417836,77796715,120187203,0,996357341,101318497
(주)제주항공,089590,2018/12,33550,19.42,10.31,4,2.12,9.61,5.1,1.09,0.58,5.66,19.86,1031605312,70878373,142616002,0,1259395676,101202718
(주)제주항공,089590,2019/12,26800,0,0,4.2,1.98,15.51,7.33,0.9,0.43,9.75,-9.36,1467507641,-33117598,169501545,0,1383976262,-32889587
(주)제주항공,089590,2020/12,18350,0,0,3.61,1.45,0,0,1.92,0.77,0,-113.11,1168566447,-306475796,105271076,0,377045661,-335816214
(주)제주항공,089590,2021/12,17600,0,0,7.58,3.95,0,0,4.22,2.2,0,-135.83,1266756061,-272277860,90088437,0,273079199,-317159495
(주)제주항공,089590,2022/12,14900,0,0,4.28,1.5,9.03,3.17,1.78,0.63,0,-70.86,1663644039,-173864412,113611679,0,702503276,-177502074
(주)조비,001550,2017/12,11500,67.25,48.41,1.53,1.1,10.91,7.85,1.18,0.85,33.44,,,,,,,
(주)조비,001550,2018/12,23200,649.39,176.39,4.43,1.2,54.71,14.86,3.52,0.96,48.78,,,,,,,
(주)조비,001550,2019/12,15300,0,0,3.79,1.58,0,0,2.55,1.06,45.37,,,,,,,
(주)조비,001550,2020/12,18900,51.67,11.75,3.04,0.69,18.96,4.31,2.11,0.48,21.9,,,,,,,
(주)조비,001550,2021/12,21050,102.23,51.47,3.57,1.8,0,0,2.24,1.13,29.84,,,,,,,
(주)조비,001550,2022/12,15300,16.53,8.48,2.33,1.19,0,0,0.96,0.49,8.94,,,,,,,
(주)조흥,002600,2017/12,288000,21.24,9.16,2.06,0.89,26.54,11.45,1.48,0.64,11.12,,,,,,,
(주)조흥,002600,2018/12,182500,21.43,12.13,1.42,0.8,13.04,7.39,1.02,0.58,9.36,,,,,,,
(주)조흥,002600,2019/12,149500,17.97,11.09,1.13,0.69,45.37,28,0.72,0.45,8.25,,,,,,,
(주)조흥,002600,2020/12,175000,16.08,8.94,0.94,0.52,0,0,0.54,0.3,10.36,,,,,,,
(주)조흥,002600,2021/12,188000,8.27,6.29,0.95,0.73,4.15,3.16,0.53,0.4,7.28,,,,,,,
(주)조흥,002600,2022/12,202500,11.88,8.31,0.95,0.66,0,0,0.44,0.31,14.27,7.22,433755477,11131140,19290653,0,324035752,14975759
(주)종근당,185750,2017/12,138500,25.52,17.03,3.61,2.41,17.06,11.39,1.55,1.03,13.49,13.39,677205335,53728254,281891354,65051785,884362808,77764992
(주)종근당,185750,2018/12,102000,36.44,19.89,3.83,2.09,34.29,18.72,1.62,0.89,10.62,10.21,711494874,41704405,304663418,77034472,956218889,75739894
(주)종근당,185750,2019/12,97000,21.36,15.01,2.57,1.8,14.24,10.01,1.07,0.75,10.32,11.94,801352143,52975285,329702941,98623649,1079337662,74575613
(주)종근당,185750,2020/12,226500,35.23,7.48,6.02,1.28,29.19,6.19,2.4,0.51,16.66,17.88,946333120,90404889,365203940,146663978,1303005524,123935879
(주)종근당,185750,2021/12,111000,73.63,30.58,5.5,2.28,189.91,78.88,2.18,0.9,11.37,7.65,1046700072,42356472,401059590,163276712,1343559363,94758694
(주)종근당,185750,2022/12,82100,16.26,10.55,2.33,1.51,21.09,13.68,0.92,0.59,7.7,13.62,1124882798,79977780,432733331,176324876,1488344729,109906062
(주)종근당바이오,063160,2017/12,21350,15.88,12.82,0.92,0.74,6.23,5.03,1.08,0.87,5.63,,,,,,,
(주)종근당바이오,063160,2018/12,20750,18.47,11.31,1.02,0.62,9.46,5.79,1.18,0.72,6.36,,,,,,,
(주)종근당바이오,063160,2019/12,29500,14.29,8.48,1.16,0.69,10.39,6.17,1.32,0.78,7,7.74,233347513,12264880,20761494,10704204,137184189,15412574
(주)종근당바이오,063160,2020/12,79900,79.4,13.88,3.91,0.68,85.98,15.03,5.25,0.92,23.72,3.79,283462940,6207398,20257116,9117523,124599959,7607022
(주)종근당바이오,063160,2021/12,41800,0,0,3.25,1.21,0,0,3.58,1.34,41.01,-3.98,298540308,-6576601,24738200,11516023,142238418,-11432270
(주)종근당바이오,063160,2022/12,23800,0,0,1.62,0.77,0,0,1.5,0.71,55.63,-10.8,312590995,-16702616,31600270,15431867,156042327,-14810344
(주)종근당홀딩스,001630,2017/12,72500,69.56,46.76,1.3,0.87,77.08,51.81,33.19,22.31,45.67,12.48,818863626,67418298,123507424,9672033,450735118,43495867
(주)종근당홀딩스,001630,2018/12,62500,25.32,16.5,1.21,0.79,44.55,29.02,20.51,13.36,21.66,6.55,871435736,52811112,149218092,11171145,531114470,53715501
(주)종근당홀딩스,001630,2019/12,101000,67.86,28.63,2.03,0.86,77.8,32.82,41.1,17.34,49.76,10.03,1074739605,79329793,242509991,16389274,720644043,86159910
(주)종근당홀딩스,001630,2020/12,127500,54.87,28.88,2.28,1.2,71.64,37.7,33.17,17.46,46.62,15.59,1258451806,113621663,324633359,20659862,858118781,89262180
(주)종근당홀딩스,001630,2021/12,76500,33.33,16.81,1.92,0.97,29.34,14.8,19.19,9.68,16.08,2.96,1367635165,25824890,406998306,20926378,925975076,34410730
(주)종근당홀딩스,001630,2022/12,53000,25.66,15.91,1.12,0.69,29.13,18.06,14.62,9.07,17.85,0.2,1376372970,-22663809,432066104,22707998,908962764,-32878295
(주)주연테크,044380,2017/12,525,0,0,2.13,0.67,0,0,1.85,0.58,0,-13.9,55053384,-6185187,15481400,141485,60906835,-6770095
(주)주연테크,044380,2018/12,401,0,0,1.84,0.77,0,0,2.02,0.85,0,-10.61,60682697,-5063061,10939158,153268,44309488,-1503454
(주)주연테크,044380,2019/12,796,0,0,2.62,0.89,0,0,2.12,0.72,0,-11.11,61757553,-4784336,10430872,176912,70517917,-3839050
(주)주연테크,044380,2020/12,1075,0,0,2.44,0.59,23.38,5.64,1.39,0.33,52.35,-5.86,57589967,-2981611,5104194,196513,62660644,503726
(주)주연테크,044380,2021/12,1300,30.29,13.6,2.54,1.14,0,0,1.27,0.57,0,8.09,59714399,3115175,6203396,204608,88248283,-542223
(주)주연테크,044380,2022/12,806,0,0,2.08,0.8,22.6,8.72,1.25,0.48,0,-12.91,53242325,-5645554,6827452,119024,66667584,-6294304
(주)지누스,013890,2017/12,,0,0,0,0,0,0,0,0,0.25,34.33,340368616,45151696,91953587,3531406,602754834,87200984
(주)지누스,013890,2018/12,,0,0,0,0,0,0,0,0,1.07,28.34,514784303,43608873,123277724,3523278,621764301,53086658
(주)지누스,013890,2019/12,92800,28.41,21.95,4.41,3.41,0,0,4.78,3.69,22.28,26.32,755067850,72426384,156326378,5422143,817137677,103868178
(주)지누스,013890,2020/12,103000,19.77,6.7,4.67,1.58,99.95,33.89,8.13,2.76,21.76,11.61,896807386,45789825,230832090,2301996,989524782,86722514
(주)지누스,013890,2021/12,77100,78.99,48.38,5.04,3.09,22.61,13.85,5.33,3.27,48.19,11.57,1018636239,51657452,238268904,3944669,1123843094,74335344
(주)지누스,013890,2022/12,35000,609.88,203.64,3.17,1.06,0,0,5.47,1.82,26.62,5.32,1114820891,29372131,270221507,5160630,1159605660,65560502
(주)지에스,078930,2017/12,62200,19.46,12.66,1.5,0.98,17.38,11.31,14.91,9.7,15.13,13.42,22003689000,1091904000,1689562000,0,16209942000,2071234000
(주)지에스,078930,2018/12,51600,16.05,10.6,1.32,0.87,15.56,10.27,13.38,8.83,11.83,11.14,22630978000,1030460000,1883936000,0,17744385000,2209837000
(주)지에스,078930,2019/12,51600,18.84,15.39,1,0.82,19.09,15.59,14.31,11.69,17.59,6.26,24739276000,668945000,1949278000,0,17786063000,2033142000
(주)지에스,078930,2020/12,37550,0,0,0.97,0.57,22.86,13.48,15.89,9.37,16.99,-2.82,24476843000,-187776000,1838123000,0,15444214000,920569000
(주)지에스,078930,2021/12,39100,15.89,11.31,0.93,0.66,34.5,24.56,20.66,14.7,27.29,15.55,31191287000,1614682000,2324433000,0,20240085000,2640272000
(주)지에스,078930,2022/12,43800,10.49,7.87,0.88,0.66,10.11,7.58,8.3,6.22,10.29,18.86,33922242000,2482704000,2999771000,0,28777048000,5005127000
(주)지에스글로벌,001250,2017/12,2795,38.34,26.97,0.87,0.62,6.44,4.53,0.11,0.08,21.01,6.22,1397854513,22495620,91984966,0,3387389006,48023416
(주)지에스글로벌,001250,2018/12,2465,29.6,13.03,1.08,0.48,0,0,0.11,0.05,12.34,5.48,1336006542,21058576,82598813,0,4058527569,56129900
(주)지에스글로벌,001250,2019/12,2220,0,0,0.72,0.5,8.31,5.75,0.07,0.05,9.26,-4.61,1205244855,-16661330,89703101,0,3889400298,58277396
(주)지에스글로벌,001250,2020/12,1940,0,0,0.7,0.3,1.77,0.75,0.08,0.04,7.15,-24.91,956821701,-82139431,89947560,0,2815020979,32299929
(주)지에스글로벌,001250,2021/12,2370,0,0,1,0.58,0,0,0.08,0.05,13.62,7.56,1442681821,22028008,96199964,0,3849040520,38846703
(주)지에스글로벌,001250,2022/12,2250,10.18,3.94,1.38,0.53,3.25,1.26,0.1,0.04,7.01,19.28,1419412958,68061370,114769531,0,5070923117,70467604
(주)지에스리테일,007070,2017/12,40300,30.79,17.49,2.41,1.37,12.07,6.86,0.56,0.32,9.55,5.88,5092274321,115101857,1393598389,0,8266567148,165713644
(주)지에스리테일,007070,2018/12,40500,30.64,19.72,1.83,1.18,14.79,9.52,0.42,0.27,9.68,5.86,5098880173,132335837,1658488782,0,8691612313,180259204
(주)지에스리테일,007070,2019/12,39250,28.7,22.64,1.64,1.29,4.75,3.75,0.38,0.3,7.14,6.22,7049658160,143624028,1703247179,0,9006928793,238835956
(주)지에스리테일,007070,2020/12,34450,18.9,10.57,1.61,0.9,4.71,2.63,0.4,0.23,5.93,7.52,7177767176,154521823,1578728588,0,8862318939,252567216
(주)지에스리테일,007070,2021/12,30400,4.26,3,0.95,0.67,5.61,3.95,0.39,0.27,6.73,20.03,9455972982,801275553,2017794609,0,9765695334,208469085
(주)지에스리테일,007070,2022/12,28150,52.01,39.41,0.82,0.62,5.03,3.81,0.3,0.23,6.02,1,9832423125,47609805,2624321992,0,11226428524,245131973
(주)지투알,035000,2017/12,10300,19.76,13.15,2.17,1.45,13.98,9.31,6.69,4.46,16.16,9.3,591065990,14082627,135456974,4950568,501300688,19713358
(주)지투알,035000,2018/12,7530,314.54,198.15,1.99,1.25,46.42,29.24,9.96,6.27,54.81,10.64,632827969,15276268,144383421,4939941,538206688,25412263
(주)지투알,035000,2019/12,6550,0,0,1.86,1.37,12.99,9.62,5.39,3.99,8.48,11.17,503688015,15258857,144948321,4239907,542087211,21891879
(주)지투알,035000,2020/12,5700,61.01,24.86,1.69,0.69,0,0,3.79,1.54,4.94,6.27,530366843,9037545,139423157,3075771,375617023,25274131
(주)지투알,035000,2021/12,7050,36.87,24.82,1.83,1.23,0,0,6.53,4.4,44.37,10.74,564897384,17307683,162211066,4233919,458497770,22247919
(주)지투알,035000,2022/12,5900,15.29,10.99,1.76,1.26,0,0,4.2,3.02,6.81,10.34,544793546,17462773,179617102,3591324,530448054,24787301
(주)진도,088790,2017/12,5350,8.25,6.28,0.8,0.61,0,0,0.62,0.47,8.13,9.59,158369197,9499896,46693565,0,128260410,11458829
(주)진도,088790,2018/12,4875,14.51,9.86,0.79,0.54,40.59,27.58,0.68,0.46,11.91,5.4,160710502,5597072,45866425,0,120088128,7314679
(주)진도,088790,2019/12,3705,0,0,0.63,0.41,12.06,7.85,0.8,0.52,0,-2.67,145086134,-2731180,33820151,0,77872969,-2921233
(주)진도,088790,2020/12,4230,0,0,0.7,0.24,5.43,1.89,1.26,0.44,0,-1.84,128453979,-1810583,25318460,0,54469358,-1691198
(주)진도,088790,2021/12,2820,24.6,8.66,0.89,0.31,8.39,2.95,1.52,0.54,9.6,3.61,136444645,3568237,23017241,0,58961463,3775884
(주)진도,088790,2022/12,2635,11.12,6.12,0.49,0.27,5.86,3.23,0.81,0.44,5.94,4.46,129200780,4571584,24437843,0,63417016,6093798
(주)진양홀딩스,100250,2017/12,3000,18.59,15.92,1.07,0.91,19.95,17.09,14.77,12.65,20.1,3.3,552714840,17435960,26440193,456706,265225266,15689468
(주)진양홀딩스,100250,2018/12,2695,6.3,3.51,0.97,0.54,8.72,4.87,7.24,4.04,7.58,0.36,496161913,4644024,23436874,482137,241827150,9302660
(주)진양홀딩스,100250,2019/12,2610,15.38,12.19,0.8,0.63,34.05,26.99,17.59,13.94,31.63,4.98,513948279,22883349,23030449,251460,225284561,12873509
(주)진양홀딩스,100250,2020/12,2815,12.71,7.13,0.81,0.45,19.71,11.06,13.07,7.33,19.45,8.23,548008472,30322599,22831561,256285,211539921,11580142
(주)진양홀딩스,100250,2021/12,3665,10.29,5.82,1.13,0.64,11.91,6.73,11.49,6.49,12.26,3.08,566089269,14973553,24467104,423279,224791428,6857969
(주)진양홀딩스,100250,2022/12,3025,0,0,1.22,0.8,37.5,24.42,17.27,11.25,20.03,7.41,597085262,27888409,28077580,501013,234557603,5231538
(주)진에어,272450,2017/12,26500,2.16,1.87,0.72,0.62,1.28,1.11,0.18,0.16,6.98,,,,,,,
(주)진에어,272450,2018/12,19250,23.14,11.13,4.11,1.98,18.8,9.04,1.02,0.49,6.66,16.71,519526006,44468970,83190400,0,1010677676,62980928
(주)진에어,272450,2019/12,15300,0,0,5.04,2.14,14.52,6.16,1.03,0.44,9.76,,,,,,,
(주)진에어,272450,2020/12,13500,0,0,5.42,1.6,0,0,1.87,0.55,0,,,,,,,
(주)진에어,272450,2021/12,16700,0,0,6.88,3.51,0,0,4.73,2.41,0,,,,,,,
(주)진에어,272450,2022/12,16450,0,0,10.37,5.84,6.33,3.57,1.87,1.06,38.9,,,,,,,
(주)천일고속,000650,2017/12,94700,6.62,4.64,4.74,3.32,0,0,3.25,2.28,220.05,,,,,,,
(주)천일고속,000650,2018/12,79400,0,0,2.73,2.04,0,0,2.73,2.04,0,,,,,,,
(주)천일고속,000650,2019/12,70000,158.05,121.26,2.3,1.76,18.91,14.51,1.91,1.47,27.58,,,,,,,
(주)천일고속,000650,2020/12,70400,0,0,3.58,1.67,50.44,23.45,3.93,1.83,0,,,,,,,
(주)천일고속,000650,2021/12,67300,0,0,4.22,2.85,0,0,4.52,3.05,0,,,,,,,
(주)천일고속,000650,2022/12,60500,0,0,3.89,3.23,0,0,2.65,2.2,0,,,,,,,
(주)청호ICT,012600,2017/12,3130,0,0,1.94,1.05,0,0,1.34,0.72,0,-22.04,63961239,-5732880,11944142,2906434,47373470,-7005772
(주)청호ICT,012600,2018/12,2770,23.44,12.75,1.71,0.93,0,0,1.26,0.69,0,6.16,72506901,1474608,9241977,2559211,36029987,-6037761
(주)청호ICT,012600,2019/12,2600,0,0,4.66,1.48,0,0,1.41,0.45,0,-124.59,50795712,-19373389,12803987,2463452,67422044,-7953240
(주)청호ICT,012600,2020/12,9200,0,0,-12.39,-1.03,0,0,-3.86,-0.32,0,-146.23,20683997,-11696934,8200929,2041703,29185453,-5629776
(주)청호ICT,012600,2021/12,2490,0,0,7.44,1.32,0,0,9.04,1.6,0,-42.37,32380760,-6586412,8666865,1735295,18149624,-4967232
(주)청호ICT,012600,2022/12,2490,0,0,2.19,0,0,0,1.93,0,0,-20.57,29966720,-4328365,6143435,1459845,22502572,-5044736
(주)카카오,035720,2017/12,137000,52.32,30.39,3.41,1.98,46.16,26.82,11.63,6.76,57.84,2.91,6349428455,125093899,1806946952,0,1972326479,165379528
(주)카카오,035720,2018/12,103000,140.56,74.39,3.04,1.61,28.18,14.91,10.8,5.72,44.31,1.04,7959542105,15888859,2344043551,0,2416992441,72948890
(주)카카오,035720,2019/12,153500,0,0,3.07,1.8,24.94,14.63,8.79,5.16,41.13,-5.81,8737255756,-341924578,2863325143,0,3070111365,206786222
(주)카카오,035720,2020/12,389500,0,0,7.66,2.35,58.18,17.83,20.62,6.32,78.37,2.7,11953970239,173359672,3700960606,0,4156816121,455855515
(주)카카오,035720,2021/12,112500,492,94.72,39.5,7.6,305.77,58.86,116.86,22.5,91.88,17.1,22779558711,1646153359,5541752255,0,6136669168,594916913
(주)카카오,035720,2022/12,53100,32.22,12.81,7.65,3.04,59.25,23.55,21.22,8.43,30.77,13.54,22963491576,1062577686,6526520868,0,7106836861,580315993
(주)카카오페이,377300,2018/12,,,,,,,,,,,,387331388,-93482830,166030911,0,69525627,-96505284
(주)카카오페이,377300,2019/12,,0,0,0,0,0,0,0,0,0,-139.48,524626347,-65011343,206411114,0,141103395,-65307719
(주)카카오페이,377300,2020/12,,0,0,0,0,0,0,0,0,-537.63,-17.97,1207982676,-25050768,302280263,0,284370769,-17909494
(주)카카오페이,377300,2021/12,174500,0,0,3.2,1.81,19.46,10.96,13.69,7.71,2131.15,-2.45,3432708944,-33863310,485873958,0,458646799,-27227159
(주)카카오페이,377300,2022/12,54200,244.73,44.61,12.43,2.27,413.25,75.34,48.84,8.9,112.73,3.08,3331529858,26795045,567189280,0,521670659,-45518621
(주)카프로,006380,2017/12,7580,30.45,17.65,1.44,0.84,7.71,4.47,0.69,0.4,6.98,,,,,,,
(주)카프로,006380,2018/12,4335,45.01,15.29,1.69,0.58,51.31,17.44,0.78,0.27,5.23,,,,,,,
(주)카프로,006380,2019/12,3110,0,0,1.26,0.62,10.41,5.18,0.52,0.26,0,,,,,,,
(주)카프로,006380,2020/12,3880,0,0,1.53,0.69,0,0,0.74,0.33,0,,,,,,,
(주)카프로,006380,2021/12,4790,112.77,68.44,1.76,1.07,0,0,0.38,0.23,25.17,,,,,,,
(주)카프로,006380,2022/12,1960,0,0,7.98,2.96,0,0,0.49,0.18,0,,,,,,,
(주)케이씨,029460,2017/12,24700,19.8,9.24,6.11,2.85,24.5,11.43,7.46,3.48,10.78,27.73,376126457,85039292,28711622,3357410,572952989,55523700
(주)케이씨,029460,2018/12,11750,1.95,0.75,1.26,0.48,20.71,7.91,2.63,1.01,4.6,67.41,572109826,210635040,33194431,2092440,526071013,76131128
(주)케이씨,029460,2019/12,18650,5.88,3.33,0.68,0.38,12.33,6.98,1.92,1.09,3.96,11.95,680451758,57039235,36752010,2120012,511909493,65295639
(주)케이씨,029460,2020/12,27650,12.19,4.08,0.75,0.25,9.72,3.25,2.43,0.81,5.87,9.19,873398777,57417188,43724893,2924380,576365927,76070897
(주)케이씨,029460,2021/12,22850,12.99,8.35,0.76,0.49,5287.65,3397.99,2.57,1.65,6.25,8.28,964515631,63756142,49263971,2492376,553763395,65483257
(주)케이씨,029460,2022/12,17050,6.85,4.02,0.6,0.35,8.88,5.21,1.52,0.89,4.19,14.47,1004623912,118814975,67985697,9993726,857973655,101194812
(주)케이씨씨,002380,2017/12,381000,0,0,0.84,0.58,12.33,8.49,1.38,0.95,12.31,0.71,9543776838,42299634,595090238,75988541,3863990045,329834971
(주)케이씨씨,002380,2018/12,309000,0,0,0.82,0.47,9.08,5.23,1.35,0.78,10.59,-0.41,8965418419,-23103553,602080896,80958156,3782162956,243524365
(주)케이씨씨,002380,2019/12,233500,0,0,0.88,0.48,15.21,8.36,1.6,0.88,13.52,-4.37,9382221503,-221877262,505576308,83165309,2719563984,133209522
(주)케이씨씨,002380,2020/12,197500,3.29,1.34,0.47,0.19,5.48,2.23,1.12,0.45,15.39,12.79,12347572328,560873031,907999321,151405463,5083631493,133845504
(주)케이씨씨,002380,2021/12,315000,66.74,27.07,0.85,0.34,40.15,16.29,1.85,0.75,22.76,-0.92,12878863209,-53211168,937794654,169928537,5874899292,388769768
(주)케이씨씨,002380,2022/12,204500,501.64,246.28,0.76,0.37,18.92,9.29,1.36,0.67,12.54,0.67,13118486308,28661657,1017247228,178767706,6774793651,467661529
(주)케이씨씨글라스,344820,2020/12,36800,,,,,,,,,,,,,,,,
(주)케이씨씨글라스,344820,2021/12,59900,11.11,4.77,0.99,0.42,5.73,2.46,1.11,0.48,4.16,8.44,1877935029,117224619,136095433,10699375,1175659965,160451158
(주)케이씨씨글라스,344820,2022/12,36950,11.19,6.1,0.79,0.43,0,0,0.75,0.41,3.23,6.64,2209564786,93975893,173779220,17828759,1443680692,119220615
(주)케이씨텍,281820,2017/12,21300,,,,,,,,,,,,,,,,
(주)케이씨텍,281820,2018/12,9490,9.45,3.36,2.09,0.74,9.09,3.23,1.44,0.51,2.31,,,,,,,
(주)케이씨텍,281820,2019/12,23350,12.86,4.71,1.7,0.62,11.72,4.29,1.79,0.65,6.88,,,,,,,
(주)케이씨텍,281820,2020/12,30750,14.58,5.87,1.84,0.74,8.61,3.46,1.94,0.78,8.99,,,,,,,
(주)케이씨텍,281820,2021/12,24050,16.59,10.25,1.86,1.15,16.93,10.46,2.02,1.25,6.88,,,,,,,
(주)케이씨텍,281820,2022/12,14800,9.21,4.9,1.23,0.65,9.2,4.89,1.35,0.72,3.92,,,,,,,
(주)케이씨티시,009070,2017/12,2560,13.54,8.97,0.73,0.48,6.33,4.19,0.4,0.26,8.75,4.96,370846592,8994740,40104001,0,364550702,11557153
(주)케이씨티시,009070,2018/12,2875,12.39,6.48,0.73,0.38,27.15,14.19,0.36,0.19,9.74,3.88,376041366,7271931,40506469,0,400441294,14962463
(주)케이씨티시,009070,2019/12,2750,18.47,9.71,0.89,0.47,8.99,4.73,0.45,0.24,8.42,3.75,424339574,8204305,45587314,0,446166406,19010561
(주)케이씨티시,009070,2020/12,3750,12.74,4.27,0.79,0.26,9.31,3.12,0.39,0.13,8.6,6.54,441446351,13798004,47652904,0,488733780,20961617
(주)케이씨티시,009070,2021/12,6220,23.67,7.1,1.83,0.55,16.01,4.8,0.74,0.22,9.31,9.56,532345389,21324908,53689649,0,694737899,29603506
(주)케이씨티시,009070,2022/12,4550,17.52,9.36,1.07,0.57,4.37,2.34,0.34,0.18,7.08,11.14,630078627,28097630,62946240,0,920408669,37534027
(주)케이에스에스해운,044450,2017/12,9070,9.91,7.03,1.15,0.82,3.35,2.38,1.44,1.02,10.46,11.09,904763003,25687512,10237278,0,177565952,45074600
(주)케이에스에스해운,044450,2018/12,6480,11.59,7.19,0.99,0.61,2.91,1.81,1.19,0.74,8.91,8.73,902632631,20815916,9992040,0,202504829,47110515
(주)케이에스에스해운,044450,2019/12,7730,8.02,6.05,0.68,0.51,2.23,1.68,0.8,0.61,8.31,8.82,957238169,23435296,10766382,0,231240042,52771937
(주)케이에스에스해운,044450,2020/12,10350,21.12,9.29,1.07,0.47,3.88,1.71,1.24,0.54,10.05,4.78,1069527678,13129121,11456957,0,226181167,50731188
(주)케이에스에스해운,044450,2021/12,11850,6.55,4.13,1.11,0.7,3.82,2.41,1.17,0.74,10.9,18.34,1446228923,56071252,14094612,0,324001267,58089121
