회사명,거래소코드,회계년도,종가,PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),EV/EBITDA(IFRS),자기자본순이익률(IFRS연결),자산(*)(IFRS연결),당기순이익(손실)(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),연구개발비(IFRS연결),매출액(수익)(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결)
(주)DB하이텍,000990,2017/12,12000,14.03,6.76,2.58,1.24,5.73,2.76,1.54,0.74,3.71,27.62,993950720,110175089,110371984,54428000,679737744,143195168
(주)DB하이텍,000990,2018/12,10850,9.74,4.68,1.84,0.88,5.07,2.44,1.38,0.67,3.73,17.12,1066533840,86828768,102343239,52810000,669279136,112993143
(주)DB하이텍,000990,2019/12,27600,10.6,3.67,2.12,0.73,7.99,2.76,1.59,0.55,5.36,17.4,1088889810,104637012,112831598,55296000,807416423,181292188
(주)DB하이텍,000990,2020/12,51000,14.05,3.9,3.07,0.85,7.5,2.08,2.49,0.69,6.85,23.07,1178581197,166025591,119549642,58511000,935919766,239335181
(주)DB하이텍,000990,2021/12,72700,11.12,6.84,3.3,2.03,9.01,5.54,2.9,1.78,5.94,33.35,1549937896,316891852,136089825,64222000,1214682040,399106778
(주)DB하이텍,000990,2022/12,37150,6.81,2.77,2.43,0.99,5.22,2.13,2.27,0.92,1.84,40.73,2122700475,558836662,164471083,76450000,1675287534,768746686
(주)HJ중공업,097230,2017/12,3310,0,0,0.99,0.54,1.5,0.82,0.32,0.17,19.3,-37.73,4206655000,-277978000,137941000,1854000,2452314000,-116693000
(주)HJ중공업,097230,2018/12,1655,0,0,0,0,2.34,0.95,0.24,0.1,0,0,2733620000,-1283647000,79104000,2209000,1697869000,61676000
(주)HJ중공업,097230,2019/12,4985,0,0,3.63,0.32,6.32,0.56,0.55,0.05,14.52,0,2470222000,306169000,93645000,1734000,1628751000,83839000
(주)HJ중공업,097230,2020/12,7320,11.15,3.91,2.68,0.94,3.38,1.18,0.5,0.18,18.1,27.71,2193855000,78346000,78842000,2034000,1695815000,51629000
(주)HJ중공업,097230,2021/12,8040,0,0,2.03,1.3,0,0,0.51,0.33,0,-37.18,2385236000,-139844000,88464000,1317000,1706532000,-108991000
(주)HJ중공업,097230,2022/12,3915,0,0,1.84,0.7,8.4,3.22,0.39,0.15,40.85,-12.28,2567697000,-50160000,90010000,1398000,1788163000,6625000
(주)MH에탄올,023150,2017/12,6340,10.39,7.36,0.99,0.7,5.7,4.04,1.27,0.9,7,10.42,500180086,4308068,6634846,0,51977132,8116711
(주)MH에탄올,023150,2018/12,5890,7.8,5.07,0.78,0.51,7.67,4.98,1.09,0.71,7.62,-0.93,440177523,-12033428,18042950,0,72795863,1228204
(주)MH에탄올,023150,2019/12,6140,0,0,0.91,0.71,8.03,6.25,1.1,0.85,8.65,-0.88,451474451,-7552043,18831058,0,80879342,7829103
(주)MH에탄올,023150,2020/12,8410,87.73,37.65,1.85,0.79,13.28,5.7,1.98,0.85,9.87,11.49,449679366,3802823,19039358,0,94645239,15781923
(주)MH에탄올,023150,2021/12,10200,29.13,11.35,2.62,1.02,70.86,27.62,3.14,1.22,20.4,9.52,451460752,8688865,20520350,0,102066937,23335313
(주)MH에탄올,023150,2022/12,7610,17.72,9.28,1.68,0.88,0,0,1.96,1.03,42.2,7.71,447440404,11905847,21335599,0,110722402,21924889
(주)SH에너지화학,002360,2017/12,1405,22.84,16.66,2.03,1.48,12.48,9.11,1.1,0.8,8.38,9.21,125312154,9879057,12108613,0,188114822,14181936
(주)SH에너지화학,002360,2018/12,1100,74.92,32.62,2.06,0.9,48.38,21.06,1.15,0.5,19.56,2.21,122434685,2033570,10168002,0,183598766,2100669
(주)SH에너지화학,002360,2019/12,1020,0,0,1.75,1.02,11.61,6.75,1.22,0.71,849.43,-2.84,123415832,-3090151,9799303,0,140852575,-3131128
(주)SH에너지화학,002360,2020/12,835,0,0,2.17,0.62,51.03,14.66,2.12,0.61,0,-7.29,117356594,-6945600,8939871,0,93584262,-7851791
(주)SH에너지화학,002360,2021/12,973,213.18,122.6,1.79,1.03,0,0,1.15,0.66,31.82,0.69,119629058,611077,9589684,0,139801659,342825
(주)SH에너지화학,002360,2022/12,821,160.64,74.09,2.17,1,0,0,1.23,0.57,28.99,1.99,124160292,1832404,10155576,0,167355875,805218
(주)SIMPAC,009160,2017/12,4130,21.2,16.19,0.68,0.52,0,0,0.74,0.57,7.78,5.36,381158251,12895699,25927072,0,230634812,11697915
(주)SIMPAC,009160,2018/12,2440,2.44,0.93,0.38,0.14,4.19,1.6,0.57,0.22,11.15,20.48,681750819,69198558,23965220,0,306150809,10190572
(주)SIMPAC,009160,2019/12,2945,23.11,13.08,0.64,0.36,5.89,3.33,0.68,0.38,9.89,2.17,679145850,9487516,33638732,0,430085162,11141319
(주)SIMPAC,009160,2020/12,2470,7.45,4.14,0.46,0.25,451.62,251.07,0.72,0.4,11.28,7.54,737277692,34139484,29890518,0,365863303,7787378
(주)SIMPAC,009160,2021/12,6410,9.89,2.45,1.36,0.34,14.08,3.49,1.32,0.33,4.32,17.98,903229593,90832863,53034984,0,613012780,106401536
(주)SIMPAC,009160,2022/12,4685,12.87,6.07,1.21,0.57,26.7,12.6,1.21,0.57,3.27,13.28,965098439,76137344,56694904,0,672228713,118946231
(주)SNT에너지,100840,2017/12,16100,32.32,20.87,0.64,0.41,0,0,0.8,0.52,2.64,,,,,,,
(주)SNT에너지,100840,2018/12,11050,68.56,41.57,0.55,0.33,8.67,5.26,0.9,0.54,123.89,,,,,,,
(주)SNT에너지,100840,2019/12,19800,10.43,5.41,0.64,0.33,0,0,0.75,0.39,7.79,6.31,333897235,15452273,18218102,732767,213326726,17473548
(주)SNT에너지,100840,2020/12,15650,15.88,8.18,0.64,0.33,2.25,1.16,0.65,0.33,2.21,4.07,335351657,9787541,16962616,187866,237399736,23125971
(주)SNT에너지,100840,2021/12,18550,16.42,8.76,0.88,0.47,7.6,4.05,1.28,0.69,3.71,5.11,332143488,12503181,15440521,0,171088093,13280960
(주)SNT에너지,100840,2022/12,18650,31.13,16.14,0.84,0.44,10.48,5.43,1.11,0.58,29.57,6.04,429772702,15099402,18559233,0,202878635,3561445
(주)SNT홀딩스,036530,2017/12,15750,69.81,54.44,0.69,0.54,47.1,36.73,39.27,30.62,43.53,1.14,2146174938,25863066,144142589,19561190,1508152132,60637139
(주)SNT홀딩스,036530,2018/12,13000,41.82,28.32,0.62,0.42,38.86,26.31,35.66,24.15,38.53,4.36,2113834573,73732317,107537015,17000641,1401307482,72650119
(주)SNT홀딩스,036530,2019/12,15450,29.1,20.64,0.66,0.47,26.64,18.89,24.42,17.32,27.67,8.78,2236679025,124509305,101666105,14916609,1512114565,126277061
(주)SNT홀딩스,036530,2020/12,14900,11.93,7.14,0.66,0.39,11.95,7.15,10.82,6.47,10.45,4.62,2270485740,77889420,81556557,12698117,1435754699,127086173
(주)SNT홀딩스,036530,2021/12,17600,23.61,14.19,0.93,0.56,23.29,14.01,20.66,12.42,17.04,8.13,2372324440,151814612,88051719,14645717,1404072099,125567102
(주)SNT홀딩스,036530,2022/12,15700,18.68,11.4,0.83,0.51,18.52,11.3,16.78,10.24,13.42,5.31,2558426987,115574756,109145515,19636430,1629520925,144692982
(주)STX,011810,2017/12,23850,11.28,0.79,89.15,6.26,40.4,2.84,2.38,0.17,20.72,0,627542000,334386000,41253000,0,1803878000,44053000
(주)STX,011810,2018/12,11750,142.82,40.18,11.95,3.36,0,0,0.54,0.15,0,17.12,554061000,9107000,34715000,0,1502985000,-14778000
(주)STX,011810,2019/12,8010,0,0,7.88,2.79,30.55,10.84,0.31,0.11,0,-54.53,560107000,-33218000,44719000,0,1471164000,1748000
(주)STX,011810,2020/12,5600,0,0,7.04,3.34,2.57,1.22,0.22,0.1,0,-48.03,617563000,-20448000,40869000,0,975567000,-493000
(주)STX,011810,2021/12,4100,0,0,6.68,1.51,0,0,0.6,0.14,22.89,-32.13,676149000,-23318000,46305000,0,925509000,9040000
(주)STX,011810,2022/12,5500,0,0,5.85,2.05,0,0,0.27,0.1,45.6,-23.17,741784000,-18650000,49584000,0,1188575000,-1955000
(주)TCC스틸,002710,2017/12,1890,0,0,0.71,0.47,0,0,0.18,0.12,14.62,1.5,278692540,1503708,26285247,0,391370092,8106455
(주)TCC스틸,002710,2018/12,2000,7.99,4.81,0.64,0.39,4.33,2.61,0.17,0.1,7.54,9.19,304781579,9755131,18205373,0,413176279,17080602
(주)TCC스틸,002710,2019/12,2720,34.42,21.21,0.73,0.45,0,0,0.2,0.12,10.29,4.42,314210087,5037267,18699255,0,437173902,12856170
(주)TCC스틸,002710,2020/12,5290,0,0,1.51,0.25,0,0,0.44,0.07,31.84,-1.3,306758932,-1687460,19491758,0,431797912,970928
(주)TCC스틸,002710,2021/12,9680,8.64,2.92,2.08,0.7,38.63,13.06,0.61,0.21,10.76,21.49,366996615,28723275,23274181,0,536651129,25597716
(주)TCC스틸,002710,2022/12,9350,16.12,8.29,2.24,1.15,0,0,0.71,0.36,8.31,16.54,507482317,29566778,34801465,0,684414631,43983211
(주)강원랜드,035250,2017/12,34800,19.36,15.86,2.56,2.1,18.16,14.88,5.28,4.32,12.07,12.96,4185657487,437540507,286038872,64234,1604470055,530897334
(주)강원랜드,035250,2018/12,32000,24.65,18.2,2.15,1.59,20.02,14.79,5.1,3.77,13.61,8.39,4231241354,297236881,277765849,49171,1438059299,430699991
(주)강원랜드,035250,2019/12,29600,22.02,17.63,2.09,1.67,18.07,14.46,4.87,3.9,11.04,9.16,4438119306,334653892,282268243,60061,1520080449,501153152
(주)강원랜드,035250,2020/12,23500,0,0,1.96,1.06,0,0,13.33,7.17,0,-7.92,3641632201,-275879104,365663102,8215,478578866,-431583874
(주)강원랜드,035250,2021/12,24050,0,0,1.95,1.43,29.49,21.53,8.06,5.88,191.74,-0.33,3827273464,-10582086,114344891,10650,788432830,-52695286
(주)강원랜드,035250,2022/12,23200,52.89,41.72,1.84,1.45,14.6,11.52,4.83,3.81,16.67,3.47,4167752671,115612768,131329878,72608,1270685819,217565214
(주)갤럭시아에스엠,011420,2017/12,2935,0,0,2.63,1.43,0,0,2.72,1.48,0,-13.83,49831109,-5899738,3391712,0,37281280,-3545768
(주)갤럭시아에스엠,011420,2018/12,1660,0,0,3.72,1.31,0,0,4.29,1.51,0,-47.79,33253331,-16003255,4970149,0,22060413,-10337846
(주)갤럭시아에스엠,011420,2019/12,1485,0,0,4.85,1.92,120.21,47.75,3.45,1.37,27.74,-5.7,28241598,-1375316,2251316,0,28732679,-456437
(주)갤럭시아에스엠,011420,2020/12,1430,63.84,19.4,3.24,0.98,21.89,6.65,3.21,0.98,12.23,,,,,,,
(주)갤럭시아에스엠,011420,2021/12,3055,28.25,10.44,3.28,1.21,64.52,23.84,3.6,1.33,16.04,,,,,,,
(주)갤럭시아에스엠,011420,2022/12,1700,18.57,8.81,2.68,1.27,98.29,46.62,2.85,1.35,10.34,,,,,,,
(주)경농,002100,2017/12,6010,12.76,10.23,0.85,0.68,10.23,8.2,1.03,0.82,12.59,5.83,335873898,10079442,59226684,8450006,206534382,8447803
(주)경농,002100,2018/12,10800,36.55,12.7,1.97,0.68,75.99,26.41,2.4,0.84,14.26,3.08,357260541,4878426,57973365,7409758,212654617,14769793
(주)경농,002100,2019/12,11350,74.8,30.72,2.89,1.19,120.26,49.39,3.49,1.43,17.34,2.47,370874091,4014664,65722104,6867950,227510941,8690743
(주)경농,002100,2020/12,12000,41.06,11.95,2.27,0.66,50.32,14.64,2.59,0.75,17.74,6.69,371525656,13294936,66329258,7158687,248295524,14281977
(주)경농,002100,2021/12,12250,15.53,8.43,1.86,1.01,17.94,9.73,2.18,1.18,14,7.85,388785779,16107580,66459260,6432904,270269450,16758990
(주)경농,002100,2022/12,10100,15.87,8.92,1.38,0.77,11.19,6.29,1.46,0.82,6.88,12.08,448632689,30880493,69449393,5625588,361604573,40975102
(주)경동나비엔,009450,2017/12,51300,43.09,23.81,3.32,1.83,52.17,28.83,1.23,0.68,16.06,10.73,503697210,27019124,190824927,9040550,684660958,47757034
(주)경동나비엔,009450,2018/12,41550,40.92,19.43,4.09,1.94,0,0,1.51,0.72,14.24,9.23,583595818,24748538,198095020,12570808,726741615,40802217
(주)경동나비엔,009450,2019/12,46600,38.7,20.22,3.27,1.71,20.77,10.85,1.21,0.63,11.32,9.59,609808343,27852090,219829864,10204000,774290704,44824995
(주)경동나비엔,009450,2020/12,52100,41.68,17.57,2.95,1.24,14.47,6.1,1.05,0.44,11.08,12.83,734688738,41637325,263267715,10151328,873409019,67099323
(주)경동나비엔,009450,2021/12,54900,17.21,10.21,3.13,1.86,15.76,9.35,1.13,0.67,10.75,20.2,933884529,80657673,354822223,12847472,1102947010,64295519
(주)경동나비엔,009450,2022/12,33800,21.77,11,2.47,1.25,33.38,16.87,0.97,0.49,5.85,11.07,1018019428,53582342,408137009,14779139,1160860789,59770841
(주)경동도시가스,267290,2017/12,36250,,,,,,,,,,,710280194,17798556,56645639,0,871548284,21664503
(주)경동도시가스,267290,2018/12,33200,7.32,4.46,0.82,0.5,2.07,1.26,0.15,0.09,0.82,11.11,778269612,34164798,83355348,0,1606531867,42657143
(주)경동도시가스,267290,2019/12,21250,9.59,4.91,0.72,0.37,6.95,3.56,0.16,0.08,1.02,7.45,749999474,24638348,84463787,0,1422707835,28055130
(주)경동도시가스,267290,2020/12,18600,7.1,3.78,0.39,0.21,0,0,0.12,0.07,1.61,5.46,699658165,19017069,85237694,0,1086830628,18135395
(주)경동도시가스,267290,2021/12,22600,7.4,4.7,0.46,0.29,1.19,0.75,0.11,0.07,-0.06,5.9,904491766,22151258,86757292,0,1457154328,27131980
(주)경동도시가스,267290,2022/12,25300,9.42,4.96,0.58,0.31,4.24,2.23,0.1,0.05,1.55,6.28,1067615033,24201000,90373070,0,2304945010,25271268
(주)경동인베스트,012320,2017/12,42750,31.06,14.18,0.73,0.34,4.54,2.07,367.59,167.82,26.27,10.99,599276331,51930860,17964879,0,195069859,36380462
(주)경동인베스트,012320,2018/12,37250,114.12,52.56,0.58,0.27,103.98,47.89,24.09,11.09,434.79,7.35,592002536,29827973,18301003,0,228644016,39212613
(주)경동인베스트,012320,2019/12,36650,0,0,0.38,0.24,114.72,71.1,13.6,8.43,190.33,2.29,605467383,8856009,26467287,0,271765025,21959506
(주)경동인베스트,012320,2020/12,31200,71.87,29.97,0.31,0.13,0,0,12.22,5.1,78.16,3.68,589277835,16483709,22169647,0,310532988,19465612
(주)경동인베스트,012320,2021/12,35350,336.86,186.3,0.4,0.22,146.17,80.84,13.58,7.51,73.09,3.43,577693061,13891393,24223177,0,298461109,13892102
(주)경동인베스트,012320,2022/12,98500,0,0,1.13,0.23,153.12,30.79,28.83,5.8,89.53,3.23,586813598,9356776,23443875,0,275539562,14709421
(주)경방,000050,2017/12,13900,18.1,13.99,0.66,0.51,9.06,7,1.61,1.25,9.19,3.67,1274042237,25315361,65037350,16967,360788750,42309232
(주)경방,000050,2018/12,10800,16.01,9.67,0.65,0.39,15.88,9.59,1.67,1.01,8.2,2.87,1301792841,20189241,66416067,29577,351438926,40979751
(주)경방,000050,2019/12,9280,15.48,11.29,0.47,0.34,5.27,3.84,1.36,0.99,7.83,6.01,1370742491,43621631,67475534,34018,343892085,32020530
(주)경방,000050,2020/12,12400,16.02,7.11,0.55,0.25,8.95,3.98,1.84,0.82,8.7,1.76,1264902051,13025703,74972106,28087,329224741,21853997
(주)경방,000050,2021/12,13750,18.47,13.53,0.56,0.41,0,0,1.58,1.16,9.88,2.96,1270805118,22281880,82788733,22381,383357145,53796815
(주)경방,000050,2022/12,10800,0,0,0.64,0.38,8.58,5.02,1.8,1.06,6.65,0.59,1248318314,4415250,94292531,24191,389227583,31895306
(주)경보제약,214390,2017/12,12550,19.7,14.37,2.66,1.94,13.71,10.01,1.85,1.35,8.94,,,,,,,
(주)경보제약,214390,2018/12,10250,31.44,16.95,2.91,1.57,0,0,2.05,1.1,9.81,,,,,,,
(주)경보제약,214390,2019/12,8260,52.24,33.2,1.93,1.22,11.67,7.41,1.44,0.92,13.16,,,,,,,
(주)경보제약,214390,2020/12,16350,57.45,11.64,3.59,0.73,25.98,5.27,2.51,0.51,20.83,,,,,,,
(주)경보제약,214390,2021/12,10750,0,0,3.17,1.36,24.88,10.67,2.62,1.12,50.44,,,,,,,
(주)경보제약,214390,2022/12,10000,434.61,190.87,1.91,0.84,26.2,11.51,1.35,0.59,22.3,,,,,,,
(주)경인양행,012610,2017/12,5800,524.66,279.82,1.49,0.8,427.19,227.83,1.44,0.77,57.16,1.85,357951470,4779249,39781229,0,299987729,7364797
(주)경인양행,012610,2018/12,5800,40.51,25.59,1.57,0.99,329.61,208.22,1.35,0.85,17.82,6.59,412996589,13801882,56045269,0,331102011,19691167
(주)경인양행,012610,2019/12,7740,85.88,46.23,2.11,1.14,0,0,1.68,0.9,20,6.57,472081003,16372880,61192976,0,358802386,23555055
(주)경인양행,012610,2020/12,7040,0,0,2.34,0.8,11.57,3.95,2.01,0.69,67.73,-4.18,505102151,-7581553,65193707,0,329312078,3369847
(주)경인양행,012610,2021/12,6940,18.09,13.58,1.62,1.22,242.45,181.99,1.18,0.89,14.7,11.1,579492465,27210075,73555413,0,403325659,28354678
(주)경인양행,012610,2022/12,4090,41.9,22.01,1.55,0.81,15.1,7.93,1.31,0.69,12.03,6.07,548252999,17240723,75771988,0,402637341,28060459
(주)광명전기,017040,2017/12,2590,0,0,1.86,1.21,29.11,18.91,1.46,0.95,18.71,-2.2,152717140,-2043260,6908967,0,101561159,2197753
(주)광명전기,017040,2018/12,2620,74.9,29.01,2.81,1.09,0,0,2.46,0.95,22.94,2.93,151823119,2718092,7549135,0,114110654,3257516
(주)광명전기,017040,2019/12,2280,22.81,11.52,1.64,0.83,6.25,3.16,1.18,0.6,9.52,8.53,156712705,7118200,6839756,0,131864294,7985837
(주)광명전기,017040,2020/12,2010,21.97,9.3,1.13,0.48,15.07,6.38,0.96,0.4,10.12,4.67,165884690,4529827,7018338,0,123548325,4237433
(주)광명전기,017040,2021/12,2570,42.87,18.65,1.95,0.85,0,0,1.6,0.7,23.3,5.54,169926627,5858898,6615412,0,137092770,2865251
(주)광명전기,017040,2022/12,2085,45.39,19.62,1.84,0.79,0,0,1.45,0.63,14.89,4.91,172178417,5635248,6822844,0,138239356,4635071
(주)광주신세계,037710,2017/12,229500,9,7.36,0.75,0.61,8.39,6.86,2.05,1.68,6,,,,,,,
(주)광주신세계,037710,2018/12,180000,8.73,5.85,0.64,0.43,7.31,4.9,2.91,1.95,4.3,,,,,,,
(주)광주신세계,037710,2019/12,164000,7,5.22,0.51,0.38,4.49,3.35,2.15,1.61,2.76,,,,,,,
(주)광주신세계,037710,2020/12,153000,6.73,4.13,0.42,0.26,5.73,3.52,1.97,1.21,2.28,,,,,,,
(주)광주신세계,037710,2021/12,181000,7.37,4.53,0.53,0.32,4.98,3.06,2.27,1.4,1.47,,,,,,,
(주)광주신세계,037710,2022/12,32000,27.82,4.36,2.05,0.32,23.14,3.63,8.57,1.34,0.89,,,,,,,
(주)국동,005320,2017/12,3110,0,0,3.78,0.97,0,0,1.12,0.29,0,-19.01,106307080,-8967738,34263931,0,191602989,-5856432
(주)국동,005320,2018/12,2690,55.41,20.74,1.79,0.67,0,0,0.55,0.2,37.73,4.64,123134702,2111761,30748879,0,219550054,5762204
(주)국동,005320,2019/12,1235,0,0,1.28,0.43,7.26,2.42,0.6,0.2,0,-7.94,133723726,-4523376,38421120,0,223077183,-4249136
(주)국동,005320,2020/12,4200,0,0,3.26,0.61,5.92,1.11,1.23,0.23,5.16,14.3,180700682,10672756,40235895,1407352,253421044,26588643
(주)국동,005320,2021/12,2735,0,0,3.52,1.37,0,0,2.5,0.97,0,-8.54,168474551,-7948938,28096926,1670162,226961774,-3587448
(주)국동,005320,2022/12,1085,0,0,2.01,0.7,23.76,8.24,0.9,0.31,8.3,1.32,175008166,1390174,29113004,0,329876667,17033936
(주)국보,001140,2017/12,9380,0,0,3.6,1.14,0,0,0.53,0.17,0,-17.16,73270170,-2889794,9851897,0,78255522,-3934059
(주)국보,001140,2018/12,11350,0,0,11.05,2.79,0,0,0.9,0.23,0,-24.45,48188113,-3999572,8907609,0,71549828,-5293766
(주)국보,001140,2019/12,2435,0,0,19.54,1.16,0,0,2.26,0.13,101.36,-47.63,115356448,-6676274,18708889,0,89087334,-968491
(주)국보,001140,2020/12,1805,0,0,4.91,1.02,0,0,2.41,0.5,0,-67.86,90823631,-20527205,42296464,0,109928741,-10803222
(주)국보,001140,2021/12,1570,0,0,5.12,2.12,108.07,44.65,2.86,1.18,0,-57.13,102314952,-17669052,35752640,0,96849603,-8008763
(주)국보,001140,2022/12,728,0,0,3.9,1.35,123.33,42.8,2.61,0.91,0,-64.68,109959854,-24431931,42920718,0,102255057,-14020928
(주)금양,001570,2017/12,2480,355.25,244.6,4.17,2.87,11.33,7.8,0.86,0.59,24.93,41.19,196084032,18645438,22325522,1270946,180373683,13140970
(주)금양,001570,2018/12,2335,8.02,5.56,2.8,1.94,0,0,0.85,0.59,21.78,29.84,204777156,20253300,26905139,1784753,205441375,13526326
(주)금양,001570,2019/12,2400,0,0,3.65,2.41,0,0,0.94,0.62,27.53,-14.85,224222540,-10903987,26607808,1657038,172723864,9211215
(주)금양,001570,2020/12,6620,0,0,7.46,1.45,53.92,10.51,2.84,0.55,62.56,-5.36,219851714,-3962270,25259681,912203,176169811,6006943
(주)금양,001570,2021/12,4905,1638.71,849.83,5.77,2.99,0,0,1.94,1.01,37.43,13.57,314832085,13332209,30230775,1329662,217719114,12135982
(주)금양,001570,2022/12,23900,0,0,25.66,2.64,63.89,6.58,13.26,1.37,102.99,-24.34,282778726,-29131070,41156670,490749,213135768,13208164
(주)금호에이치티,214330,2017/12,4920,14.75,8.29,0.83,0.47,11.01,6.19,0.48,0.27,4.64,5.57,150164495,4933421,9552020,626592,179707629,8924225
(주)금호에이치티,214330,2018/12,7030,13.51,6.46,0.73,0.35,5.06,2.42,0.51,0.24,8.18,7.23,238380056,7792877,10679500,664412,209260006,10493446
(주)금호에이치티,214330,2019/12,5880,101.18,42.91,1,0.43,14.99,6.36,0.82,0.35,15.94,-0.05,322078193,-75223,10512958,735081,251095062,4059148
(주)금호에이치티,214330,2020/12,2640,0,0,0.76,0.2,10.83,2.82,0.95,0.25,218.64,-4.85,344298589,-9813211,11527390,893154,219632557,-4710924
(주)금호에이치티,214330,2021/12,2115,0,0,1.65,0.79,0,0,2.79,1.33,0,-6.25,458795624,-17808249,14729550,2372879,233985567,6526228
(주)금호에이치티,214330,2022/12,892,0,0,1.83,0.56,78.57,23.92,2.77,0.84,14.51,-6.78,426633825,-22636285,19607181,4489286,277770353,9292104
(주)까뮤이앤씨,013700,2017/12,10100,8.96,5.19,1.32,0.76,9.28,5.37,0.44,0.25,5.92,,,,,,,
(주)까뮤이앤씨,013700,2018/12,1330,42.07,2.52,1.27,0.08,0,0,0.63,0.04,17.73,,,,,,,
(주)까뮤이앤씨,013700,2019/12,1270,5.82,3.76,1.14,0.74,10.3,6.66,0.28,0.18,4.99,,,,,,,
(주)까뮤이앤씨,013700,2020/12,2995,17.93,3.43,2.03,0.39,0,0,1.02,0.2,40.44,,,,,,,
(주)까뮤이앤씨,013700,2021/12,2850,0,0,1.78,0.88,0,0,1.06,0.52,0,,,,,,,
(주)까뮤이앤씨,013700,2022/12,2130,0,0,2.89,0.94,0,0,1.15,0.37,0,,,,,,,
(주)나이스홀딩스,034310,2017/12,14650,145.05,102.13,2.32,1.63,46.74,32.91,19.82,13.96,29.63,9.21,1742367144,92750994,1327470660,2285352,1450068987,122598327
(주)나이스홀딩스,034310,2018/12,17950,0,0,2.49,1.6,33.86,21.79,20.29,13.06,29.64,10.01,2172977804,99301937,1261590816,4083072,1611892148,128330972
(주)나이스홀딩스,034310,2019/12,20900,183.18,127.3,2.9,2.01,34.99,24.32,20.99,14.59,28.85,4.39,2564827369,77665757,1723508671,11247084,1877743691,154235020
(주)나이스홀딩스,034310,2020/12,19450,0,0,3.1,1.58,45.93,23.34,23.91,12.15,38.7,2.43,2730355253,52928234,1902365666,18043935,2055514098,153148432
(주)나이스홀딩스,034310,2021/12,16000,29.9,23.22,2.46,1.91,35.46,27.53,17.43,13.53,28.89,8.01,3083783180,101055238,2305597721,19901535,2449866532,144268812
(주)나이스홀딩스,034310,2022/12,12900,0,0,2.35,1.56,24.48,16.23,13.92,9.22,21.41,4.9,3378563521,69015235,2607679461,30622023,2752922079,145242619
(주)남선알미늄,008350,2017/12,990,7.14,4.86,1.05,0.72,5.13,3.49,0.39,0.26,6.22,,,,,,,
(주)남선알미늄,008350,2018/12,2830,14.78,4.16,2.22,0.63,15.4,4.33,1.08,0.3,23.29,14.95,303023071,25220519,25447600,1704626,347834921,9426031
(주)남선알미늄,008350,2019/12,3230,77.91,28.89,3.69,1.37,23.35,8.66,2,0.74,21.86,8.33,295529661,14479409,23307406,1908936,324782177,11578883
(주)남선알미늄,008350,2020/12,4695,0,0,5.07,1.85,0,0,3.28,1.2,134.72,5.72,295152804,10538669,20643732,1719644,268474786,-1515276
(주)남선알미늄,008350,2021/12,2485,0,0,3.23,1.48,44.84,20.54,2.37,1.09,0,19.6,355238355,41688592,21291154,1532964,230343537,-6912236
(주)남선알미늄,008350,2022/12,2130,206.25,71.91,2.62,0.91,0,0,2.19,0.76,128.05,10.3,401195144,27929159,20562346,1325673,255740300,-2490018
(주)남성,004270,2017/12,2160,74.57,47.84,1.17,0.75,6.15,3.94,1.29,0.83,18.22,1.68,203435953,1356665,17700654,593121,91991880,7210225
(주)남성,004270,2018/12,1910,0,0,1.1,0.41,0,0,1.41,0.53,30.48,-4.11,205083689,-3576375,18086099,704060,83251810,976778
(주)남성,004270,2019/12,3150,0,0,2.17,0.72,0,0,3.2,1.06,47.66,-2.52,204791617,-2196177,18434517,702035,72953026,461285
(주)남성,004270,2020/12,4225,0,0,2.5,0.49,2393.26,468.45,2.79,0.55,64.69,-19.75,193273608,-16173812,20517258,666222,92533561,-2456097
(주)남성,004270,2021/12,3135,25.91,14.23,1.56,0.86,0,0,2.24,1.23,29.76,7.28,288756910,7100176,21550401,638270,102320291,6945078
(주)남성,004270,2022/12,1930,38.91,18.83,1.05,0.51,0,0,2,0.97,33.04,2.68,271152129,3167371,23913125,736921,98137172,2539944
(주)넥센,005720,2017/12,7590,15.71,10.61,1.13,0.76,0,0,2.81,1.9,18.5,9.42,1085451848,81842411,35004234,0,314030027,73407303
(주)넥센,005720,2018/12,5500,14.34,8.92,0.81,0.51,17.11,10.64,1.31,0.81,14.34,6.63,3825103267,88542209,218078819,0,1360025189,143585322
(주)넥센,005720,2019/12,6050,39.02,27.05,0.77,0.54,14.33,9.94,1.24,0.86,13.2,5.96,4098014996,113665525,444473561,0,2291341654,225120255
(주)넥센,005720,2020/12,4630,18.08,8.58,0.61,0.29,11.54,5.48,0.99,0.47,8.28,1.05,4239211984,769301,435163614,0,1968536373,62331789
(주)넥센,005720,2021/12,4560,11.97,8.9,0.54,0.4,37.19,27.65,0.63,0.47,7.51,2.68,4572292481,29421639,475124563,0,2403881271,33579043
(주)넥센,005720,2022/12,4105,9.52,6.04,0.48,0.3,5.58,3.54,0.4,0.26,5.26,1.57,4726896214,1776894,527521558,0,3003950006,-22542977
(주)노루페인트,090350,2017/12,8680,9.79,7.9,0.73,0.59,6.3,5.08,0.41,0.33,8.44,10.23,591817509,29444479,103450336,407814,551409798,27753419
